DATE,FIRECOUNT,WD,RH,WS,AT,CONST,GSDP,GSVA,GSDP_CAP,HDI,NO2,CO,PM10,PM25,SO2
16-12-2013,77,99.92,92.37,0.58,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
17-12-2013,39,102.92,91.65,0.61,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
18-12-2013,6,118.52,94.33,0.78,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
19-12-2013,5,76.19,92.02,0.79,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
20-12-2013,3,133.5,95.53,0.78,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
21-12-2013,0,82.88,97.79,0.66,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
22-12-2013,8,125.39,97.86,0.73,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
23-12-2013,12,155.6,91.75,0.89,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
24-12-2013,11,142.25,82.49,0.68,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
25-12-2013,25,168.29,67.37,0.62,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
26-12-2013,26,138.02,51.25,0.73,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
27-12-2013,35,126.79,53.55,0.65,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
28-12-2013,39,149.03,48.07,0.72,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
29-12-2013,35,138.49,53.2,0.71,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
30-12-2013,17,73.3,67.9,0.83,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
31-12-2013,7,56.48,95.35,1.06,NaN,,443960,385931,249922,0.719,NaN,NaN,NaN,NaN,NaN
01-09-2014,0,43.03,82.77,0.31,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
02-09-2014,0,59.71,87.27,0.4,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
03-09-2014,0,45.08,89.17,0.34,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
04-09-2014,0,49.62,93.83,0.37,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
05-09-2014,0,69.63,95.47,0.49,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
06-09-2014,0,88.94,92.32,0.59,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
07-09-2014,0,103.17,63.48,0.67,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
08-09-2014,4,NaN,1.97,NaN,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
09-09-2014,3,NaN,NaN,NaN,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
10-09-2014,3,NaN,NaN,NaN,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
11-09-2014,0,NaN,NaN,NaN,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
12-09-2014,6,110.05,39.1,0.72,NaN,1,494803,434241,272739,0.725,65.71,3.38,NaN,69.42,4.02
13-09-2014,5,129.1,82.34,0.82,NaN,1,494803,434241,272739,0.725,62.19,1.54,NaN,85.17,4.08
14-09-2014,5,136.68,80.1,0.87,NaN,1,494803,434241,272739,0.725,46.49,2.1,NaN,91.23,4.11
15-09-2014,6,143.83,78.34,0.92,NaN,1,494803,434241,272739,0.725,70.44,1.57,NaN,88.26,3.82
16-09-2014,2,156.72,82.78,1.01,NaN,1,494803,434241,272739,0.725,58.59,1.73,NaN,85.56,3.92
17-09-2014,4,136.21,74.46,0.89,NaN,1,494803,434241,272739,0.725,56.79,1.48,NaN,103.85,3.67
18-09-2014,9,130.83,70.63,0.86,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
19-09-2014,19,119.94,69.38,0.79,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
20-09-2014,51,130.34,68.81,0.85,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
21-09-2014,37,126.2,67.91,0.82,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
22-09-2014,22,124.08,62.06,0.82,NaN,1,494803,434241,272739,0.725,81.69,1.71,NaN,88.75,4.04
23-09-2014,37,125.92,57.07,0.83,NaN,1,494803,434241,272739,0.725,68.29,1.84,NaN,85.65,4.06
24-09-2014,67,128,58.4,0.84,NaN,1,494803,434241,272739,0.725,74.97,1.5,NaN,88.35,3.82
25-09-2014,127,138.6,59.01,0.91,NaN,1,494803,434241,272739,0.725,69.14,1.56,NaN,89.52,3.61
26-09-2014,161,119.4,61.45,0.79,NaN,1,494803,434241,272739,0.725,74.31,1.92,NaN,141,3.82
27-09-2014,78,136.36,56.48,0.89,NaN,1,494803,434241,272739,0.725,66.61,1.52,NaN,NaN,3.96
28-09-2014,106,139.48,57.63,0.91,NaN,1,494803,434241,272739,0.725,63.59,1.54,NaN,NaN,3.92
29-09-2014,101,120.01,57.42,0.79,NaN,1,494803,434241,272739,0.725,74.15,1.63,NaN,NaN,3.76
30-09-2014,170,119.8,55.41,0.78,NaN,1,494803,434241,272739,0.725,88.98,2.07,NaN,NaN,3.74
01-10-2014,253,87.45,57.63,0.58,NaN,1,494803,434241,272739,0.725,65.45,1.1,NaN,1.84,3.7
02-10-2014,142,127.88,57.06,0.84,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
03-10-2014,111,120.97,59.05,0.79,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
04-10-2014,184,92.82,60.02,0.6,NaN,1,494803,434241,272739,0.725,79.5,1.68,NaN,NaN,4.08
05-10-2014,283,120.91,61.81,0.78,NaN,1,494803,434241,272739,0.725,106.28,3.67,NaN,NaN,3.89
06-10-2014,402,131.93,59.78,0.84,NaN,1,494803,434241,272739,0.725,75.02,2.01,NaN,NaN,3.94
07-10-2014,350,47.8,62.39,0.32,NaN,1,494803,434241,272739,0.725,48.27,1.9,NaN,NaN,4.16
08-10-2014,163,128.83,63.12,0.82,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
09-10-2014,219,164.24,53.81,1.06,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
10-10-2014,255,163,56.04,1.05,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
11-10-2014,669,150.69,55.71,0.97,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
12-10-2014,921,136,54.95,0.87,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
13-10-2014,633,75.99,58.83,0.49,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
14-10-2014,53,159.39,75.26,1.01,NaN,1,494803,434241,272739,0.725,7.83,1.63,NaN,NaN,4.34
15-10-2014,381,100.67,75.75,0.67,NaN,1,494803,434241,272739,0.725,7.78,2.02,NaN,NaN,3.77
16-10-2014,797,153.87,59.85,0.99,NaN,1,494803,434241,272739,0.725,7.88,2.27,NaN,NaN,4.01
17-10-2014,1054,130.84,56.42,0.84,NaN,1,494803,434241,272739,0.725,44.81,2.58,NaN,NaN,3.83
18-10-2014,886,103.83,58.56,0.68,NaN,1,494803,434241,272739,0.725,54.03,3.38,NaN,NaN,3.56
19-10-2014,786,98.19,59.36,0.66,NaN,1,494803,434241,272739,0.725,147.23,3.76,NaN,NaN,3.39
20-10-2014,699,96.15,56.3,0.65,NaN,1,494803,434241,272739,0.725,238.91,3.71,NaN,NaN,4.02
21-10-2014,1135,96.2,58.68,0.64,NaN,1,494803,434241,272739,0.725,201.24,3.17,NaN,NaN,3.45
22-10-2014,1539,141.99,61.78,0.9,NaN,1,494803,434241,272739,0.725,211.22,3.94,NaN,NaN,3.21
23-10-2014,1346,115.69,61.37,0.74,NaN,1,494803,434241,272739,0.725,163.28,3.64,NaN,NaN,3.3
24-10-2014,1274,119.52,61.7,0.76,NaN,1,494803,434241,272739,0.725,102.41,2.32,NaN,NaN,4.18
25-10-2014,1416,104.39,68.18,0.67,NaN,1,494803,434241,272739,0.725,139.94,2.96,NaN,NaN,3.61
26-10-2014,1346,87.95,61.18,0.57,NaN,1,494803,434241,272739,0.725,132.89,2.41,NaN,NaN,4.6
27-10-2014,1703,107.18,61.31,0.71,NaN,1,494803,434241,272739,0.725,219.47,3.74,NaN,NaN,3.57
28-10-2014,2173,193.97,57.3,1.22,NaN,1,494803,434241,272739,0.725,173.22,3.12,NaN,NaN,3.84
29-10-2014,1925,124.95,65.41,0.81,NaN,1,494803,434241,272739,0.725,122.29,1.93,NaN,NaN,3.54
30-10-2014,2973,97.69,64.5,0.65,NaN,1,494803,434241,272739,0.725,106.57,2.76,NaN,NaN,4.32
31-10-2014,3226,134.37,55.47,0.87,NaN,1,494803,434241,272739,0.725,155.71,3.78,NaN,NaN,3.28
01-11-2014,3880,132.85,50.46,0.86,NaN,1,494803,434241,272739,0.725,124.09,2.66,NaN,NaN,3.25
02-11-2014,5286,106.3,48.68,0.7,NaN,1,494803,434241,272739,0.725,112.96,2.3,NaN,NaN,3.25
03-11-2014,2786,118.17,51.28,0.78,NaN,1,494803,434241,272739,0.725,141.84,3.27,NaN,NaN,3.22
04-11-2014,3188,128.85,52.65,0.84,NaN,1,494803,434241,272739,0.725,122.45,2.61,NaN,NaN,4.04
05-11-2014,5668,120.49,56.07,0.79,NaN,1,494803,434241,272739,0.725,144.38,2.91,NaN,NaN,4.21
06-11-2014,4690,124.22,55.85,0.82,NaN,1,494803,434241,272739,0.725,101.97,2.39,NaN,NaN,5.68
07-11-2014,5070,98.5,57.3,0.65,NaN,1,494803,434241,272739,0.725,140.2,3.12,NaN,NaN,5.49
08-11-2014,1523,173.75,56.82,1.11,NaN,1,494803,434241,272739,0.725,137.48,3.05,NaN,NaN,6.36
09-11-2014,2266,146.45,62.04,0.95,NaN,1,494803,434241,272739,0.725,138.36,2.61,NaN,NaN,5.69
10-11-2014,3400,163.17,45.81,1.05,NaN,1,494803,434241,272739,0.725,127.03,3.03,NaN,NaN,5.44
11-11-2014,2663,94.51,47.19,0.64,NaN,1,494803,434241,272739,0.725,164.92,3.09,NaN,NaN,4.75
12-11-2014,3083,110.95,51.17,0.73,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
13-11-2014,1956,87.71,49.93,0.59,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
14-11-2014,1196,106.52,42.38,0.71,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
15-11-2014,1028,97.89,44.57,0.66,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
16-11-2014,840,85.11,44.85,0.59,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
17-11-2014,706,83.85,46.43,0.58,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
18-11-2014,584,69.76,47.16,0.49,NaN,1,494803,434241,272739,0.725,172.5,NaN,NaN,NaN,7.99
19-11-2014,278,64.94,51.79,0.46,NaN,1,494803,434241,272739,0.725,196.53,NaN,NaN,NaN,6.36
20-11-2014,162,77.22,53.43,0.54,NaN,1,494803,434241,272739,0.725,196.07,NaN,NaN,NaN,5.9
21-11-2014,162,75.12,53.8,0.53,NaN,1,494803,434241,272739,0.725,200.69,NaN,NaN,NaN,5.89
22-11-2014,181,85.38,52.78,0.58,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
23-11-2014,247,114.89,50.46,0.75,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
24-11-2014,131,76.52,49.06,0.53,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
25-11-2014,36,72.5,46.37,0.51,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
26-11-2014,68,91.64,45.01,0.62,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
27-11-2014,32,53.22,47.83,0.36,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
28-11-2014,38,76.07,50.55,0.49,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
29-11-2014,20,123.57,61.94,0.79,NaN,1,494803,434241,272739,0.725,167.22,NaN,NaN,NaN,8.51
30-11-2014,20,99.46,55.84,0.66,NaN,1,494803,434241,272739,0.725,234.07,NaN,NaN,NaN,7.51
01-12-2014,29,135.98,43.26,0.89,NaN,1,494803,434241,272739,0.725,139.44,NaN,NaN,NaN,8.07
02-12-2014,14,119.44,46.36,0.78,NaN,1,494803,434241,272739,0.725,114.65,NaN,NaN,NaN,8.73
03-12-2014,39,119.9,47.93,0.79,NaN,1,494803,434241,272739,0.725,78.02,NaN,NaN,NaN,8.24
04-12-2014,34,100.3,51.04,0.67,NaN,1,494803,434241,272739,0.725,93.66,NaN,NaN,NaN,8.1
05-12-2014,38,94.6,55.35,0.64,NaN,1,494803,434241,272739,0.725,163.49,NaN,NaN,NaN,8.87
06-12-2014,56,95.5,52.54,0.65,NaN,1,494803,434241,272739,0.725,108.72,NaN,NaN,NaN,7.69
07-12-2014,22,112.85,44.32,0.75,NaN,1,494803,434241,272739,0.725,128.99,NaN,NaN,NaN,7.69
08-12-2014,44,82.82,51.7,0.57,NaN,1,494803,434241,272739,0.725,82.78,NaN,NaN,NaN,8.26
09-12-2014,75,107.35,58.56,0.71,NaN,1,494803,434241,272739,0.725,193.34,NaN,NaN,NaN,8.07
10-12-2014,62,135.02,48.8,0.87,NaN,1,494803,434241,272739,0.725,180.44,NaN,NaN,NaN,7.71
11-12-2014,17,86.84,47.61,0.6,NaN,1,494803,434241,272739,0.725,192.46,NaN,NaN,NaN,7.68
12-12-2014,13,97.64,53.79,0.65,NaN,1,494803,434241,272739,0.725,202.65,NaN,NaN,NaN,7.67
13-12-2014,3,53.28,65.04,0.35,NaN,1,494803,434241,272739,0.725,74.74,NaN,NaN,NaN,6.85
14-12-2014,0,49.93,95.46,0.33,NaN,1,494803,434241,272739,0.725,34.49,NaN,NaN,NaN,7.23
15-12-2014,9,152.5,88.56,0.98,NaN,1,494803,434241,272739,0.725,59.27,NaN,NaN,NaN,7.44
16-12-2014,11,136.25,80.16,0.89,NaN,1,494803,434241,272739,0.725,161.29,NaN,NaN,NaN,4.73
17-12-2014,12,120.31,83.83,0.8,NaN,1,494803,434241,272739,0.725,125.83,NaN,NaN,NaN,4.07
18-12-2014,9,145.05,85.83,0.94,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
19-12-2014,17,147.31,90.06,0.95,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
20-12-2014,5,143.77,89.29,0.93,NaN,1,494803,434241,272739,0.725,139.95,1.83,NaN,NaN,3.68
21-12-2014,4,136.25,89.78,0.87,NaN,1,494803,434241,272739,0.725,157.21,2.06,NaN,NaN,4.02
22-12-2014,1,50.46,90.63,0.33,NaN,1,494803,434241,272739,0.725,139.43,1.71,NaN,NaN,3.87
23-12-2014,12,48.6,87.25,0.33,NaN,1,494803,434241,272739,0.725,124.29,2.19,NaN,NaN,4.83
24-12-2014,8,133.06,93.11,0.87,NaN,1,494803,434241,272739,0.725,217.26,1.94,NaN,NaN,3.22
25-12-2014,13,141.89,92.14,0.92,NaN,1,494803,434241,272739,0.725,131.15,2.5,NaN,NaN,4.4
26-12-2014,39,122.11,87.94,0.81,NaN,1,494803,434241,272739,0.725,98.5,NaN,NaN,NaN,4.42
27-12-2014,9,100.91,80.83,0.66,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
28-12-2014,17,147.08,91.33,0.95,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
29-12-2014,15,133.09,79.46,0.86,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
30-12-2014,20,123.17,83.24,0.8,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
31-12-2014,37,26.26,80.65,0.18,NaN,1,494803,434241,272739,0.725,NaN,NaN,NaN,NaN,NaN
01-09-2016,0,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
02-09-2016,1,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
03-09-2016,1,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
04-09-2016,3,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
05-09-2016,2,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
06-09-2016,7,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
07-09-2016,3,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
08-09-2016,12,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
09-09-2016,8,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
10-09-2016,3,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
11-09-2016,3,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
12-09-2016,1,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
13-09-2016,6,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
14-09-2016,7,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
15-09-2016,10,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
16-09-2016,13,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
17-09-2016,4,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
18-09-2016,18,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
19-09-2016,24,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
20-09-2016,32,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
21-09-2016,13,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
22-09-2016,10,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
23-09-2016,31,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
24-09-2016,56,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
25-09-2016,72,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
26-09-2016,44,236.92,69.54,0.58,27.15,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
27-09-2016,9,205.53,80.83,0.44,23.95,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
28-09-2016,24,261.82,59.35,0.54,28.93,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
29-09-2016,30,187.98,65.88,0.9,28.76,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
30-09-2016,85,239.77,66.48,0.65,28.48,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
01-10-2016,138,217.89,67.23,0.75,28.98,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
02-10-2016,66,205.76,68.99,0.88,29.04,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
03-10-2016,45,245.64,67.63,0.76,29.64,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
04-10-2016,43,240.22,77.79,0.66,26.52,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
05-10-2016,106,247.02,80.25,0.48,25.09,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
06-10-2016,248,249.19,75.62,0.52,26.5,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
07-10-2016,271,249.73,69.38,0.93,26.83,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
08-10-2016,140,250.34,66.08,0.91,26.52,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
09-10-2016,363,231.46,68.41,0.6,25.81,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
10-10-2016,560,257.38,61.28,0.74,25.55,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
11-10-2016,899,250.21,61.45,0.95,24.57,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
12-10-2016,825,250.21,54.92,1.01,24.3,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
13-10-2016,679,245.89,47.72,1.21,24.4,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
14-10-2016,993,264.77,51.47,0.91,23.74,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
15-10-2016,1176,256.33,55.43,0.84,22.66,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
16-10-2016,1732,250.42,51.71,0.9,23.42,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
17-10-2016,1890,251.47,52.88,0.8,22.77,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
18-10-2016,1220,253.37,52.59,0.87,22.85,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
19-10-2016,1367,250.83,51.45,0.79,23.04,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
20-10-2016,1241,244.57,49.4,0.88,23.17,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
21-10-2016,1678,253.06,48.66,1.06,23.46,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
22-10-2016,2802,244.07,50.69,1.14,23.88,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
23-10-2016,2122,249.35,51.69,1.07,22.88,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
24-10-2016,1291,254.55,49.83,1.03,22.9,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
25-10-2016,1955,252.17,51.18,1.19,22.77,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
26-10-2016,2568,242.98,57.1,0.73,22.28,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
27-10-2016,3158,260.76,57.86,0.84,21.11,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
28-10-2016,2930,263.91,56.04,0.82,20.06,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
29-10-2016,2112,229.67,60.93,0.45,19.65,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
30-10-2016,1447,220.74,66.54,0.55,19.66,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
31-10-2016,5411,244.69,67.79,0.49,19.22,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
01-11-2016,5222,255.86,64.91,0.57,19.09,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
02-11-2016,3369,249.99,68.99,0.48,19.07,1,616085,531175,326005,0.729,NaN,NaN,NaN,NaN,NaN
03-11-2016,4029,233.33,66.84,0.51,19.7,1,616085,531175,326005,0.729,78.23,NaN,210.83,127.81,NaN
04-11-2016,3412,250.28,65.63,0.6,19.13,1,616085,531175,326005,0.729,72.1,NaN,375.3,263.22,NaN
05-11-2016,4395,258.57,71.45,0.67,17.87,1,616085,531175,326005,0.729,67.77,NaN,733.77,558.22,NaN
06-11-2016,6184,236.72,74.69,0.44,16.83,1,616085,531175,326005,0.729,84.61,NaN,754.01,584.04,NaN
07-11-2016,8539,238.72,62.75,0.99,19.09,1,616085,531175,326005,0.729,24.07,NaN,376.73,283.01,NaN
08-11-2016,4220,244.9,51.71,1.33,19.37,1,616085,531175,326005,0.729,43.13,NaN,283.52,213.65,NaN
09-11-2016,3959,255.36,56.35,0.74,16.63,1,616085,531175,326005,0.729,70.25,NaN,234.32,170.1,NaN
10-11-2016,2983,242.81,56.34,0.55,16.99,1,616085,531175,326005,0.729,93.63,NaN,234.47,174.05,NaN
11-11-2016,4238,225.53,63.57,0.68,16.69,1,616085,531175,326005,0.729,110.02,NaN,278.74,220.28,NaN
12-11-2016,2066,211.36,65.96,0.66,16.99,1,616085,531175,326005,0.729,96.93,NaN,234.43,181.86,NaN
13-11-2016,1028,215.25,62.73,0.69,17.93,1,616085,531175,326005,0.729,84.01,NaN,193.84,147.68,NaN
14-11-2016,687,264.41,57.01,0.49,17.27,1,616085,531175,326005,0.729,71.69,NaN,161.57,130.24,NaN
15-11-2016,855,258.19,58.72,0.66,16.35,1,616085,531175,326005,0.729,76.66,NaN,189.39,159.33,NaN
16-11-2016,991,259.32,55.59,0.8,15.7,1,616085,531175,326005,0.729,73.09,NaN,203.21,168.74,NaN
17-11-2016,1049,234.78,51.06,1.03,16.69,1,616085,531175,326005,0.729,60.99,NaN,154.36,124.75,NaN
18-11-2016,694,259.89,55.06,0.88,15.89,1,616085,531175,326005,0.729,63.9,NaN,187.55,153.59,NaN
19-11-2016,349,249.45,59.02,0.62,15.54,1,616085,531175,326005,0.729,80.79,NaN,168.34,134.23,NaN
20-11-2016,360,223.23,63.73,0.63,15.58,1,616085,531175,326005,0.729,98.43,NaN,190.8,177.61,NaN
21-11-2016,210,234.06,72.5,0.52,12.74,1,616085,531175,326005,0.729,91.38,NaN,194.58,167.5,NaN
22-11-2016,214,239.83,50.76,0.89,17.96,1,616085,531175,326005,0.729,65.5,NaN,280.25,149.29,NaN
23-11-2016,126,257.04,58.81,0.78,16.47,1,616085,531175,326005,0.729,66.82,NaN,320.01,183.29,NaN
24-11-2016,61,253.78,55.91,1,16.91,1,616085,531175,326005,0.729,69.37,NaN,383.44,233.16,NaN
25-11-2016,71,255.53,34.22,2.26,20.63,1,616085,531175,326005,0.729,38.92,NaN,253.71,100.41,NaN
26-11-2016,56,247.59,35.04,1.97,21.29,1,616085,531175,326005,0.729,44.5,NaN,219.71,95.25,NaN
27-11-2016,104,249.8,37.48,1.64,20.45,1,616085,531175,326005,0.729,44.39,NaN,223.02,106.75,NaN
28-11-2016,111,259.97,41.29,1.25,17.11,1,616085,531175,326005,0.729,54.83,NaN,227.79,105.95,NaN
29-11-2016,27,245.09,59.74,0.47,14.66,1,616085,531175,326005,0.729,99.67,NaN,429.62,253.54,NaN
30-11-2016,40,188.25,77.46,0.84,15.97,1,616085,531175,326005,0.729,66.03,NaN,323.02,221.07,NaN
01-12-2016,58,199.8,82.67,0.61,15.21,1,616085,531175,326005,0.729,65.38,NaN,NaN,NaN,NaN
02-12-2016,191,231.39,79.62,0.63,14.82,1,616085,531175,326005,0.729,66.13,NaN,227.74,72.97,NaN
