DATE,FIRECOUNT,WD,RH,WS,AT,CONST,GSDP,GSVA,GSDP_CAP,HDI,NO2,CO,PM10,PM25,SO2
03-12-2016,215,223.74,78.37,0.78,13.44,1,616085,531175,326005,0.729,64.03,NaN,28.54,NaN,NaN
04-12-2016,279,278.1,51.89,0.6,15.35,1,616085,531175,326005,0.729,68.83,NaN,306.5,212.57,NaN
05-12-2016,161,267.48,60.91,0.67,13.87,1,616085,531175,326005,0.729,70.23,NaN,279.8,211.77,NaN
06-12-2016,87,206.22,71.93,0.53,13.1,1,616085,531175,326005,0.729,84.93,NaN,365.79,358.08,NaN
07-12-2016,189,216.93,76.45,0.5,13.51,1,616085,531175,326005,0.729,62.75,NaN,251.99,363.46,NaN
08-12-2016,232,193.16,77.99,0.6,11.59,1,616085,531175,326005,0.729,58.42,NaN,195.84,269.26,NaN
09-12-2016,248,209.76,71.93,0.61,13.84,1,616085,531175,326005,0.729,91.36,NaN,386.03,331.64,NaN
10-12-2016,3,133.55,80.49,1.37,13.06,1,616085,531175,326005,0.729,45.82,NaN,167.04,207.22,NaN
11-12-2016,19,210.85,76.01,0.87,14.82,1,616085,531175,326005,0.729,53.28,NaN,160.89,218.16,NaN
12-12-2016,8,246.03,65.66,0.64,15.29,1,616085,531175,326005,0.729,58.75,NaN,159.64,219.4,NaN
13-12-2016,39,251.72,64.92,0.75,14.9,1,616085,531175,326005,0.729,58.92,NaN,137.34,146.71,NaN
14-12-2016,46,248.74,66.68,0.95,13.5,1,616085,531175,326005,0.729,44.85,NaN,220.64,162.48,NaN
15-12-2016,23,241.49,64.74,1.06,12.81,1,616085,531175,326005,0.729,48.3,NaN,209.74,166.22,NaN
16-12-2016,77,251.59,64.15,0.7,11.42,1,616085,531175,326005,0.729,59.44,NaN,240.07,174.17,NaN
17-12-2016,104,251.17,69.81,0.7,10.94,1,616085,531175,326005,0.729,65.58,NaN,369.22,239.18,NaN
18-12-2016,71,247.95,68.32,0.71,10.63,1,616085,531175,326005,0.729,59.66,NaN,335.14,226.61,NaN
19-12-2016,157,234.97,65.94,1.07,12.36,1,616085,531175,326005,0.729,59.33,NaN,364.79,250.67,NaN
20-12-2016,103,247.93,56.78,1.71,15.26,1,616085,531175,326005,0.729,40.34,NaN,243.6,143.7,NaN
21-12-2016,274,237.99,56.05,1.49,14.25,1,616085,531175,326005,0.729,42.56,NaN,217.6,122.23,NaN
22-12-2016,91,251.95,61.46,0.83,12.48,1,616085,531175,326005,0.729,62.06,NaN,293.14,174.89,NaN
23-12-2016,53,229.29,72.19,0.54,11.58,1,616085,531175,326005,0.729,81,NaN,577.55,412.95,NaN
24-12-2016,85,163.73,74.51,1.05,12.41,1,616085,531175,326005,0.729,87.4,NaN,548.21,393.05,NaN
25-12-2016,36,218.3,81.16,1.41,11.37,1,616085,531175,326005,0.729,40.01,NaN,311.6,240.78,NaN
26-12-2016,25,254.94,71.93,1.1,12.9,1,616085,531175,326005,0.729,42.87,NaN,277.85,204.98,NaN
27-12-2016,25,251.89,79.86,0.8,8.45,1,616085,531175,326005,0.729,55.9,NaN,362.85,266.67,NaN
28-12-2016,55,236.64,63.86,0.66,11.78,1,616085,531175,326005,0.729,73.34,NaN,442.01,315.78,NaN
29-12-2016,86,159.09,75.79,1.42,10.92,1,616085,531175,326005,0.729,57.63,NaN,565.77,464.66,NaN
30-12-2016,81,133.73,70.31,1.79,13.79,1,616085,531175,326005,0.729,43.18,NaN,450.69,399.66,NaN
31-12-2016,38,156.46,75.75,1.49,12.54,1,616085,531175,326005,0.729,38.57,NaN,450.64,415.41,NaN
01-09-2017,0,215.94,83.94,0.91,25.75,1,677900,586900,351663,0.74,22.21,NaN,NaN,47.12,NaN
02-09-2017,1,246.9,82.8,0.88,25.05,1,677900,586900,351663,0.74,18.15,NaN,NaN,45.04,NaN
03-09-2017,2,256.35,74.73,0.95,27.4,1,677900,586900,351663,0.74,18.71,NaN,NaN,49.96,NaN
04-09-2017,2,257.41,72.14,1.21,28.46,1,677900,586900,351663,0.74,17.44,NaN,NaN,62.05,NaN
05-09-2017,1,256.8,67.05,1.21,28.37,1,677900,586900,351663,0.74,13.04,NaN,NaN,56.62,NaN
06-09-2017,0,238.25,67.43,1.19,28.41,1,677900,586900,351663,0.74,19.12,NaN,NaN,57.86,NaN
07-09-2017,1,234.87,75.82,1.03,26.35,1,677900,586900,351663,0.74,27.39,NaN,NaN,59.78,NaN
08-09-2017,2,275.78,70.41,0.92,28.23,1,677900,586900,351663,0.74,32.15,NaN,NaN,108.21,NaN
09-09-2017,3,264.86,71.54,0.97,28.07,1,677900,586900,351663,0.74,3.33,NaN,NaN,4.82,NaN
10-09-2017,5,257.31,67.52,0.75,29.03,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
11-09-2017,2,260.99,67.39,0.85,28.63,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
12-09-2017,3,268.94,66.71,0.98,28.54,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
13-09-2017,2,262.45,67.84,0.78,28.86,1,677900,586900,351663,0.74,24.7,NaN,NaN,84.49,NaN
14-09-2017,1,263.65,70.52,0.58,28.73,1,677900,586900,351663,0.74,23.67,NaN,NaN,61.47,NaN
15-09-2017,0,271.34,61.47,0.88,29.72,1,677900,586900,351663,0.74,10.68,NaN,NaN,46.32,NaN
16-09-2017,0,270.23,70.17,0.71,27.03,1,677900,586900,351663,0.74,2.59,NaN,NaN,16.79,NaN
17-09-2017,10,269.73,64.81,1.16,28.19,1,677900,586900,351663,0.74,1.41,NaN,NaN,9.05,NaN
18-09-2017,14,268.06,59.9,1.28,29.22,1,677900,586900,351663,0.74,1.99,NaN,NaN,28.4,NaN
19-09-2017,20,264.1,58.61,0.69,28.98,1,677900,586900,351663,0.74,2.74,NaN,NaN,20.97,NaN
20-09-2017,20,246.14,62.16,0.69,27.53,1,677900,586900,351663,0.74,2.33,NaN,NaN,11.54,NaN
21-09-2017,7,164.67,69.14,1.53,27.62,1,677900,586900,351663,0.74,7.27,NaN,NaN,9.33,NaN
22-09-2017,2,186.7,82.57,1.2,23.84,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
23-09-2017,3,264.51,89.99,0.93,22.34,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
24-09-2017,9,278.96,80.52,1.14,24.42,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
25-09-2017,10,255.94,73.94,0.87,26.5,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
26-09-2017,19,256.49,72.55,0.82,26.68,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
27-09-2017,42,243.51,69.18,0.57,26.68,1,677900,586900,351663,0.74,0.09,NaN,NaN,9.02,NaN
28-09-2017,64,262.34,69.06,0.57,26.64,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
29-09-2017,36,259.6,68.7,0.74,26.62,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
30-09-2017,60,256.56,64.78,0.88,26.05,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
01-10-2017,66,259.01,62.14,0.81,25.32,1,677900,586900,351663,0.74,11.35,NaN,NaN,14.21,NaN
02-10-2017,70,251.82,56.85,1.03,25.93,1,677900,586900,351663,0.74,7.88,NaN,NaN,5.03,NaN
03-10-2017,100,262.48,62.98,0.82,25.51,1,677900,586900,351663,0.74,10.83,NaN,NaN,24.04,NaN
04-10-2017,131,260.34,61.97,0.84,26.63,1,677900,586900,351663,0.74,6.49,NaN,NaN,28.14,NaN
05-10-2017,153,274.59,55.68,0.92,27.76,1,677900,586900,351663,0.74,4.33,NaN,NaN,8.42,NaN
06-10-2017,149,272.64,49.58,0.88,27.61,1,677900,586900,351663,0.74,23.09,NaN,NaN,26.65,NaN
07-10-2017,185,270.25,58.8,0.7,25.89,1,677900,586900,351663,0.74,17.72,NaN,NaN,25.72,NaN
08-10-2017,347,272.47,66.89,0.56,25.1,1,677900,586900,351663,0.74,10.84,NaN,NaN,26.85,NaN
09-10-2017,288,243.03,64.02,0.56,25.16,1,677900,586900,351663,0.74,10.18,NaN,NaN,26.85,NaN
10-10-2017,290,251.09,64.96,0.56,25.02,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
11-10-2017,171,234.43,66.02,0.62,25.14,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
12-10-2017,446,247.89,66.78,0.55,24.5,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
13-10-2017,445,269.5,63.24,0.79,24.51,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
14-10-2017,865,251.87,61.96,0.57,24.35,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
15-10-2017,1095,240.67,60.9,0.61,23.6,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
16-10-2017,549,32.33,16.35,0.54,23.77,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
17-10-2017,936,0.03,0.6,0.77,23.18,1,677900,586900,351663,0.74,10.29,NaN,NaN,58.47,NaN
18-10-2017,956,NaN,NaN,0.59,21.05,1,677900,586900,351663,0.74,15.69,NaN,NaN,151.36,NaN
19-10-2017,1957,NaN,NaN,0.5,24.09,1,677900,586900,351663,0.74,12.06,NaN,NaN,130.72,NaN
20-10-2017,2349,NaN,NaN,0.45,23.15,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
21-10-2017,1305,NaN,NaN,0.44,14.93,1,677900,586900,351663,0.74,3.18,NaN,NaN,54.07,NaN
22-10-2017,999,NaN,NaN,0.05,3.03,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
23-10-2017,1069,97.24,20.07,0.48,22.26,1,677900,586900,351663,0.74,6.46,NaN,NaN,25.66,NaN
24-10-2017,1601,226.65,51.04,0.72,19.75,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
25-10-2017,2044,NaN,NaN,NaN,NaN,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
26-10-2017,1707,40.02,9.38,0.39,8.8,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
27-10-2017,1346,51.4,13.46,0.36,9.04,1,677900,586900,351663,0.74,1.3,NaN,NaN,5.83,NaN
28-10-2017,2542,NaN,NaN,NaN,NaN,1,677900,586900,351663,0.74,4.44,NaN,NaN,26.61,NaN
29-10-2017,3164,8.71,1.28,0.03,1.3,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
30-10-2017,3424,210.72,60.38,0.39,16.17,1,677900,586900,351663,0.74,0.36,NaN,NaN,6.02,NaN
31-10-2017,3347,141.03,50.99,0.43,14.07,1,677900,586900,351663,0.74,14.99,NaN,NaN,136.79,NaN
01-11-2017,2603,90.13,30.94,0.43,13.15,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
02-11-2017,1292,210.84,71.69,0.53,20.51,1,677900,586900,351663,0.74,8.88,NaN,NaN,75.5,NaN
03-11-2017,1904,101.48,33.75,0.23,10.12,1,677900,586900,351663,0.74,24.4,NaN,NaN,240.51,NaN
04-11-2017,5133,205.35,74.56,0.68,19.91,1,677900,586900,351663,0.74,23.7,NaN,NaN,254.29,NaN
05-11-2017,2517,230.54,69.75,0.49,19.87,1,677900,586900,351663,0.74,22.92,NaN,NaN,295.78,NaN
06-11-2017,185,262.46,68.55,0.58,19.37,1,677900,586900,351663,0.74,100.22,NaN,NaN,246.88,NaN
07-11-2017,439,252.66,70.85,0.53,18.78,1,677900,586900,351663,0.74,124.71,NaN,NaN,216.82,NaN
08-11-2017,2380,239.92,77.27,0.43,16.5,1,677900,586900,351663,0.74,261.78,NaN,NaN,506.46,NaN
09-11-2017,979,248.82,70.7,0.46,17.25,1,677900,586900,351663,0.74,418.05,NaN,NaN,596.76,NaN
10-11-2017,1998,240.72,70.69,0.45,17.01,1,677900,586900,351663,0.74,479.06,NaN,NaN,359.57,NaN
11-11-2017,128,246.24,71.53,0.41,16.41,1,677900,586900,351663,0.74,NaN,NaN,NaN,347.8,NaN
12-11-2017,24,239.17,71.99,0.45,16.41,1,677900,586900,351663,0.74,NaN,NaN,NaN,451.46,NaN
13-11-2017,260,209.52,72.41,0.56,16.27,1,677900,586900,351663,0.74,330.8,NaN,NaN,284.62,NaN
14-11-2017,1170,170.27,68.78,1.11,17.67,1,677900,586900,351663,0.74,56.64,NaN,254.25,208.7,NaN
15-11-2017,47,177.46,65.75,0.73,16.83,1,677900,586900,351663,0.74,49.93,NaN,219.35,174.97,NaN
16-11-2017,20,248.66,67.94,0.67,16.32,1,677900,586900,351663,0.74,52.89,NaN,185.28,154.25,NaN
17-11-2017,168,266.45,64.3,0.94,17.48,1,677900,586900,351663,0.74,34.04,NaN,151.85,121.17,NaN
18-11-2017,2242,269.85,55.73,1.11,20.09,1,677900,586900,351663,0.74,41.61,NaN,144.21,123.5,NaN
19-11-2017,2148,268.87,51,1.27,16.8,1,677900,586900,351663,0.74,46.25,NaN,126.94,112.79,NaN
20-11-2017,2211,257.46,49.8,0.98,14.59,1,677900,586900,351663,0.74,56.09,NaN,180.76,156.56,NaN
21-11-2017,1889,250.37,55.26,0.98,13.01,1,677900,586900,351663,0.74,45.95,NaN,208.65,168.8,NaN
22-11-2017,839,256.33,52.77,0.91,13.3,1,677900,586900,351663,0.74,33.04,NaN,221.53,174.71,NaN
23-11-2017,848,243.31,50.42,0.84,13.1,1,677900,586900,351663,0.74,37.37,NaN,205.14,156.72,NaN
24-11-2017,619,166.78,37.43,0.63,9.04,1,677900,586900,351663,0.74,43.18,NaN,212.64,163.7,NaN
25-11-2017,602,220.39,41.76,0.65,12.12,1,677900,586900,351663,0.74,44.02,NaN,212.14,165.39,NaN
26-11-2017,477,289.17,57.58,0.77,15.71,1,677900,586900,351663,0.74,55.56,NaN,241.45,202.32,NaN
27-11-2017,230,266.59,56.07,0.82,13.53,1,677900,586900,351663,0.74,42.25,NaN,191.47,173.35,NaN
28-11-2017,135,271.57,51.94,0.74,14.69,1,677900,586900,351663,0.74,42.86,NaN,140.51,142.11,NaN
29-11-2017,165,219.47,57.2,0.54,14.73,1,677900,586900,351663,0.74,65.46,NaN,175.52,178.23,NaN
30-11-2017,142,249.04,60.5,0.6,14.25,1,677900,586900,351663,0.74,45.03,NaN,169.56,175.55,NaN
01-12-2017,124,250.39,57.74,0.62,12.89,1,677900,586900,351663,0.74,46.9,NaN,162.28,160.18,NaN
02-12-2017,80,245.09,56.42,0.47,11.99,1,677900,586900,351663,0.74,70.77,NaN,166.35,166.61,NaN
03-12-2017,23,237.04,61.23,0.48,11.64,1,677900,586900,351663,0.74,NaN,NaN,208.31,212.42,NaN
04-12-2017,19,255.55,61.88,0.49,12.66,1,677900,586900,351663,0.74,NaN,NaN,208.28,205.5,NaN
05-12-2017,21,259.5,59.19,0.68,15.47,1,677900,586900,351663,0.74,40.58,NaN,168.44,144.29,NaN
06-12-2017,40,202.49,29.05,0.93,12.87,1,677900,586900,351663,0.74,20.74,NaN,109.89,85.21,NaN
07-12-2017,105,252.71,31.31,1.43,16.52,1,677900,586900,351663,0.74,25.25,NaN,84.74,75.46,NaN
08-12-2017,76,253.51,38.49,1.29,14.74,1,677900,586900,351663,0.74,32.96,NaN,127.32,103.43,NaN
09-12-2017,50,265.45,52.95,0.63,12.72,1,677900,586900,351663,0.74,49.02,NaN,54.35,145.76,NaN
10-12-2017,21,235.8,59.1,0.5,12.42,1,677900,586900,351663,0.74,58.8,NaN,191,181.01,NaN
11-12-2017,1,187.36,68.64,0.72,12.78,1,677900,586900,351663,0.74,58.6,NaN,205.3,163.26,NaN
12-12-2017,1,213.85,81.81,0.93,13.7,1,677900,586900,351663,0.74,23.83,NaN,203.23,154.08,NaN
13-12-2017,0,255.15,78.33,0.82,12.69,1,677900,586900,351663,0.74,19.18,NaN,222.62,156.99,NaN
14-12-2017,2,241.17,78.28,1.4,10.71,1,677900,586900,351663,0.74,12.22,NaN,228.09,153.05,NaN
15-12-2017,0,250.84,75.25,1.5,9.68,1,677900,586900,351663,0.74,13.38,NaN,225.7,141.3,NaN
16-12-2017,18,NaN,NaN,NaN,NaN,1,677900,586900,351663,0.74,16,NaN,198.53,135.71,NaN
17-12-2017,58,240.57,42.24,2.08,15.67,1,677900,586900,351663,0.74,14.97,NaN,178.6,120.92,NaN
18-12-2017,60,247.18,48.14,1.61,14.22,1,677900,586900,351663,0.74,23.04,NaN,215.06,153.1,NaN
19-12-2017,27,243.24,57.96,1.05,12.56,1,677900,586900,351663,0.74,32.33,NaN,288.57,219.5,NaN
20-12-2017,11,166.57,50.51,0.48,10.51,1,677900,586900,351663,0.74,41.58,NaN,428.04,327.97,NaN
21-12-2017,9,252.94,67.65,0.83,14.86,1,677900,586900,351663,0.74,31.84,NaN,459.95,340.62,NaN
22-12-2017,42,248.36,56.56,1.36,15.13,1,677900,586900,351663,0.74,19.45,NaN,252.03,166.78,NaN
23-12-2017,54,247.59,52.88,1.29,13.84,1,677900,586900,351663,0.74,21.44,NaN,200.63,125.4,NaN
24-12-2017,19,233.64,65.03,0.61,10.89,1,677900,586900,351663,0.74,41.3,NaN,335.85,247.27,NaN
25-12-2017,33,257.77,69.38,0.81,10.79,1,677900,586900,351663,0.74,27.63,NaN,373.82,264.38,NaN
26-12-2017,10,242.33,66.89,0.7,10.49,1,677900,586900,351663,0.74,28.5,NaN,348.94,242.33,NaN
27-12-2017,8,255.67,65.4,0.66,11.76,1,677900,586900,351663,0.74,27.77,NaN,308.72,223.42,NaN
28-12-2017,53,249.12,64.29,0.74,11.78,1,677900,586900,351663,0.74,40.71,NaN,359.86,245.2,NaN
29-12-2017,29,248.43,66.11,0.64,11.26,1,677900,586900,351663,0.74,29.51,NaN,333.09,238.87,NaN
30-12-2017,9,252.47,71.42,0.59,10.61,1,677900,586900,351663,0.74,39.82,NaN,359.58,272.49,NaN
31-12-2017,6,239.69,71.52,0.57,10.07,1,677900,586900,351663,0.74,35.17,NaN,372.25,269.42,NaN
01-09-2018,0,163.16,92.78,0.74,NaN,1,750962,657470,382052,0.743,33.3,0.45,143,0.75,1.84
02-09-2018,0,139.22,97.39,0.85,NaN,1,750962,657470,382052,0.743,NaN,0.3,NaN,NaN,1.79
03-09-2018,0,103.34,97.62,0.58,NaN,1,750962,657470,382052,0.743,NaN,0.48,NaN,NaN,1.98
04-09-2018,1,174.58,95.18,0.58,NaN,1,750962,657470,382052,0.743,23.84,0.66,69.03,12.52,2.03
05-09-2018,0,222.38,87.47,0.8,NaN,1,750962,657470,382052,0.743,25.63,0.52,69.82,40,1.8
06-09-2018,0,252.93,81.18,0.99,NaN,1,750962,657470,382052,0.743,26.48,1.08,95.73,38.27,2.5
07-09-2018,2,131.71,86.21,0.69,NaN,1,750962,657470,382052,0.743,36.04,2.69,83.64,55.92,3.29
08-09-2018,2,62.17,84.28,1.25,NaN,1,750962,657470,382052,0.743,28.74,1.1,55.22,40.3,2.95
09-09-2018,3,138.65,81.13,1.42,NaN,1,750962,657470,382052,0.743,28.99,0.76,48.4,32.19,2.51
10-09-2018,1,170.02,82.43,0.79,NaN,1,750962,657470,382052,0.743,28.47,0.88,67.45,47.18,3
11-09-2018,1,258.14,77.6,1.22,NaN,1,750962,657470,382052,0.743,19.21,0.72,44.2,25.69,2.61
12-09-2018,4,259.66,72.54,1.89,NaN,1,750962,657470,382052,0.743,21.75,0.77,65.66,22.21,2.7
13-09-2018,3,258.29,64.95,1.81,NaN,1,750962,657470,382052,0.743,19.97,0.42,59.43,33.26,6.65
14-09-2018,3,257.15,64.96,1.08,NaN,1,750962,657470,382052,0.743,28.77,0.32,69.47,40.05,2.84
15-09-2018,11,246.24,61.37,0.98,NaN,1,750962,657470,382052,0.743,31.01,0.39,73.35,20.51,3.18
16-09-2018,6,239.65,64.42,0.92,NaN,1,750962,657470,382052,0.743,NaN,0.33,NaN,NaN,3.7
17-09-2018,4,269.27,67.01,0.66,NaN,1,750962,657470,382052,0.743,36.11,0.59,114.88,36.69,2.96
18-09-2018,4,244.94,61.36,0.83,NaN,1,750962,657470,382052,0.743,31.96,0.83,111.81,59.34,3.98
19-09-2018,7,230.59,60.58,0.69,NaN,1,750962,657470,382052,0.743,43.74,1,115.53,52.57,4.13
20-09-2018,23,100.15,61.26,0.79,NaN,1,750962,657470,382052,0.743,63.48,1.28,139.34,89.45,6.11
21-09-2018,41,121.73,66.64,1.5,NaN,1,750962,657470,382052,0.743,43.37,0.92,70.98,46.03,3.31
22-09-2018,0,82.35,91.86,1.67,NaN,1,750962,657470,382052,0.743,33.56,0.9,40.68,25.51,2.83
23-09-2018,0,118.52,91.73,1.91,NaN,1,750962,657470,382052,0.743,37.87,0.87,46.1,34.72,2.84
24-09-2018,1,177.52,97.6,1.39,NaN,1,750962,657470,382052,0.743,33.13,0.93,30.32,25.39,2.91
25-09-2018,2,265.53,95.91,0.78,NaN,1,750962,657470,382052,0.743,37.68,0.87,38.26,28.59,3.03
26-09-2018,1,249.67,84.1,0.74,NaN,1,750962,657470,382052,0.743,39.23,1.01,72.22,29.43,6.52
27-09-2018,3,176.39,80.68,0.55,NaN,1,750962,657470,382052,0.743,45.09,1.45,127,85.88,3.25
28-09-2018,1,189.24,70.66,0.58,NaN,1,750962,657470,382052,0.743,59.47,1.65,126.28,84.64,3.69
29-09-2018,6,232.75,68.77,0.66,NaN,1,750962,657470,382052,0.743,55.89,1.33,168.59,94.92,4.54
30-09-2018,14,253.1,69.51,0.63,NaN,1,750962,657470,382052,0.743,37.64,0.85,100.03,65.96,4.12
01-10-2018,23,206.78,67.19,0.52,NaN,1,750962,657470,382052,0.743,51.02,1.05,122.99,64.35,5.36
02-10-2018,29,198.63,66.12,0.62,NaN,1,750962,657470,382052,0.743,48.38,1.1,143.36,80.11,3.92
03-10-2018,7,172.63,55.92,0.5,NaN,1,750962,657470,382052,0.743,54.84,1.14,117.71,59.1,5.02
04-10-2018,51,132.23,63.6,0.71,NaN,1,750962,657470,382052,0.743,65.22,0.93,153.08,87.54,8.46
05-10-2018,80,112.31,62.08,0.71,NaN,1,750962,657470,382052,0.743,NaN,0.61,NaN,NaN,6.79
06-10-2018,146,215.35,57.99,0.59,NaN,1,750962,657470,382052,0.743,56.73,1.24,148.38,82.93,4.78
07-10-2018,260,163.2,54.92,0.57,NaN,1,750962,657470,382052,0.743,58.12,1.37,158.61,85.87,6.66
08-10-2018,68,121.28,52.98,0.62,NaN,1,750962,657470,382052,0.743,72.86,1.48,201.08,120.22,7.55
09-10-2018,91,134.48,52.82,0.98,NaN,1,750962,657470,382052,0.743,79.99,1.73,191.18,110.83,6.19
10-10-2018,52,132.1,63.95,1.24,NaN,1,750962,657470,382052,0.743,68.82,1.37,157.03,88.09,5.42
11-10-2018,103,117.57,62.75,1.38,NaN,1,750962,657470,382052,0.743,50.42,1.12,138.01,94.8,6.72
12-10-2018,194,77.71,53.18,0.83,NaN,1,750962,657470,382052,0.743,53.71,1.15,119.3,79.23,6.74
13-10-2018,198,222.11,54.79,0.57,NaN,1,750962,657470,382052,0.743,62.61,1.41,194.53,147.83,6.61
14-10-2018,203,228.15,53.56,0.78,NaN,1,750962,657470,382052,0.743,54.18,1.3,139.61,95.71,5.31
15-10-2018,197,157.29,52.94,0.69,NaN,1,750962,657470,382052,0.743,72.02,1.6,195.99,120.39,6.27
16-10-2018,269,152.58,56.19,0.57,NaN,1,750962,657470,382052,0.743,90.91,2.2,256.83,165.16,7.52
17-10-2018,527,160.85,48.81,0.62,NaN,1,750962,657470,382052,0.743,78.61,2.16,209.03,138.2,6.22
18-10-2018,508,142.24,54.59,0.79,NaN,1,750962,657470,382052,0.743,102.37,2.31,218.82,131.36,6.38
19-10-2018,433,152.22,53.45,0.56,NaN,1,750962,657470,382052,0.743,65.67,0.88,217.11,145.5,6.97
20-10-2018,651,146.71,44.38,0.54,NaN,1,750962,657470,382052,0.743,64.44,0.85,235.65,165.01,8.87
21-10-2018,832,166.49,43.1,0.61,NaN,1,750962,657470,382052,0.743,64.05,0.95,215.25,152.99,8.65
22-10-2018,762,234.57,47.14,0.69,NaN,1,750962,657470,382052,0.743,58.59,0.81,176.44,113.56,5.71
23-10-2018,1032,193.03,46.68,0.6,NaN,1,750962,657470,382052,0.743,65.41,1.02,193.33,125.64,6.46
24-10-2018,965,105.21,50.44,0.66,NaN,1,750962,657470,382052,0.743,94.79,1.69,223.8,158.34,9.14
25-10-2018,1076,87.11,54.11,0.7,NaN,1,750962,657470,382052,0.743,95.97,1.8,276.26,163.96,11.67
26-10-2018,1425,111.42,59.14,0.5,NaN,1,750962,657470,382052,0.743,92.29,2.05,292.05,210.38,9
27-10-2018,2063,153.07,62.01,0.52,NaN,1,750962,657470,382052,0.743,104.5,1.93,270.35,197.23,7.37
28-10-2018,3174,195.44,62.54,0.59,NaN,1,750962,657470,382052,0.743,74.22,1.55,274.6,200.04,6.44
29-10-2018,1446,192.03,63.99,0.48,NaN,1,750962,657470,382052,0.743,81.96,1.68,311.86,235.38,6.38
30-10-2018,1455,148.32,63.06,0.54,NaN,1,750962,657470,382052,0.743,100.07,1.62,340.19,187.38,8.38
31-10-2018,2924,143.76,66.5,0.53,NaN,1,750962,657470,382052,0.743,92.73,2.13,266.51,216.67,7.02
01-11-2018,3668,121.21,64.73,0.65,NaN,1,750962,657470,382052,0.743,97.85,2.1,284.03,202.17,7.05
02-11-2018,3795,110.6,55.75,0.88,NaN,1,750962,657470,382052,0.743,86.53,1.61,335.31,219.45,9.21
03-11-2018,1188,105.22,58.78,1.42,NaN,1,750962,657470,382052,0.743,58.57,1.15,244.29,161.58,4.57
04-11-2018,998,196.74,56.48,1.07,NaN,1,750962,657470,382052,0.743,44.12,0.61,140.18,104.78,6.7
05-11-2018,3148,267.02,68.1,0.84,NaN,1,750962,657470,382052,0.743,51.57,1.3,434.01,386.1,3.7
06-11-2018,3356,275.68,42.62,0.79,NaN,1,750962,657470,382052,0.743,47.67,0.87,224.73,165.19,4.5
07-11-2018,4518,240.5,39.98,0.75,NaN,1,750962,657470,382052,0.743,44.77,1.12,229.74,174.73,5.26
08-11-2018,4828,143.01,55.28,0.41,NaN,1,750962,657470,382052,0.743,76.46,2.59,468.87,600.24,9.92
09-11-2018,2195,152.62,63.16,0.45,NaN,1,750962,657470,382052,0.743,90.69,3.14,352.64,285.31,5.56
10-11-2018,1833,148.15,69.5,0.53,NaN,1,750962,657470,382052,0.743,99.4,3.39,339.1,268.45,6.63
11-11-2018,1610,153.85,61.84,0.49,NaN,1,750962,657470,382052,0.743,88.99,3.39,332.17,256.84,4.94
12-11-2018,1403,106.49,67.04,0.62,NaN,1,750962,657470,382052,0.743,97.07,3.43,368.38,148.25,5.81
13-11-2018,1713,121.47,67.94,0.78,NaN,1,750962,657470,382052,0.743,84.96,2.96,362.65,259.07,5.98
14-11-2018,969,134.54,71.62,0.93,NaN,1,750962,657470,382052,0.743,63.95,1.6,188.99,141.51,3.49
15-11-2018,1638,197.15,71.24,0.75,NaN,1,750962,657470,382052,0.743,51.86,0.91,158.58,111.34,4.28
16-11-2018,1476,273,56.23,1.06,NaN,1,750962,657470,382052,0.743,47.91,0.63,170.99,127.76,2.63
17-11-2018,1192,247.82,56.24,0.7,NaN,1,750962,657470,382052,0.743,66.6,0.74,173,120,2.61
18-11-2018,1760,145.28,59.61,0.81,NaN,1,750962,657470,382052,0.743,66.6,0.74,173,118.75,2.61
19-11-2018,931,127.29,56.48,1.22,NaN,1,750962,657470,382052,0.743,72.64,1.14,209.82,145.14,3.45
