DATE,FIRECOUNT,WD,RH,WS,AT,CONST,GSDP,GSVA,GSDP_CAP,HDI,CO,NO2,PM25,PM10,SO2
01-09-2016,0,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,0.96,41.93,23.26,53.67,9.04
02-09-2016,1,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,0.9,40.43,47.88,100.89,9.62
03-09-2016,1,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,1.03,36.91,46.4,112.5,8.57
04-09-2016,3,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,0.56,28.18,51,123.7,9.14
05-09-2016,2,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,0.6,27.96,48.08,118.78,8.22
06-09-2016,7,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,0.6,29.5,53,137.53,10.73
07-09-2016,3,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,0.83,35.82,63.94,155.79,14.87
08-09-2016,12,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,0.91,36.76,61.46,155.43,17.56
09-09-2016,8,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,0.92,38.2,58.93,147.09,16.5
10-09-2016,3,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,0.9,33.4,50.18,116.7,16.11
11-09-2016,3,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,0.95,34.67,46.1,103.61,17.05
12-09-2016,1,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,0.88,38.9,52.57,128.03,12.1
13-09-2016,6,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,1.06,44.48,60.96,125.52,16.32
14-09-2016,7,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,1.67,44.01,55.83,103.02,20
15-09-2016,10,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,1.39,61.89,77.42,153.5,13.96
16-09-2016,13,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,1.3,61.9,67.44,134.31,17.93
17-09-2016,4,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,1.66,74.54,92.44,183.49,17.7
18-09-2016,18,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,1.4,60.06,91.5,174.33,14.98
19-09-2016,24,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,1.77,68.1,86.63,163.51,20.53
20-09-2016,32,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,2.72,83.23,102.68,199.02,15.44
21-09-2016,13,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,2.07,63.7,81.35,165.18,8.94
22-09-2016,10,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,1.44,40.21,32.7,71.35,13.97
23-09-2016,31,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,1.67,46.56,46.18,90.6,15.67
24-09-2016,56,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,2.26,66.49,66.83,154.61,17.09
25-09-2016,72,NaN,NaN,NaN,NaN,1,616085,531175,326005,0.729,2.17,55.28,59.99,127.56,15.05
26-09-2016,44,236.92,69.54,0.58,27.15,1,616085,531175,326005,0.729,2.65,65.84,86.34,176.54,15.51
27-09-2016,9,205.53,80.83,0.44,23.95,1,616085,531175,326005,0.729,1.43,30.67,47.9,89.77,15.18
28-09-2016,24,261.82,59.35,0.54,28.93,1,616085,531175,326005,0.729,2.69,111.98,107.93,223.65,12.52
29-09-2016,30,187.98,65.88,0.9,28.76,1,616085,531175,326005,0.729,1.91,64.61,99.65,196.75,17.58
30-09-2016,85,239.77,66.48,0.65,28.48,1,616085,531175,326005,0.729,2.24,68.5,82.61,166.1,18.12
01-10-2016,138,217.89,67.23,0.75,28.98,1,616085,531175,326005,0.729,2.92,68.89,113.63,224.85,20.48
02-10-2016,66,205.76,68.99,0.88,29.04,1,616085,531175,326005,0.729,2.86,60.28,89.68,184.33,20.26
03-10-2016,45,245.64,67.63,0.76,29.64,1,616085,531175,326005,0.729,2.52,69.59,97.02,188.97,12.67
04-10-2016,43,240.22,77.79,0.66,26.52,1,616085,531175,326005,0.729,2.12,78.32,121.33,228.35,13.51
05-10-2016,106,247.02,80.25,0.48,25.09,1,616085,531175,326005,0.729,2.49,85.64,76.35,157.9,17.27
06-10-2016,248,249.19,75.62,0.52,26.5,1,616085,531175,326005,0.729,2.35,90.52,104.47,216.8,15.4
07-10-2016,271,249.73,69.38,0.93,26.83,1,616085,531175,326005,0.729,2.89,78.16,111.02,225.06,21.99
08-10-2016,140,250.34,66.08,0.91,26.52,1,616085,531175,326005,0.729,3.11,77.11,118.7,242.16,14.07
09-10-2016,363,231.46,68.41,0.6,25.81,1,616085,531175,326005,0.729,3.35,99.47,140.08,282.64,13.51
10-10-2016,560,257.38,61.28,0.74,25.55,1,616085,531175,326005,0.729,2.46,92.18,112.57,241.92,13.21
11-10-2016,899,250.21,61.45,0.95,24.57,1,616085,531175,326005,0.729,2.71,80.22,128.25,292.72,17.6
12-10-2016,825,250.21,54.92,1.01,24.3,1,616085,531175,326005,0.729,2.42,80.85,109.83,242.78,17.25
13-10-2016,679,245.89,47.72,1.21,24.4,1,616085,531175,326005,0.729,3.92,78.14,94.24,239.62,19.71
14-10-2016,993,264.77,51.47,0.91,23.74,1,616085,531175,326005,0.729,2.81,82.76,94.06,226.01,18.83
15-10-2016,1176,256.33,55.43,0.84,22.66,1,616085,531175,326005,0.729,3.43,100.4,143.59,317.09,18.22
16-10-2016,1732,250.42,51.71,0.9,23.42,1,616085,531175,326005,0.729,3.36,79.02,122.68,268.22,27.57
17-10-2016,1890,251.47,52.88,0.8,22.77,1,616085,531175,326005,0.729,3.86,91.23,142.59,318.53,29.44
18-10-2016,1220,253.37,52.59,0.87,22.85,1,616085,531175,326005,0.729,3.64,92.56,150.03,342.57,26.79
19-10-2016,1367,250.83,51.45,0.79,23.04,1,616085,531175,326005,0.729,3.64,87.91,144.3,333.46,27.42
20-10-2016,1241,244.57,49.4,0.88,23.17,1,616085,531175,326005,0.729,3.3,77.32,123,319.89,21.73
21-10-2016,1678,253.06,48.66,1.06,23.46,1,616085,531175,326005,0.729,2.6,70.07,119.99,321.18,27.31
22-10-2016,2802,244.07,50.69,1.14,23.88,1,616085,531175,326005,0.729,2.64,68.58,122.02,334.66,24.51
23-10-2016,2122,249.35,51.69,1.07,22.88,1,616085,531175,326005,0.729,2.11,80.53,159.28,336.8,18.5
24-10-2016,1291,254.55,49.83,1.03,22.9,1,616085,531175,326005,0.729,3.36,80.73,151.79,354.14,31.53
25-10-2016,1955,252.17,51.18,1.19,22.77,1,616085,531175,326005,0.729,3.11,69.87,120.13,310.51,27.32
26-10-2016,2568,242.98,57.1,0.73,22.28,1,616085,531175,326005,0.729,4.23,99.83,180.85,401.24,32.9
27-10-2016,3158,260.76,57.86,0.84,21.11,1,616085,531175,326005,0.729,3.83,110.04,261.37,541,22.89
28-10-2016,2930,263.91,56.04,0.82,20.06,1,616085,531175,326005,0.729,4.36,96.53,274.43,574.93,25.18
29-10-2016,2112,229.67,60.93,0.45,19.65,1,616085,531175,326005,0.729,4.93,148.11,297.08,619.4,34.38
30-10-2016,1447,220.74,66.54,0.55,19.66,1,616085,531175,326005,0.729,3.83,106.07,284.68,571.14,43.63
31-10-2016,5411,244.69,67.79,0.49,19.22,1,616085,531175,326005,0.729,4.1,108.29,473.26,931.17,65.57
01-11-2016,5222,255.86,64.91,0.57,19.09,1,616085,531175,326005,0.729,3.82,119.72,342.12,607.1,30.13
02-11-2016,3369,249.99,68.99,0.48,19.07,1,616085,531175,326005,0.729,4.85,150.33,521.63,895.29,27.44
03-11-2016,4029,233.33,66.84,0.51,19.7,1,616085,531175,326005,0.729,5.37,142.69,469.34,814.89,32.56
04-11-2016,3412,250.28,65.63,0.6,19.13,1,616085,531175,326005,0.729,4.16,124.54,294.16,548.32,26.54
05-11-2016,4395,258.57,71.45,0.67,17.87,1,616085,531175,326005,0.729,5.66,121.17,621.36,NaN,28.59
06-11-2016,6184,236.72,74.69,0.44,16.83,1,616085,531175,326005,0.729,6.59,140.31,713.12,NaN,26.61
07-11-2016,8539,238.72,62.75,0.99,19.09,1,616085,531175,326005,0.729,3.88,96.83,427.38,715.26,28.5
08-11-2016,4220,244.9,51.71,1.33,19.37,1,616085,531175,326005,0.729,2.78,100.65,306.79,547.54,25.8
09-11-2016,3959,255.36,56.35,0.74,16.63,1,616085,531175,326005,0.729,3.16,104.85,263.69,482.83,31.2
10-11-2016,2983,242.81,56.34,0.55,16.99,1,616085,531175,326005,0.729,4.32,130.53,265.49,547.82,34.66
11-11-2016,4238,225.53,63.57,0.68,16.69,1,616085,531175,326005,0.729,5.04,119.25,283.69,557.01,40.42
12-11-2016,2066,211.36,65.96,0.66,16.99,1,616085,531175,326005,0.729,4.23,100.41,264.67,475.99,25.29
13-11-2016,1028,215.25,62.73,0.69,17.93,1,616085,531175,326005,0.729,3.42,102.59,189.1,357.38,33.93
14-11-2016,687,264.41,57.01,0.49,17.27,1,616085,531175,326005,0.729,7.32,130.47,219.91,441.34,34.04
15-11-2016,855,258.19,58.72,0.66,16.35,1,616085,531175,326005,0.729,3.36,134.12,219.02,436.57,25.66
16-11-2016,991,259.32,55.59,0.8,15.7,1,616085,531175,326005,0.729,2.97,122.94,229.22,451.33,32.01
17-11-2016,1049,234.78,51.06,1.03,16.69,1,616085,531175,326005,0.729,2.04,111.43,207.88,426.68,32.9
18-11-2016,694,259.89,55.06,0.88,15.89,1,616085,531175,326005,0.729,2.67,119.47,207.68,462.49,32.73
19-11-2016,349,249.45,59.02,0.62,15.54,1,616085,531175,326005,0.729,3.74,129.83,242.01,487.52,36.69
20-11-2016,360,223.23,63.73,0.63,15.58,1,616085,531175,326005,0.729,4.12,114,231.81,452.08,33.6
21-11-2016,210,234.06,72.5,0.52,12.74,1,616085,531175,326005,0.729,4.24,111.12,219.36,455.5,33.06
22-11-2016,214,239.83,50.76,0.89,17.96,1,616085,531175,326005,0.729,4.1,105.9,136.46,319.93,39.36
23-11-2016,126,257.04,58.81,0.78,16.47,1,616085,531175,326005,0.729,4.1,106.13,188.09,415.77,32.79
24-11-2016,61,253.78,55.91,1,16.91,1,616085,531175,326005,0.729,3.91,117.04,198.29,424.28,34.83
25-11-2016,71,255.53,34.22,2.26,20.63,1,616085,531175,326005,0.729,1.23,72.06,156.16,391.56,34.52
26-11-2016,56,247.59,35.04,1.97,21.29,1,616085,531175,326005,0.729,1.18,75.75,122.16,293.92,38.05
27-11-2016,104,249.8,37.48,1.64,20.45,1,616085,531175,326005,0.729,1.34,74.71,33.11,255.4,34.33
28-11-2016,111,259.97,41.29,1.25,17.11,1,616085,531175,326005,0.729,2.58,90.83,81.48,320.85,48.24
29-11-2016,27,245.09,59.74,0.47,14.66,1,616085,531175,326005,0.729,4.46,144.12,134.28,477.4,37.13
30-11-2016,40,188.25,77.46,0.84,15.97,1,616085,531175,326005,0.729,3.65,86.47,110.31,391.1,25.25
01-12-2016,58,199.8,82.67,0.61,15.21,1,616085,531175,326005,0.729,3.67,66.52,224.01,421.31,25.78
02-12-2016,191,231.39,79.62,0.63,14.82,1,616085,531175,326005,0.729,2.82,102.73,225.33,446.15,26.73
03-12-2016,215,223.74,78.37,0.78,13.44,1,616085,531175,326005,0.729,3.25,108.09,182.83,365.43,34.83
04-12-2016,279,278.1,51.89,0.6,15.35,1,616085,531175,326005,0.729,3.52,105.51,207.66,385.02,29.53
05-12-2016,161,267.48,60.91,0.67,13.87,1,616085,531175,326005,0.729,2.97,100.57,183.14,378.51,37.29
06-12-2016,87,206.22,71.93,0.53,13.1,1,616085,531175,326005,0.729,3.48,132.82,270.37,474.99,36.55
07-12-2016,189,216.93,76.45,0.5,13.51,1,616085,531175,326005,0.729,3.34,111.99,253.25,432.08,28.33
08-12-2016,232,193.16,77.99,0.6,11.59,1,616085,531175,326005,0.729,3.64,85.68,220.31,354.56,30.78
09-12-2016,248,209.76,71.93,0.61,13.84,1,616085,531175,326005,0.729,4.31,93.9,271.05,469.24,31.61
10-12-2016,3,133.55,80.49,1.37,13.06,1,616085,531175,326005,0.729,2.35,82.55,175.39,269.88,28.28
11-12-2016,19,210.85,76.01,0.87,14.82,1,616085,531175,326005,0.729,3.37,80.51,195.34,316.39,33.02
12-12-2016,8,246.03,65.66,0.64,15.29,1,616085,531175,326005,0.729,3.67,83.24,194.74,358.19,31.05
13-12-2016,39,251.72,64.92,0.75,14.9,1,616085,531175,326005,0.729,4,88.6,239.28,434.85,27.51
14-12-2016,46,248.74,66.68,0.95,13.5,1,616085,531175,326005,0.729,2.27,75.82,149.55,319.96,22.21
15-12-2016,23,241.49,64.74,1.06,12.81,1,616085,531175,326005,0.729,2.91,78.23,191.21,381.71,28.31
16-12-2016,77,251.59,64.15,0.7,11.42,1,616085,531175,326005,0.729,3.88,97.14,210.26,409.33,41.76
17-12-2016,104,251.17,69.81,0.7,10.94,1,616085,531175,326005,0.729,3.03,94.43,243.13,422.47,30.44
18-12-2016,71,247.95,68.32,0.71,10.63,1,616085,531175,326005,0.729,3.58,84.69,271.98,415.94,31.77
19-12-2016,157,234.97,65.94,1.07,12.36,1,616085,531175,326005,0.729,2.04,88.23,230.61,364.4,32.45
20-12-2016,103,247.93,56.78,1.71,15.26,1,616085,531175,326005,0.729,1.49,70.54,159.65,286.51,36.29
21-12-2016,274,237.99,56.05,1.49,14.25,1,616085,531175,326005,0.729,1.81,64.54,128.87,314.27,34.22
22-12-2016,91,251.95,61.46,0.83,12.48,1,616085,531175,326005,0.729,3.46,79.47,197.21,393.06,39.91
23-12-2016,53,229.29,72.19,0.54,11.58,1,616085,531175,326005,0.729,6.07,114.67,30.98,634.36,29.65
24-12-2016,85,163.73,74.51,1.05,12.41,1,616085,531175,326005,0.729,4.13,100.43,NaN,589.85,25.93
25-12-2016,36,218.3,81.16,1.41,11.37,1,616085,531175,326005,0.729,1.99,68.23,NaN,332.34,24.36
26-12-2016,25,254.94,71.93,1.1,12.9,1,616085,531175,326005,0.729,1.67,69.7,NaN,246.46,24.46
27-12-2016,25,251.89,79.86,0.8,8.45,1,616085,531175,326005,0.729,3.86,84.43,NaN,353.43,26.36
28-12-2016,55,236.64,63.86,0.66,11.78,1,616085,531175,326005,0.729,4.37,91.71,16.83,433.19,27.64
29-12-2016,86,159.09,75.79,1.42,10.92,1,616085,531175,326005,0.729,3.24,69.71,66.12,428.35,22.41
30-12-2016,81,133.73,70.31,1.79,13.79,1,616085,531175,326005,0.729,2.18,55.78,NaN,306.32,25.7
31-12-2016,38,156.46,75.75,1.49,12.54,1,616085,531175,326005,0.729,1.9,43.84,NaN,288.15,27.49
01-09-2017,0,215.94,83.94,0.91,25.75,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
02-09-2017,1,246.9,82.8,0.88,25.05,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
03-09-2017,2,256.35,74.73,0.95,27.4,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
04-09-2017,2,257.41,72.14,1.21,28.46,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
05-09-2017,1,256.8,67.05,1.21,28.37,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
06-09-2017,0,238.25,67.43,1.19,28.41,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
07-09-2017,1,234.87,75.82,1.03,26.35,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
08-09-2017,2,275.78,70.41,0.92,28.23,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
09-09-2017,3,264.86,71.54,0.97,28.07,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
10-09-2017,5,257.31,67.52,0.75,29.03,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
11-09-2017,2,260.99,67.39,0.85,28.63,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
12-09-2017,3,268.94,66.71,0.98,28.54,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
13-09-2017,2,262.45,67.84,0.78,28.86,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
14-09-2017,1,263.65,70.52,0.58,28.73,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
15-09-2017,0,271.34,61.47,0.88,29.72,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
16-09-2017,0,270.23,70.17,0.71,27.03,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
17-09-2017,10,269.73,64.81,1.16,28.19,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
18-09-2017,14,268.06,59.9,1.28,29.22,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
19-09-2017,20,264.1,58.61,0.69,28.98,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
20-09-2017,20,246.14,62.16,0.69,27.53,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
21-09-2017,7,164.67,69.14,1.53,27.62,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
22-09-2017,2,186.7,82.57,1.2,23.84,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
23-09-2017,3,264.51,89.99,0.93,22.34,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
24-09-2017,9,278.96,80.52,1.14,24.42,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
25-09-2017,10,255.94,73.94,0.87,26.5,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
26-09-2017,19,256.49,72.55,0.82,26.68,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
27-09-2017,42,243.51,69.18,0.57,26.68,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
28-09-2017,64,262.34,69.06,0.57,26.64,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
29-09-2017,36,259.6,68.7,0.74,26.62,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
30-09-2017,60,256.56,64.78,0.88,26.05,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
01-10-2017,66,259.01,62.14,0.81,25.32,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
02-10-2017,70,251.82,56.85,1.03,25.93,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
03-10-2017,100,262.48,62.98,0.82,25.51,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
04-10-2017,131,260.34,61.97,0.84,26.63,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
05-10-2017,153,274.59,55.68,0.92,27.76,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
06-10-2017,149,272.64,49.58,0.88,27.61,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
07-10-2017,185,270.25,58.8,0.7,25.89,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
08-10-2017,347,272.47,66.89,0.56,25.1,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
09-10-2017,288,243.03,64.02,0.56,25.16,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
10-10-2017,290,251.09,64.96,0.56,25.02,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
11-10-2017,171,234.43,66.02,0.62,25.14,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
12-10-2017,446,247.89,66.78,0.55,24.5,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
13-10-2017,445,269.5,63.24,0.79,24.51,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
14-10-2017,865,251.87,61.96,0.57,24.35,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
15-10-2017,1095,240.67,60.9,0.61,23.6,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
16-10-2017,549,32.33,16.35,0.54,23.77,1,677900,586900,351663,0.74,2.12,109.57,NaN,NaN,45.69
17-10-2017,936,0.03,0.6,0.77,23.18,1,677900,586900,351663,0.74,3.21,103.27,NaN,NaN,30.83
18-10-2017,956,NaN,NaN,0.59,21.05,1,677900,586900,351663,0.74,2.66,98.05,NaN,NaN,46.13
19-10-2017,1957,NaN,NaN,0.5,24.09,1,677900,586900,351663,0.74,1.27,37.97,NaN,NaN,10.35
20-10-2017,2349,NaN,NaN,0.45,23.15,1,677900,586900,351663,0.74,2.15,48.61,NaN,NaN,28.3
21-10-2017,1305,NaN,NaN,0.44,14.93,1,677900,586900,351663,0.74,1.61,56.31,NaN,NaN,19.94
22-10-2017,999,NaN,NaN,0.05,3.03,1,677900,586900,351663,0.74,1.84,45.06,NaN,NaN,16.01
23-10-2017,1069,97.24,20.07,0.48,22.26,1,677900,586900,351663,0.74,3.68,120.26,64.94,147.83,40.93
24-10-2017,1601,226.65,51.04,0.72,19.75,1,677900,586900,351663,0.74,2.67,97.16,187.79,379.67,29.2
25-10-2017,2044,NaN,NaN,NaN,NaN,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
26-10-2017,1707,40.02,9.38,0.39,8.8,1,677900,586900,351663,0.74,0.28,13.38,39.6,72.02,11.23
27-10-2017,1346,51.4,13.46,0.36,9.04,1,677900,586900,351663,0.74,0.47,25.07,58.88,113.67,16.23
28-10-2017,2542,NaN,NaN,NaN,NaN,1,677900,586900,351663,0.74,0,NaN,NaN,NaN,NaN
29-10-2017,3164,8.71,1.28,0.03,1.3,1,677900,586900,351663,0.74,0.05,2.87,7.12,14.71,1.64
30-10-2017,3424,210.72,60.38,0.39,16.17,1,677900,586900,351663,0.74,0.65,54.71,96.08,163.85,17.43
31-10-2017,3347,141.03,50.99,0.43,14.07,1,677900,586900,351663,0.74,2.63,64.35,157.4,198.48,15.1
01-11-2017,2603,90.13,30.94,0.43,13.15,1,677900,586900,351663,0.74,1.78,72.64,107.21,204.1,21.65
02-11-2017,1292,210.84,71.69,0.53,20.51,1,677900,586900,351663,0.74,3.11,116.12,181.88,330.08,31.1
03-11-2017,1904,101.48,33.75,0.23,10.12,1,677900,586900,351663,0.74,3.91,86.8,80.45,154.06,21.77
04-11-2017,5133,205.35,74.56,0.68,19.91,1,677900,586900,351663,0.74,3.83,81.15,243.46,384.75,25.44
05-11-2017,2517,230.54,69.75,0.49,19.87,1,677900,586900,351663,0.74,4.93,120.86,226.29,410.33,33.6
06-11-2017,185,262.46,68.55,0.58,19.37,1,677900,586900,351663,0.74,2.37,105.44,207.25,394.25,29.32
07-11-2017,439,252.66,70.85,0.53,18.78,1,677900,586900,351663,0.74,3.7,120.9,480.71,701.08,12.72
08-11-2017,2380,239.92,77.27,0.43,16.5,1,677900,586900,351663,0.74,4.67,165.01,658.04,545.46,37.05
09-11-2017,979,248.82,70.7,0.46,17.25,1,677900,586900,351663,0.74,3.99,147.98,410.04,816.5,22.1
10-11-2017,1998,240.72,70.69,0.45,17.01,1,677900,586900,351663,0.74,3.58,171.43,358.38,622.08,8.74
11-11-2017,128,246.24,71.53,0.41,16.41,1,677900,586900,351663,0.74,3.7,196.87,380.46,634.5,9.7
12-11-2017,24,239.17,71.99,0.45,16.41,1,677900,586900,351663,0.74,4.75,213.78,463,773.88,3.84
13-11-2017,260,209.52,72.41,0.56,16.27,1,677900,586900,351663,0.74,4.35,140.78,363.29,614.12,19.73
14-11-2017,1170,170.27,68.78,1.11,17.67,1,677900,586900,351663,0.74,3.88,113,286.58,473.29,17.23
15-11-2017,47,177.46,65.75,0.73,16.83,1,677900,586900,351663,0.74,3.39,100.18,220.54,387.04,19.17
16-11-2017,20,248.66,67.94,0.67,16.32,1,677900,586900,351663,0.74,2.8,103.39,213.12,368.42,37.33
17-11-2017,168,266.45,64.3,0.94,17.48,1,677900,586900,351663,0.74,1.98,89.06,156.32,274.09,37.12
18-11-2017,2242,269.85,55.73,1.11,20.09,1,677900,586900,351663,0.74,1.64,101.28,152.67,252,32.62
19-11-2017,2148,268.87,51,1.27,16.8,1,677900,586900,351663,0.74,1.66,80.52,142.54,250.17,31.8
20-11-2017,2211,257.46,49.8,0.98,14.59,1,677900,586900,351663,0.74,2.23,97.55,197.88,342.96,34.03
21-11-2017,1889,250.37,55.26,0.98,13.01,1,677900,586900,351663,0.74,1.96,88.36,203.92,343.17,25.22
22-11-2017,839,256.33,52.77,0.91,13.3,1,677900,586900,351663,0.74,1.99,94.26,190.17,346.92,38.48
23-11-2017,848,243.31,50.42,0.84,13.1,1,677900,586900,351663,0.74,2.2,100.66,216.46,380.62,43.94
24-11-2017,619,166.78,37.43,0.63,9.04,1,677900,586900,351663,0.74,2.21,109.29,206.83,360.29,45.99
25-11-2017,602,220.39,41.76,0.65,12.12,1,677900,586900,351663,0.74,2.99,110.51,237.92,416.79,50.06
26-11-2017,477,289.17,57.58,0.77,15.71,1,677900,586900,351663,0.74,4.3,118.43,256.33,450.47,43.53
27-11-2017,230,266.59,56.07,0.82,13.53,1,677900,586900,351663,0.74,3.02,110.36,264.92,454.62,44.1
28-11-2017,135,271.57,51.94,0.74,14.69,1,677900,586900,351663,0.74,2.44,108.66,239.33,454.25,48.43
29-11-2017,165,219.47,57.2,0.54,14.73,1,677900,586900,351663,0.74,3.54,140.93,261.71,471.54,33.27
30-11-2017,142,249.04,60.5,0.6,14.25,1,677900,586900,351663,0.74,5.14,125.58,274.58,471.04,24.44
01-12-2017,124,250.39,57.74,0.62,12.89,1,677900,586900,351663,0.74,2.34,124.45,248.83,436.08,36.77
02-12-2017,80,245.09,56.42,0.47,11.99,1,677900,586900,351663,0.74,3.35,128.21,272.75,457.58,33.41
03-12-2017,23,237.04,61.23,0.48,11.64,1,677900,586900,351663,0.74,3.88,154.74,313.92,527.42,31.51
04-12-2017,19,255.55,61.88,0.49,12.66,1,677900,586900,351663,0.74,4.92,144.45,322.79,566.17,19.17
05-12-2017,21,259.5,59.19,0.68,15.47,1,677900,586900,351663,0.74,3.78,148.63,278.75,502.5,35.62
06-12-2017,40,202.49,29.05,0.93,12.87,1,677900,586900,351663,0.74,2.05,103.32,157.62,288.83,48.75
07-12-2017,105,252.71,31.31,1.43,16.52,1,677900,586900,351663,0.74,1.7,98.11,128.95,247.5,45.47
08-12-2017,76,253.51,38.49,1.29,14.74,1,677900,586900,351663,0.74,2.31,108.77,169.33,296.38,53.01
09-12-2017,50,265.45,52.95,0.63,12.72,1,677900,586900,351663,0.74,2.41,122.86,226.35,366.62,48.69
10-12-2017,21,235.8,59.1,0.5,12.42,1,677900,586900,351663,0.74,3.69,146.33,263.67,445,45.77
11-12-2017,1,187.36,68.64,0.72,12.78,1,677900,586900,351663,0.74,4.41,124.65,215.25,353.17,28.07
12-12-2017,1,213.85,81.81,0.93,13.7,1,677900,586900,351663,0.74,2.68,71.62,120.04,172.17,14.04
13-12-2017,0,255.15,78.33,0.82,12.69,1,677900,586900,351663,0.74,2.19,62.46,157.11,232.66,17.06
14-12-2017,2,241.17,78.28,1.4,10.71,1,677900,586900,351663,0.74,2,60.84,143,227.87,14.78
15-12-2017,0,250.84,75.25,1.5,9.68,1,677900,586900,351663,0.74,0.56,56.66,162.41,248.12,20.92
16-12-2017,18,NaN,NaN,NaN,NaN,1,677900,586900,351663,0.74,NaN,NaN,NaN,NaN,NaN
17-12-2017,58,240.57,42.24,2.08,15.67,1,677900,586900,351663,0.74,3.33,69.46,106.14,200.45,36.93
18-12-2017,60,247.18,48.14,1.61,14.22,1,677900,586900,351663,0.74,1.5,77.09,138.04,220.25,36.3
19-12-2017,27,243.24,57.96,1.05,12.56,1,677900,586900,351663,0.74,2.02,90.56,204.08,344.79,57.22
20-12-2017,11,166.57,50.51,0.48,10.51,1,677900,586900,351663,0.74,2.43,98.14,292.54,510.92,57.38
