DATE,FIRECOUNT,WD,RH,WS,AT,CONST,GSDP,GSVA,GSDP_CAP,HDI,CO,NO2,PM25,PM10,SO2
03-11-2020,2553,220.14,45.74,0.72,24.07,1,798310,708826,391060,NaN,2.45,61.31,142.89,266.94,16.65
04-11-2020,4012,231.44,55.58,0.62,23.34,1,798310,708826,391060,NaN,1.51,84.07,314.76,471.8,15.86
05-11-2020,5293,255.39,53.33,0.72,24.54,1,798310,708826,391060,NaN,1.88,90.54,295.95,435.92,20.94
06-11-2020,4327,246.14,53.72,0.67,24.44,1,798310,708826,391060,NaN,1.26,186.44,237.4,387.64,29.15
07-11-2020,5405,263.61,52.6,0.84,24.43,1,798310,708826,391060,NaN,0.79,127.58,335.73,487.48,29.15
08-11-2020,3554,261.41,57.89,0.46,23.08,1,798310,708826,391060,NaN,1.56,136.58,331.83,481.62,44.93
09-11-2020,1590,227.68,64.91,0.48,22.99,1,798310,708826,391060,NaN,2.39,163.23,528.92,698.85,28.63
10-11-2020,3582,214.86,65.69,0.44,23.48,1,798310,708826,391060,NaN,2.34,124.81,512.5,619.66,20.39
11-11-2020,2631,217.1,64.02,0.57,23.92,1,798310,708826,391060,NaN,2.64,32.09,182.67,283.84,19.96
12-11-2020,2038,213.19,63.7,0.44,24.13,1,798310,708826,391060,NaN,2.35,85.33,164.78,264.95,15.59
13-11-2020,1921,238.38,62.01,0.62,23.99,1,798310,708826,391060,NaN,2.1,82.53,200.42,317.59,13.85
14-11-2020,433,226.92,66.08,0.38,22.55,1,798310,708826,391060,NaN,2.28,83.17,415.01,475.69,15.49
15-11-2020,116,166.44,67.36,1.14,24.1,1,798310,708826,391060,NaN,1.17,43.7,297.34,358.99,6.84
16-11-2020,30,177.37,72.57,0.92,24.85,1,798310,708826,391060,NaN,1.51,36.2,92.36,123.76,11.11
17-11-2020,321,261.08,67.4,0.87,23.74,1,798310,708826,391060,NaN,1.52,50.17,94.36,145.6,10.83
18-11-2020,755,261.08,62.4,0.78,22.28,1,798310,708826,391060,NaN,1.81,59.03,129.67,184.46,11.47
19-11-2020,498,256.44,60.6,0.69,20.78,1,798310,708826,391060,NaN,1.84,69.63,141.68,215.32,12.78
20-11-2020,623,265.71,54.19,1.16,21.48,1,798310,708826,391060,NaN,1.51,70.68,160.76,236.78,9.9
21-11-2020,691,264.67,47.54,1.5,21.09,1,798310,708826,391060,NaN,1.45,53.79,134.14,204.31,10.71
22-11-2020,42,250.11,52.34,0.96,18.82,1,798310,708826,391060,NaN,2,57.53,161.69,243.61,16.02
23-11-2020,160,215.81,55.22,0.39,19.23,1,798310,708826,391060,NaN,2.49,89.65,217.46,317.18,18.75
24-11-2020,39,217.94,60,0.44,19.24,1,798310,708826,391060,NaN,2.41,84.07,235.95,333.54,15.58
25-11-2020,0,210.63,65.21,0.53,21.11,1,798310,708826,391060,NaN,1.71,87.62,273.56,376.36,10.92
26-11-2020,28,268.4,59.68,1.07,24.03,1,798310,708826,391060,NaN,1.47,53.06,118.98,175.24,10.66
27-11-2020,140,268.69,55.38,1.17,23.35,1,798310,708826,391060,NaN,1.61,50.97,79.76,136.08,12.19
28-11-2020,209,237.97,56.06,1.03,21.4,1,798310,708826,391060,NaN,1.84,57.18,131.79,203.95,13.82
29-11-2020,136,247.04,56.55,0.67,19.87,1,798310,708826,391060,NaN,1.95,65.64,143.31,217.28,16.78
30-11-2020,54,248.38,60.85,0.75,19.81,1,798310,708826,391060,NaN,2.27,65.91,208.24,290.19,14.72
01-12-2020,66,234.07,63.91,0.58,20.5,1,798310,708826,391060,NaN,2.32,82.62,258.61,355.35,18.85
02-12-2020,65,235.3,61.99,0.81,20.97,1,798310,708826,391060,NaN,1.75,81.8,218.16,301.93,12.85
03-12-2020,69,227.1,62.74,0.62,20.96,1,798310,708826,391060,NaN,2.36,75.33,224.29,311.96,18.01
04-12-2020,68,200.18,67.8,0.5,21.42,1,798310,708826,391060,NaN,2.36,72.5,247,332.51,13.56
05-12-2020,29,169.04,70.8,0.79,22.23,1,798310,708826,391060,NaN,2.06,61.62,278.49,361.97,11.81
06-12-2020,19,202.61,68.29,0.58,23.4,1,798310,708826,391060,NaN,2.05,26.45,245.52,323.16,6.02
07-12-2020,27,253.65,74.17,0.73,22.35,1,798310,708826,391060,NaN,2.38,10.58,328.35,405.4,17.36
08-12-2020,41,245.33,68.39,0.49,21.89,1,798310,708826,391060,NaN,2.35,7.46,251.69,337.49,14.65
09-12-2020,16,248.35,62.77,0.56,22.64,1,798310,708826,391060,NaN,2.24,41.99,212.95,307.71,17.34
10-12-2020,42,245.76,65.57,0.69,22.98,1,798310,708826,391060,NaN,2.08,59.24,157.11,251.25,20.64
11-12-2020,16,183.61,71.24,0.33,22.24,1,798310,708826,391060,NaN,1.69,72.41,168.01,254.47,11.22
12-12-2020,2,222.74,81.63,0.51,21.15,1,798310,708826,391060,NaN,1.91,46.47,238.64,340.79,10.44
13-12-2020,7,274.06,76.1,1.07,19.59,1,798310,708826,391060,NaN,1.08,32.9,116.08,161.66,7.09
14-12-2020,10,275.16,71.14,1.17,17.1,1,798310,708826,391060,NaN,1.38,29.71,86.88,124,8.49
15-12-2020,69,274.09,72.64,0.92,15.74,1,798310,708826,391060,NaN,1.49,20.27,134.04,183.39,25.89
16-12-2020,9,271.91,69.99,1.07,15.76,1,798310,708826,391060,NaN,1.36,8.14,108.25,180.33,8.53
17-12-2020,17,249.54,71.02,1.55,12.69,1,798310,708826,391060,NaN,1.54,8.12,117.91,214.99,9.94
18-12-2020,31,249.78,54.44,1.28,15.47,1,798310,708826,391060,NaN,1.77,10.51,131.41,202.67,10.37
19-12-2020,45,242.06,57.65,1.01,15.15,1,798310,708826,391060,NaN,1.6,12.46,174.22,251.52,13.19
20-12-2020,45,262.62,57.87,0.96,16.66,1,798310,708826,391060,NaN,1.65,10.44,170.11,242.75,16.15
21-12-2020,25,256.42,60.13,0.76,17.14,1,798310,708826,391060,NaN,2.11,9.43,200.29,280.42,26.25
22-12-2020,21,249.61,67.23,0.62,16.79,1,798310,708826,391060,NaN,2.64,7.43,331.1,423.82,23.92
23-12-2020,52,250.08,67.82,0.56,16.8,1,798310,708826,391060,NaN,3.15,8.59,384.62,477.6,22.58
24-12-2020,31,254,69.55,0.69,16.74,1,798310,708826,391060,NaN,2.27,7.11,352.03,446.55,20.97
25-12-2020,59,256.04,64.08,0.99,16.97,1,798310,708826,391060,NaN,2.11,5.9,253.62,337.7,16.96
26-12-2020,46,250.83,67.52,0.74,15.53,1,798310,708826,391060,NaN,2.27,31.3,290.91,382.57,18.84
27-12-2020,21,184.5,64.23,1.33,18.25,1,798310,708826,391060,NaN,1.43,48.29,305.41,405.81,14.84
28-12-2020,6,277.94,43.74,1.21,17.38,1,798310,708826,391060,NaN,1.76,49.96,109.66,259.31,16.58
29-12-2020,6,274.16,58.04,1.18,15.47,1,798310,708826,391060,NaN,1.5,52.69,148.26,283.06,13.79
30-12-2020,15,268.59,72.9,1.32,14.16,1,798310,708826,391060,NaN,1.57,41.84,173.56,230.41,11.59
31-12-2020,18,244.91,75.14,0.57,13.5,1,798310,708826,391060,NaN,1.53,47.32,225.32,269.29,12.23
01-09-2021,1,214.84,95.94,0.61,24.97,1,923967,NaN,401982,NaN,0.55,5.08,15.99,43.47,9.77
02-09-2021,1,226.5,88.06,0.59,28.1,1,923967,NaN,401982,NaN,0.77,4.25,21.17,59.99,8.79
03-09-2021,0,196.18,84.33,1.12,28.98,1,923967,NaN,401982,NaN,0.47,6.44,24.63,51.2,10.27
04-09-2021,1,205.41,87.64,0.82,27.6,1,923967,NaN,401982,NaN,0.63,5.62,24.21,58.95,10.37
05-09-2021,4,232.72,88.24,0.66,28.39,1,923967,NaN,401982,NaN,0.85,4.93,43.18,75.51,9.35
06-09-2021,6,217.26,82.58,0.8,30.62,1,923967,NaN,401982,NaN,0.72,4.53,59.96,92.76,13.45
07-09-2021,4,156.99,84.76,1.1,29.66,1,923967,NaN,401982,NaN,0.6,3.58,29.33,89.31,12.53
08-09-2021,0,112.98,81.52,1.76,29.34,1,923967,NaN,401982,NaN,0.36,3.75,27.3,71.91,10.13
09-09-2021,1,125.06,79.73,1.45,29.94,1,923967,NaN,401982,NaN,0.46,4.48,28.1,81,11.66
10-09-2021,0,129.21,84.44,1.47,27.51,1,923967,NaN,401982,NaN,0.36,5.89,26,59.17,11.85
11-09-2021,0,160.84,88.33,0.91,23.26,1,923967,NaN,401982,NaN,0.26,6.49,15.48,24.29,9.71
12-09-2021,0,169.27,82.52,0.8,25.81,1,923967,NaN,401982,NaN,1.04,2.77,9.15,55.83,13.14
13-09-2021,1,206.89,80.96,0.82,26.33,1,923967,NaN,401982,NaN,0.5,3.65,22.24,75.22,15.79
14-09-2021,4,229.34,74.71,0.86,27.48,1,923967,NaN,401982,NaN,0.42,7,27.47,94.38,17.8
15-09-2021,0,156.35,68.04,1.37,28.21,1,923967,NaN,401982,NaN,0.75,8.17,24.36,56.18,13.93
16-09-2021,4,202.57,84.69,0.69,23.85,1,923967,NaN,401982,NaN,0.44,4.07,19.55,48.84,9.58
17-09-2021,4,221.16,76.06,0.97,25.78,1,923967,NaN,401982,NaN,0.43,6.78,20.97,67.64,10.27
18-09-2021,13,147.94,72.51,1.12,27.48,1,923967,NaN,401982,NaN,0.44,10.36,52,84.04,11.57
19-09-2021,6,157.04,72.94,1.14,28.14,1,923967,NaN,401982,NaN,0.39,4.44,27.38,68.27,10.13
20-09-2021,9,193.54,74.5,0.89,28.17,1,923967,NaN,401982,NaN,0.57,4.47,23.23,71.3,11.28
21-09-2021,1,156.63,78.2,0.98,27.19,1,923967,NaN,401982,NaN,0.31,4.63,17.6,75.3,10.04
22-09-2021,0,138.29,78.32,1.27,25.79,1,923967,NaN,401982,NaN,0.31,5.1,16,65.95,9.16
23-09-2021,1,143.62,75.28,1.63,26.32,1,923967,NaN,401982,NaN,0.32,3.62,17.57,76.8,10.5
24-09-2021,8,208.78,79.94,0.78,25.77,1,923967,NaN,401982,NaN,0.41,6.33,16.86,70.57,11.51
25-09-2021,19,220.16,76.13,0.64,26.89,1,923967,NaN,401982,NaN,0.52,6.78,31.36,105.26,10.53
26-09-2021,21,153.76,74.97,0.81,26.95,1,923967,NaN,401982,NaN,0.36,3.71,35.72,81.95,10.02
27-09-2021,41,238.08,75.49,0.43,27.62,1,923967,NaN,401982,NaN,0.63,6.4,54.56,108.64,11.19
28-09-2021,38,163.22,69.46,0.91,28.87,1,923967,NaN,401982,NaN,0.37,7.47,47.23,105.59,9.86
29-09-2021,73,134.18,67.77,1.15,29.03,1,923967,NaN,401982,NaN,0.38,4.04,32.62,74.31,9.56
30-09-2021,33,165.16,71.53,0.64,28.2,1,923967,NaN,401982,NaN,0.53,17.17,37.76,72.73,11.06
01-10-2021,8,238.63,78.77,0.42,26.9,1,923967,NaN,401982,NaN,0.83,35.28,45.22,87.33,13.75
02-10-2021,6,260.43,73.93,0.61,27.9,1,923967,NaN,401982,NaN,0.67,29.81,31.83,100.05,13.21
03-10-2021,23,232.44,72.5,0.9,27.99,1,923967,NaN,401982,NaN,0.45,24.57,28.94,74.96,10.83
04-10-2021,31,235.29,70.21,0.67,27.96,1,923967,NaN,401982,NaN,0.78,26.9,32,76.03,9.54
05-10-2021,32,216.29,71.79,0.5,27.44,1,923967,NaN,401982,NaN,0.68,30.94,38.61,95.99,6.85
06-10-2021,34,269.29,72.84,0.71,27.38,1,923967,NaN,401982,NaN,0.46,32.31,49.19,95.55,7.2
07-10-2021,98,255.51,71.33,0.74,26.03,1,923967,NaN,401982,NaN,0.72,38.83,65.08,136.94,8.24
08-10-2021,121,245.41,62.71,0.95,27.32,1,923967,NaN,401982,NaN,1.08,44.39,46.35,176.03,11.22
09-10-2021,224,243.23,66.97,0.76,25.57,1,923967,NaN,401982,NaN,1.29,45.52,36.42,182.58,10.74
10-10-2021,296,246.02,67.1,0.69,25.66,1,923967,NaN,401982,NaN,1.18,36.07,35.19,165.62,6.93
11-10-2021,137,251.84,67.36,0.59,25.65,1,923967,NaN,401982,NaN,1.45,40.66,31.18,152.88,9.36
12-10-2021,153,246.78,61.61,0.72,26.24,1,923967,NaN,401982,NaN,0.69,46.38,32.26,165.83,6.75
13-10-2021,253,269.63,53.34,1.16,25.58,1,923967,NaN,401982,NaN,0.31,40.7,36.14,174,4.69
14-10-2021,521,260.76,56.96,1.21,22.75,1,923967,NaN,401982,NaN,0.94,61.91,65.83,179.11,6.73
15-10-2021,1159,252.04,60.66,0.68,23.43,1,923967,NaN,401982,NaN,0.66,57.22,84.77,211.84,9.22
16-10-2021,778,248.48,68.35,0.41,24.48,1,923967,NaN,401982,NaN,0.86,74.11,71.22,279.15,11.86
17-10-2021,16,231.43,82.66,0.55,22.66,1,923967,NaN,401982,NaN,0.42,47.04,44.17,165.83,3.76
18-10-2021,79,250.8,87.22,0.79,19.99,1,923967,NaN,401982,NaN,0.28,29.32,12.25,33.61,3.31
19-10-2021,590,257.76,76.06,1.37,22.73,1,923967,NaN,401982,NaN,0.4,36.87,24.57,86.97,5.32
20-10-2021,1269,242.34,73.17,0.76,21.82,1,923967,NaN,401982,NaN,0.65,50.75,39.09,175.14,7.67
21-10-2021,941,237.79,54.32,1.17,22.82,1,923967,NaN,401982,NaN,0.45,52.52,43.33,177.58,7.56
22-10-2021,1043,235.08,62.93,0.98,22,1,923967,NaN,401982,NaN,0.71,41.52,45.09,133.08,9.26
23-10-2021,806,221.88,69.61,0.69,21.89,1,923967,NaN,401982,NaN,0.56,38.79,27.43,132.47,6.07
24-10-2021,34,197.52,72.03,1.06,20.92,1,923967,NaN,401982,NaN,0.41,35.66,22.97,118.93,6.98
25-10-2021,213,246.96,73.65,0.93,19.36,1,923967,NaN,401982,NaN,0.49,43.77,26.59,91.04,8.58
26-10-2021,527,259.89,71.6,0.82,18.27,1,923967,NaN,401982,NaN,0.67,39.47,62.28,146.48,10.56
27-10-2021,421,258.4,69.92,0.8,17.91,1,923967,NaN,401982,NaN,0.55,60.4,79.5,202.11,7.18
28-10-2021,1132,262.38,70.48,0.73,17.75,1,923967,NaN,401982,NaN,0.64,56.04,50.82,214.68,10.42
29-10-2021,1384,255.74,72.31,0.45,18.23,1,923967,NaN,401982,NaN,0.79,66.34,41.98,224.68,11.41
30-10-2021,1993,255.83,65.97,0.89,18.59,1,923967,NaN,401982,NaN,0.54,66.23,35.98,199.26,6.64
31-10-2021,3080,234.45,66.57,0.71,18.33,1,923967,NaN,401982,NaN,0.75,55.16,55,247.72,14.42
01-11-2021,2458,218.92,69.01,0.59,17.96,1,923967,NaN,401982,NaN,1.11,59.96,145.32,234.95,14.88
02-11-2021,2834,208.93,69.53,0.74,18.66,1,923967,NaN,401982,NaN,0.74,55.18,136.04,200.67,17.63
03-11-2021,2936,222.03,73.27,0.5,22.57,1,923967,NaN,401982,NaN,1.66,57.81,96.5,201.04,13.91
04-11-2021,3537,254.51,76.95,0.38,21.62,1,923967,NaN,401982,NaN,0.89,55.51,220.65,358.62,28.38
05-11-2021,6515,240.06,78.11,0.38,20.7,1,923967,NaN,401982,NaN,0.95,52.39,349.05,453.31,45.03
06-11-2021,4600,242.12,66.44,0.7,21.29,1,923967,NaN,401982,NaN,0.76,72.51,103.73,353.21,25.12
07-11-2021,5020,265.27,68.17,0.59,20.93,1,923967,NaN,401982,NaN,0.72,63.52,134.6,305.39,19.67
08-11-2021,5433,259.37,68.82,0.59,21.15,1,923967,NaN,401982,NaN,0.74,80.14,206.62,339.73,15.5
09-11-2021,4868,275.47,67.08,0.64,21.04,1,923967,NaN,401982,NaN,0.96,75.76,208.79,364.91,19.62
10-11-2021,5833,257.6,68.18,0.48,21.45,1,923967,NaN,401982,NaN,0.91,82.59,210.28,345.03,18.01
11-11-2021,4706,255.51,76.49,0.35,19.23,1,923967,NaN,401982,NaN,1.04,84.38,260.04,405.86,12.79
12-11-2021,3993,250.24,77,0.39,19.69,1,923967,NaN,401982,NaN,1.16,80.03,192.84,522.26,10.87
13-11-2021,4637,252.92,68.98,0.56,19.33,1,923967,NaN,401982,NaN,0.92,79,130.48,377.16,9.73
14-11-2021,2847,244.47,66.38,0.4,18.67,1,923967,NaN,401982,NaN,1.45,73.5,135.64,271.43,13.45
15-11-2021,2579,249.73,69.34,0.41,18.21,1,923967,NaN,401982,NaN,0.92,87.67,168.26,301.21,15.59
16-11-2021,2112,259.42,69.04,0.59,18.15,1,923967,NaN,401982,NaN,0.86,80.56,227.47,344.34,18.05
17-11-2021,889,242.97,70.55,0.42,18.17,1,923967,NaN,401982,NaN,1.21,81.41,228.6,310.9,12.63
18-11-2021,846,238.02,72.1,0.41,19.05,1,923967,NaN,401982,NaN,1.45,85.46,230.93,293.83,10.3
19-11-2021,802,256.22,71.26,0.45,18.69,1,923967,NaN,401982,NaN,1.19,83.63,246.3,306.65,18.49
20-11-2021,592,244.12,69.04,0.42,19.65,1,923967,NaN,401982,NaN,0.94,85.53,246.93,321.76,17.06
21-11-2021,571,259.36,64.22,0.86,18.99,1,923967,NaN,401982,NaN,NaN,72.04,210.29,270.62,9.42
22-11-2021,282,242.78,47.15,1.25,20.86,1,923967,NaN,401982,NaN,0.07,63.96,157.54,257.61,13.28
23-11-2021,189,221.3,60.12,0.68,17.7,1,923967,NaN,401982,NaN,0.48,59.17,177.59,268.66,14.56
24-11-2021,143,236.38,69.09,0.37,18.02,1,923967,NaN,401982,NaN,NaN,73.22,233.15,308.61,12.51
25-11-2021,114,204.6,73.94,0.4,18.04,1,923967,NaN,401982,NaN,3.31,68.69,268.6,308.29,10.1
26-11-2021,124,242.88,73.91,0.34,18.42,1,923967,NaN,401982,NaN,2.56,101.47,NaN,NaN,30.62
27-11-2021,96,210.78,75.45,0.46,18.2,1,923967,NaN,401982,NaN,1.27,57.17,NaN,NaN,13.34
28-11-2021,26,223.57,77.83,0.38,18.8,1,923967,NaN,401982,NaN,1.33,51.91,307,NaN,15.99
29-11-2021,45,256.78,72.08,0.64,18.04,1,923967,NaN,401982,NaN,0.75,70.58,247.5,315.17,17.43
30-11-2021,39,263.69,67.35,0.7,18.5,1,923967,NaN,401982,NaN,0.62,64.89,203.02,290.28,13.36
01-12-2021,2,238.57,75.85,0.32,17.86,1,923967,NaN,401982,NaN,0.89,87.8,256.5,360.06,13.34
02-12-2021,7,238.41,81.03,0.4,17.6,1,923967,NaN,401982,NaN,0.31,61.82,306.05,383.42,10.61
03-12-2021,23,256.46,77.79,0.61,18.44,1,923967,NaN,401982,NaN,0.78,54.99,219.07,277.14,11.25
04-12-2021,37,253.43,72.78,0.5,18.69,1,923967,NaN,401982,NaN,1.55,51.78,200.14,254.52,21.5
05-12-2021,10,223.61,75.82,0.38,19.02,1,923967,NaN,401982,NaN,1.58,60.79,189.93,247.08,28.31
06-12-2021,19,245.65,73.2,0.81,20.3,1,923967,NaN,401982,NaN,1.58,55.35,189.2,245.53,21.81
07-12-2021,32,257.52,69.85,0.79,18.22,1,923967,NaN,401982,NaN,0.7,50.47,129.47,180.35,15.78
08-12-2021,19,248.11,70.03,0.68,16.34,1,923967,NaN,401982,NaN,0.89,58.99,123.92,180.59,21.44
09-12-2021,11,253.92,73.07,0.42,15.99,1,923967,NaN,401982,NaN,0.94,72.14,172.82,239.48,24.14
10-12-2021,16,246.84,71.88,0.63,16.06,1,923967,NaN,401982,NaN,0.5,67.15,158.64,223.57,20.75
11-12-2021,28,252.49,67.39,0.69,15.23,1,923967,NaN,401982,NaN,1.08,59.24,131.64,193.79,21.14
12-12-2021,34,244.37,68.6,0.46,14.63,1,923967,NaN,401982,NaN,1.79,62.25,169.24,231.8,21.67
13-12-2021,39,229.58,73.58,0.47,13.93,1,923967,NaN,401982,NaN,1.95,48.57,228.7,287.02,17.93
14-12-2021,13,223.61,74.61,0.45,14.55,1,923967,NaN,401982,NaN,1.8,54.61,270.49,338.26,17.18
15-12-2021,25,258.91,69.87,0.69,14.8,1,923967,NaN,401982,NaN,1.9,55.67,225.47,293.11,17.14
16-12-2021,13,242.42,66.33,0.66,15.22,1,923967,NaN,401982,NaN,1.85,68.6,236.67,315.31,18.99
17-12-2021,13,270.21,57.1,1.71,15.33,1,923967,NaN,401982,NaN,1.17,50.71,165.57,228.22,14.82
18-12-2021,38,243.34,66.44,1.34,12.19,1,923967,NaN,401982,NaN,0.28,44.65,155.95,216.08,14.24
19-12-2021,33,240.6,61.65,0.96,12.04,1,923967,NaN,401982,NaN,0.54,54.37,157.68,224.42,16.5
20-12-2021,11,257.51,66.07,0.72,11.53,1,923967,NaN,401982,NaN,1.3,63.98,247.09,321.7,20.3
21-12-2021,36,249.42,65.98,0.58,12.51,1,923967,NaN,401982,NaN,1.9,73.92,335.85,410.79,23.95
22-12-2021,34,258.13,67.04,0.51,13.36,1,923967,NaN,401982,NaN,2.1,73.6,365.1,441.93,23.61
23-12-2021,30,226.65,71.87,0.58,13.85,1,923967,NaN,401982,NaN,1.72,62.31,363.81,452.19,21.07
24-12-2021,18,209.44,74.99,0.53,14.32,1,923967,NaN,401982,NaN,1.28,52.18,377.73,450.58,20.41
25-12-2021,5,233.61,76.95,0.34,14.98,1,923967,NaN,401982,NaN,1.44,61.36,425.98,492.88,23.03
26-12-2021,1,207.12,80.29,0.44,16.23,1,923967,NaN,401982,NaN,0.43,57.61,388.93,435.36,18.09
27-12-2021,23,252.86,74.91,0.42,15.95,1,923967,NaN,401982,NaN,0.97,44.18,183.69,217.46,17.92
28-12-2021,22,233.72,81.4,0.33,14.77,1,923967,NaN,401982,NaN,0.49,53.68,162.98,192.28,15.51
29-12-2021,23,259.52,73.1,0.68,13.97,1,923967,NaN,401982,NaN,NaN,44.41,218.88,249.97,20.24
30-12-2021,6,257.69,68.81,0.47,11.47,1,923967,NaN,401982,NaN,3.1,53.47,211.99,271.72,32.47
31-12-2021,14,246.32,68.61,0.67,11.69,1,923967,NaN,401982,NaN,1.21,53.78,210.73,273.51,27.89
