DATE,FIRECOUNT,WD,RH,BP,SR,WS,AT,CONST,PM10,NO2,PM25,CO,SO2,GSDP,GSVA,GSDP_CAP,HDI
17-12-2020,17,249.54,71.02,982.43,92.72,1.55,12.69,1,181.61,70.86,134.72,0.86,8.48,798310,708826,391060,NaN
18-12-2020,31,249.78,54.44,982.42,99.7,1.28,15.47,1,186.22,83.72,132.16,1.18,8.74,798310,708826,391060,NaN
19-12-2020,45,242.06,57.65,982.42,103.52,1.01,15.15,1,219.94,86.79,159,1.18,10.96,798310,708826,391060,NaN
20-12-2020,45,262.62,57.87,982.41,88.7,0.96,16.66,1,253.23,78.47,182.16,0.97,10.17,798310,708826,391060,NaN
21-12-2020,25,256.42,60.13,982.43,84.9,0.76,17.14,1,265.06,83.6,190.14,1.85,13.19,798310,708826,391060,NaN
22-12-2020,21,249.61,67.23,982.41,82.65,0.62,16.79,1,384.89,90.42,296.02,2.46,18.65,798310,708826,391060,NaN
23-12-2020,52,250.08,67.82,982.41,86.3,0.56,16.8,1,404.05,89.81,305.49,2.52,21.84,798310,708826,391060,NaN
24-12-2020,31,254,69.55,982.4,84.69,0.69,16.74,1,389.21,86.41,288.9,2.42,22.03,798310,708826,391060,NaN
25-12-2020,59,256.04,64.08,982.41,93.19,0.99,16.97,1,255.69,77.69,182.85,1.84,18.52,798310,708826,391060,NaN
26-12-2020,46,250.83,67.52,982.4,90.95,0.74,15.53,1,270.82,76.99,194.44,2.11,18.58,798310,708826,391060,NaN
27-12-2020,21,184.5,64.23,982.4,76.43,1.33,18.25,1,315.45,92.4,220.59,1.62,16.8,798310,708826,391060,NaN
28-12-2020,6,277.94,43.74,982.42,96.47,1.21,17.38,1,217.44,62.24,102.1,1.61,17.6,798310,708826,391060,NaN
29-12-2020,6,274.16,58.04,982.4,87.14,1.18,15.47,1,232.01,66.48,124.36,1.52,18.22,798310,708826,391060,NaN
30-12-2020,15,268.59,72.9,982.4,89.68,1.32,14.16,1,213.15,67.01,146.62,1.68,19.24,798310,708826,391060,NaN
31-12-2020,18,244.91,75.14,982.41,85.63,0.57,13.5,1,263.81,72.28,191.06,1.77,16.15,798310,708826,391060,NaN
01-09-2021,1,214.84,95.94,984.04,40.02,0.61,24.97,1,59.2,39,17.48,0.93,4.87,923967,NaN,401982,NaN
02-09-2021,1,226.5,88.06,979.54,99.01,0.59,28.1,1,53.49,33.71,21.58,1.02,12.82,923967,NaN,401982,NaN
03-09-2021,0,196.18,84.33,977.22,105.81,1.12,28.98,1,50.02,38.53,15.89,0.81,5.02,923967,NaN,401982,NaN
04-09-2021,1,205.41,87.64,977.08,66.49,0.82,27.6,1,43.35,39.92,15.82,1.05,8.52,923967,NaN,401982,NaN
05-09-2021,4,232.72,88.24,977.09,64.58,0.66,28.39,1,73.78,36.11,23.76,0.93,6.51,923967,NaN,401982,NaN
06-09-2021,6,217.26,82.58,979.17,43.96,0.8,30.62,1,79.72,38.88,25.48,0.97,4.57,923967,NaN,401982,NaN
07-09-2021,4,156.99,84.76,981.64,8.33,1.1,29.66,1,76.8,43.41,22.71,0.9,13,923967,NaN,401982,NaN
08-09-2021,0,112.98,81.52,980,83.91,1.76,29.34,1,50.72,41.31,11.35,0.9,10.55,923967,NaN,401982,NaN
09-09-2021,1,125.06,79.73,977.91,105.11,1.45,29.94,1,56.62,40.35,36.38,0.87,7.58,923967,NaN,401982,NaN
10-09-2021,0,129.21,84.44,982.77,18.33,1.47,27.51,1,58.41,38.66,32.82,0.63,8.26,923967,NaN,401982,NaN
11-09-2021,0,160.84,88.33,991.82,69.29,0.91,23.26,1,52.44,NaN,28.94,0.87,8.95,923967,NaN,401982,NaN
12-09-2021,0,169.27,82.52,991.65,58.84,0.8,25.81,1,58.3,41.42,31.96,0.6,11.73,923967,NaN,401982,NaN
13-09-2021,1,206.89,80.96,991.6,67.34,0.82,26.33,1,72.09,44,40.17,0.79,7.33,923967,NaN,401982,NaN
14-09-2021,4,229.34,74.71,991.4,82.57,0.86,27.48,1,68.52,42.41,31.34,0.84,6.16,923967,NaN,401982,NaN
15-09-2021,0,156.35,68.04,991.21,92.69,1.37,28.21,1,55.17,43.62,18.97,0.83,6.31,923967,NaN,401982,NaN
16-09-2021,4,202.57,84.69,991.7,39.49,0.69,23.85,1,54.28,43.33,20.53,0.93,6.29,923967,NaN,401982,NaN
17-09-2021,4,221.16,76.06,991.45,70.54,0.97,25.78,1,64.2,47.05,29.6,1.02,8.44,923967,NaN,401982,NaN
18-09-2021,13,147.94,72.51,991.33,81.07,1.12,27.48,1,68.82,47.62,33.5,1.05,7.46,923967,NaN,401982,NaN
19-09-2021,6,157.04,72.94,991.36,79.21,1.14,28.14,1,60.66,44,29.07,1.15,10.02,923967,NaN,401982,NaN
20-09-2021,9,193.54,74.5,991.4,66.08,0.89,28.17,1,61.36,43.47,29.31,1.16,5.76,923967,NaN,401982,NaN
21-09-2021,1,156.63,78.2,991.51,65.26,0.98,27.19,1,62.18,45.36,30.3,0.72,11.03,923967,NaN,401982,NaN
22-09-2021,0,138.29,78.32,991.51,70.69,1.27,25.79,1,57.79,47.89,27.52,0.9,2.98,923967,NaN,401982,NaN
23-09-2021,1,143.62,75.28,991.43,79.25,1.63,26.32,1,55.28,43.98,23.4,0.76,10.86,923967,NaN,401982,NaN
24-09-2021,8,208.78,79.94,991.57,64,0.78,25.77,1,57.32,47.99,26.83,0.91,12.12,923967,NaN,401982,NaN
25-09-2021,19,220.16,76.13,991.44,25.69,0.64,26.89,1,73.3,47.79,38.76,0.68,9.1,923967,NaN,401982,NaN
26-09-2021,21,153.76,74.97,991.42,74.08,0.81,26.95,1,74.88,46.69,36.04,0.79,6.21,923967,NaN,401982,NaN
27-09-2021,41,238.08,75.49,919.15,19.4,0.43,27.62,1,91.68,46.41,46.24,0.94,6.27,923967,NaN,401982,NaN
28-09-2021,38,163.22,69.46,826.08,11.48,0.91,28.87,1,87.43,51.18,43.13,0.8,5.7,923967,NaN,401982,NaN
29-09-2021,73,134.18,67.77,991.2,13.29,1.15,29.03,1,62.87,49.05,29.15,1.03,9.69,923967,NaN,401982,NaN
30-09-2021,33,165.16,71.53,991.31,63.83,0.64,28.2,1,67.09,46.05,31.86,0.75,13.12,923967,NaN,401982,NaN
01-10-2021,8,238.63,78.77,991.52,294.59,0.42,26.9,1,82.27,52.28,44.56,1.08,47.29,923967,NaN,401982,NaN
02-10-2021,6,260.43,73.93,991.39,228.28,0.61,27.9,1,100.01,48.53,55.49,0.84,23.46,923967,NaN,401982,NaN
03-10-2021,23,232.44,72.5,991.34,10.12,0.9,27.99,1,79.99,43.86,41.51,0.86,24,923967,NaN,401982,NaN
04-10-2021,31,235.29,70.21,991.28,38.23,0.67,27.96,1,63.36,38.47,30.27,0.84,31.25,923967,NaN,401982,NaN
05-10-2021,32,216.29,71.79,985.4,69.83,0.5,27.44,1,95.78,45.46,40.86,0.88,28.98,923967,NaN,401982,NaN
06-10-2021,34,269.29,72.84,978.01,5.56,0.71,27.38,1,98.29,43.41,50.11,0.86,17.61,923967,NaN,401982,NaN
07-10-2021,98,255.51,71.33,977.98,5.57,0.74,26.03,1,121.39,46.58,64.34,0.94,18.04,923967,NaN,401982,NaN
08-10-2021,121,245.41,62.71,977.71,5.54,0.95,27.32,1,159.86,54.16,82.95,0.99,19.88,923967,NaN,401982,NaN
09-10-2021,224,243.23,66.97,977.85,5.6,0.76,25.57,1,141.62,51.72,72.99,1.01,16.67,923967,NaN,401982,NaN
10-10-2021,296,246.02,67.1,977.85,5.52,0.69,25.66,1,129.91,51.31,72.2,1.17,24.94,923967,NaN,401982,NaN
11-10-2021,137,251.84,67.36,977.86,5.44,0.59,25.65,1,126.02,50.53,64.26,1.09,18.89,923967,NaN,401982,NaN
12-10-2021,153,246.78,61.61,977.69,5.48,0.72,26.24,1,154.59,51.63,83.79,1.04,15.64,923967,NaN,401982,NaN
13-10-2021,253,269.63,53.34,977.44,78,1.16,25.58,1,184.81,55.75,75.76,0.92,17.72,923967,NaN,401982,NaN
14-10-2021,521,260.76,56.96,977.55,164.42,1.21,22.75,1,158.57,59.63,71.76,0.95,15.95,923967,NaN,401982,NaN
15-10-2021,1159,252.04,60.66,977.66,164.07,0.68,23.43,1,161.42,65.14,79.41,1.05,15.79,923967,NaN,401982,NaN
16-10-2021,778,248.48,68.35,977.89,141.58,0.41,24.48,1,252.93,66.06,168.83,1.24,16.46,923967,NaN,401982,NaN
17-10-2021,16,231.43,82.66,978.31,58.66,0.55,22.66,1,168.78,50.9,132.59,0.98,16.4,923967,NaN,401982,NaN
18-10-2021,79,250.8,87.22,978.43,50.65,0.79,19.99,1,40.93,44.1,23.02,0.84,13.62,923967,NaN,401982,NaN
19-10-2021,590,257.76,76.06,978.1,142.7,1.37,22.73,1,94.96,48.95,58.68,0.92,14.28,923967,NaN,401982,NaN
20-10-2021,1269,242.34,73.17,978.02,134.21,0.76,21.82,1,167.8,53.5,98.05,1.16,16.88,923967,NaN,401982,NaN
21-10-2021,941,237.79,54.32,977.48,170.33,1.17,22.82,1,198.51,61.18,73.41,1.17,18.89,923967,NaN,401982,NaN
22-10-2021,1043,235.08,62.93,977.72,110.74,0.98,22,1,122.27,53.19,52.51,1.07,17.23,923967,NaN,401982,NaN
23-10-2021,806,221.88,69.61,977.92,120.97,0.69,21.89,1,114.66,60.43,62.28,0.92,17.31,923967,NaN,401982,NaN
24-10-2021,34,197.52,72.03,977.99,66.12,1.06,20.92,1,122.93,60.8,65.14,0.88,14.71,923967,NaN,401982,NaN
25-10-2021,213,246.96,73.65,978.04,109.3,0.93,19.36,1,91.43,58.08,49.09,1.01,15.76,923967,NaN,401982,NaN
26-10-2021,527,259.89,71.6,977.99,106.7,0.82,18.27,1,122,61.41,68.14,1.03,15.89,923967,NaN,401982,NaN
27-10-2021,421,258.4,69.92,977.93,77.35,0.8,17.91,1,197.14,70.32,108.98,1.1,16.19,923967,NaN,401982,NaN
28-10-2021,1132,262.38,70.48,977.95,83.46,0.73,17.75,1,203.58,71.22,126.27,1.24,15.92,923967,NaN,401982,NaN
29-10-2021,1384,255.74,72.31,978,74.71,0.45,18.23,1,218.81,72.8,134.03,1.14,17.88,923967,NaN,401982,NaN
30-10-2021,1993,255.83,65.97,977.82,88.47,0.89,18.59,1,201.03,75.9,117.68,0.92,15.91,923967,NaN,401982,NaN
31-10-2021,3080,234.45,66.57,977.84,79.71,0.71,18.33,1,243.19,75.25,131.55,1.25,16.84,923967,NaN,401982,NaN
01-11-2021,2458,218.92,69.01,977.9,77.68,0.59,17.96,1,203.62,89.59,117.9,1.44,18.39,923967,NaN,401982,NaN
02-11-2021,2834,208.93,69.53,977.92,73.84,0.74,18.66,1,203.4,82.38,122.79,1.26,16.43,923967,NaN,401982,NaN
03-11-2021,2936,222.03,73.27,978.03,66.33,0.5,22.57,1,215.53,86.32,138.67,1.16,14.94,923967,NaN,401982,NaN
04-11-2021,3537,254.51,76.95,978.14,56.41,0.38,21.62,1,397.15,68.36,339.57,1.49,17.28,923967,NaN,401982,NaN
05-11-2021,6515,240.06,78.11,978.17,52.96,0.38,20.7,1,439.02,63.68,425.5,1.94,20.43,923967,NaN,401982,NaN
06-11-2021,4600,242.12,66.44,977.83,67.48,0.7,21.29,1,402.04,76.74,336.57,1.34,17.97,923967,NaN,401982,NaN
07-11-2021,5020,265.27,68.17,977.88,74.58,0.59,20.93,1,340.07,76.69,263.4,1.22,16.68,923967,NaN,401982,NaN
08-11-2021,5433,259.37,68.82,977.91,66.17,0.59,21.15,1,338.33,80.44,257.44,1.17,17.49,923967,NaN,401982,NaN
09-11-2021,4868,275.47,67.08,977.85,60.96,0.64,21.04,1,352.91,85.54,268.04,1.3,16.99,923967,NaN,401982,NaN
10-11-2021,5833,257.6,68.18,977.88,62.94,0.48,21.45,1,307.01,91.46,214.95,1.28,17.22,923967,NaN,401982,NaN
11-11-2021,4706,255.51,76.49,978.13,51.94,0.35,19.23,1,420.77,91.88,314.8,1.6,18.04,923967,NaN,401982,NaN
12-11-2021,3993,250.24,77,978.13,65.37,0.39,19.69,1,505.74,83.96,423.84,1.5,18.97,923967,NaN,401982,NaN
13-11-2021,4637,252.92,68.98,977.9,79.53,0.56,19.33,1,363.98,90.51,278.11,1.33,17.45,923967,NaN,401982,NaN
14-11-2021,2847,244.47,66.38,977.82,80.58,0.4,18.67,1,238.28,88.68,159.32,1.09,16.02,923967,NaN,401982,NaN
15-11-2021,2579,249.73,69.34,977.92,76.12,0.41,18.21,1,283.96,91.9,191.29,1.55,15.77,923967,NaN,401982,NaN
16-11-2021,2112,259.42,69.04,977.91,79.22,0.59,18.15,1,327.55,85.67,249.64,1.17,35.79,923967,NaN,401982,NaN
17-11-2021,889,242.97,70.55,977.95,75.07,0.42,18.17,1,255.21,88.88,193.12,1.32,19.83,923967,NaN,401982,NaN
18-11-2021,846,238.02,72.1,977.99,73.86,0.41,19.05,1,257.79,102.12,183.86,1.41,22.14,923967,NaN,401982,NaN
19-11-2021,802,256.22,71.26,977.97,65.48,0.45,18.69,1,285.32,97.29,221.47,1.31,25.04,923967,NaN,401982,NaN
20-11-2021,592,244.12,69.04,977.91,69.01,0.42,19.65,1,298.28,100.53,212.41,1.6,21.66,923967,NaN,401982,NaN
21-11-2021,571,259.36,64.22,977.76,87.97,0.86,18.99,1,242.57,87.33,179.89,1.1,17.8,923967,NaN,401982,NaN
22-11-2021,282,242.78,47.15,977.26,89.11,1.25,20.86,1,231.96,80.29,135.58,0.87,17.03,923967,NaN,401982,NaN
23-11-2021,189,221.3,60.12,977.64,81,0.68,17.7,1,211.61,81.27,132.42,1.06,18.9,923967,NaN,401982,NaN
24-11-2021,143,236.38,69.09,977.91,75.26,0.37,18.02,1,318.67,128.96,216.67,2.02,22.55,923967,NaN,401982,NaN
25-11-2021,114,204.6,73.94,978.05,64.34,0.4,18.04,1,342.21,112.49,252.89,1.64,20.53,923967,NaN,401982,NaN
26-11-2021,124,242.88,73.91,978.05,63.33,0.34,18.42,1,336.95,106.26,252.97,1.39,22.15,923967,NaN,401982,NaN
27-11-2021,96,210.78,75.45,978.09,69.92,0.46,18.2,1,324.99,102.12,240.38,2.23,24.69,923967,NaN,401982,NaN
28-11-2021,26,223.57,77.83,978.16,68.43,0.38,18.8,1,331.03,76.38,259.48,1.48,16.08,923967,NaN,401982,NaN
29-11-2021,45,256.78,72.08,977.99,79.96,0.64,18.04,1,302.35,84.18,217.06,1.1,22.17,923967,NaN,401982,NaN
30-11-2021,39,263.69,67.35,977.86,85.28,0.7,18.5,1,253.12,87.08,164.17,0.7,5.43,923967,NaN,401982,NaN
01-12-2021,2,238.57,75.85,978.11,51.88,0.32,17.86,1,333.84,105.18,227.44,0.91,7.23,923967,NaN,401982,NaN
02-12-2021,7,238.41,81.03,978.27,34.89,0.4,17.6,1,338.46,90.36,269.61,0.64,6.73,923967,NaN,401982,NaN
03-12-2021,23,256.46,77.79,978.16,56.32,0.61,18.44,1,273.99,76.81,187.33,0.96,6.98,923967,NaN,401982,NaN
04-12-2021,37,253.43,72.78,978.02,76.13,0.5,18.69,1,222.98,63.97,141.69,0.59,8.54,923967,NaN,401982,NaN
05-12-2021,10,223.61,75.82,978.11,41.12,0.38,19.02,1,207.84,79.85,135.18,1.72,12.17,923967,NaN,401982,NaN
06-12-2021,19,245.65,73.2,978.03,57.54,0.81,20.3,1,215.3,73.03,135.22,0.67,22.05,923967,NaN,401982,NaN
07-12-2021,32,257.52,69.85,977.94,75.38,0.79,18.22,1,160.5,54.44,93.4,0.33,5.9,923967,NaN,401982,NaN
08-12-2021,19,248.11,70.03,977.95,78.25,0.68,16.34,1,163.78,43.83,98.68,0.38,18.82,923967,NaN,401982,NaN
09-12-2021,11,253.92,73.07,978.03,64.82,0.42,15.99,1,221.24,48.9,140.85,0.5,11.41,923967,NaN,401982,NaN
10-12-2021,16,246.84,71.88,977.99,68.88,0.63,16.06,1,212.82,49.16,136.65,0.4,16.51,923967,NaN,401982,NaN
11-12-2021,28,252.49,67.39,977.86,79.75,0.69,15.23,1,162.57,46.6,102.03,0.19,11.51,923967,NaN,401982,NaN
12-12-2021,34,244.37,68.6,977.89,66.84,0.46,14.63,1,169.37,50.54,109.07,NaN,12.96,923967,NaN,401982,NaN
13-12-2021,39,229.58,73.58,978.04,53.73,0.47,13.93,1,220.79,56.59,156.78,0.4,12.82,923967,NaN,401982,NaN
14-12-2021,13,223.61,74.61,978.07,54.66,0.45,14.55,1,271.76,52.49,193.59,0.66,13.73,923967,NaN,401982,NaN
15-12-2021,25,258.91,69.87,977.93,70.52,0.69,14.8,1,219.65,50.18,155.81,0.48,12.44,923967,NaN,401982,NaN
16-12-2021,13,242.42,66.33,977.82,56.04,0.66,15.22,1,281.41,58.49,198.9,0.4,12.01,923967,NaN,401982,NaN
17-12-2021,13,270.21,57.1,977.55,81.05,1.71,15.33,1,219.97,49.29,148.34,0.23,11.98,923967,NaN,401982,NaN
18-12-2021,38,243.34,66.44,977.82,66.43,1.34,12.19,1,209.48,46.16,138.3,0.27,11.33,923967,NaN,401982,NaN
19-12-2021,33,240.6,61.65,977.68,69.9,0.96,12.04,1,215.12,48.5,134.3,0.34,15.04,923967,NaN,401982,NaN
20-12-2021,11,257.51,66.07,977.82,70.67,0.72,11.53,1,244.37,52.25,159.74,0.48,12.11,923967,NaN,401982,NaN
21-12-2021,36,249.42,65.98,977.81,63,0.58,12.51,1,335.76,61.34,253.72,1.17,21.77,923967,NaN,401982,NaN
22-12-2021,34,258.13,67.04,977.85,59.57,0.51,13.36,1,336.18,63.67,244.99,0.76,13.72,923967,NaN,401982,NaN
23-12-2021,30,226.65,71.87,977.99,50.98,0.58,13.85,1,417.8,73.72,320.16,1.24,15.54,923967,NaN,401982,NaN
24-12-2021,18,209.44,74.99,978.08,54.93,0.53,14.32,1,305.24,55.71,222.44,1.01,13.53,923967,NaN,401982,NaN
25-12-2021,5,233.61,76.95,978.14,45.75,0.34,14.98,1,426.71,67.02,356.8,1.63,14.72,923967,NaN,401982,NaN
26-12-2021,1,207.12,80.29,978.24,34.93,0.44,16.23,1,429.43,58.52,336.12,1.22,13.4,923967,NaN,401982,NaN
27-12-2021,23,252.86,74.91,978.08,59.77,0.42,15.95,1,142.76,42.54,95.09,0.78,11.6,923967,NaN,401982,NaN
28-12-2021,22,233.72,81.4,978.28,22.08,0.33,14.77,1,185.52,51.49,118.4,0.7,12.46,923967,NaN,401982,NaN
29-12-2021,23,259.52,73.1,978.02,70.35,0.68,13.97,1,170.76,40.02,108.28,0.88,12.47,923967,NaN,401982,NaN
30-12-2021,6,257.69,68.81,977.9,63.8,0.47,11.47,1,191.68,43.46,117.42,0.83,12.59,923967,NaN,401982,NaN
31-12-2021,14,246.32,68.61,977.9,81.34,0.67,11.69,1,236.97,43.73,145.97,0.69,11.89,923967,NaN,401982,NaN
