DATE,FIRECOUNT,WD,RH,BP,SR,WS,AT,CONST,PM10,NO2,PM25,CO,SO2,GSDP,GSVA,GSDP_CAP,HDI
01-09-2016,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
02-09-2016,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
03-09-2016,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
04-09-2016,3,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
05-09-2016,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
06-09-2016,7,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
07-09-2016,3,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
08-09-2016,12,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
09-09-2016,8,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
10-09-2016,3,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
11-09-2016,3,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
12-09-2016,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
13-09-2016,6,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
14-09-2016,7,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
15-09-2016,10,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
16-09-2016,13,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
17-09-2016,4,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
18-09-2016,18,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
19-09-2016,24,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
20-09-2016,32,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
21-09-2016,13,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
22-09-2016,10,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
23-09-2016,31,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
24-09-2016,56,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
25-09-2016,72,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,616085,531175,326005,0.729
26-09-2016,44,236.92,69.54,736.69,20.66,0.58,27.15,1,163.04,42.04,80.07,0,14.12,616085,531175,326005,0.729
27-09-2016,9,205.53,80.83,737,5.02,0.44,23.95,1,NaN,23.25,NaN,0,7.39,616085,531175,326005,0.729
28-09-2016,24,261.82,59.35,736.33,41.91,0.54,28.93,1,186.64,52.19,87.15,0,7.56,616085,531175,326005,0.729
29-09-2016,30,187.98,65.88,736.45,105.74,0.9,28.76,1,179.34,47.82,93.18,0,11.79,616085,531175,326005,0.729
30-09-2016,85,239.77,66.48,736.53,108,0.65,28.48,1,133.91,37.44,65.21,0,7.72,616085,531175,326005,0.729
01-10-2016,138,217.89,67.23,736.52,110.78,0.75,28.98,1,168.89,40.65,75.99,0,12.83,616085,531175,326005,0.729
02-10-2016,66,205.76,68.99,736.59,100.17,0.88,29.04,1,113.72,33.01,60.79,0,9.87,616085,531175,326005,0.729
03-10-2016,45,245.64,67.63,736.5,101.69,0.76,29.64,1,164.97,34.77,91.9,0,10.19,616085,531175,326005,0.729
04-10-2016,43,240.22,77.79,736.8,64.13,0.66,26.52,1,202.33,51.49,117.36,0,12.5,616085,531175,326005,0.729
05-10-2016,106,247.02,80.25,736.85,62.42,0.48,25.09,1,61.63,43.41,54.53,0,10.46,616085,531175,326005,0.729
06-10-2016,248,249.19,75.62,736.68,93.4,0.52,26.5,1,136.07,39.51,66.84,0,9.32,616085,531175,326005,0.729
07-10-2016,271,249.73,69.38,736.58,109.96,0.93,26.83,1,133.64,38.31,77.63,0,11.96,616085,531175,326005,0.729
08-10-2016,140,250.34,66.08,736.56,110.89,0.91,26.52,1,156.74,38.55,68.84,0,9.67,616085,531175,326005,0.729
09-10-2016,363,231.46,68.41,736.59,106.94,0.6,25.81,1,191.99,52.24,94.9,0,13.52,616085,531175,326005,0.729
10-10-2016,560,257.38,61.28,736.37,89.89,0.74,25.55,1,169.41,45.44,71.31,0,11.09,616085,531175,326005,0.729
11-10-2016,899,250.21,61.45,736.45,110.01,0.95,24.57,1,182.77,39.26,79.36,0,8.76,616085,531175,326005,0.729
12-10-2016,825,250.21,54.92,736.25,110.2,1.01,24.3,1,178.61,48.22,69.95,0,9.38,616085,531175,326005,0.729
13-10-2016,679,245.89,47.72,736.04,111.17,1.21,24.4,1,151.84,49.27,55.39,0,9.72,616085,531175,326005,0.729
14-10-2016,993,264.77,51.47,736.16,109.91,0.91,23.74,1,165.22,49.95,61.52,0,10.07,616085,531175,326005,0.729
15-10-2016,1176,256.33,55.43,736.27,107.07,0.84,22.66,1,219.56,62.74,93.86,0,13.25,616085,531175,326005,0.729
16-10-2016,1732,250.42,51.71,736.1,107.62,0.9,23.42,1,188.24,60.21,80.1,0,13.68,616085,531175,326005,0.729
17-10-2016,1890,251.47,52.88,736.16,106.82,0.8,22.77,1,212.41,60.79,97.93,0,10.25,616085,531175,326005,0.729
18-10-2016,1220,253.37,52.59,736.18,106.09,0.87,22.85,1,228.51,60.1,99.51,0,13.56,616085,531175,326005,0.729
19-10-2016,1367,250.83,51.45,736.12,105.38,0.79,23.04,1,201.31,54.9,81.52,0,10.87,616085,531175,326005,0.729
20-10-2016,1241,244.57,49.4,736.01,107.96,0.88,23.17,1,189.32,54.05,67.16,0,12.36,616085,531175,326005,0.729
21-10-2016,1678,253.06,48.66,735.99,107.64,1.06,23.46,1,194.61,49.37,60.45,0,12.64,616085,531175,326005,0.729
22-10-2016,2802,244.07,50.69,736.14,107.25,1.14,23.88,1,210.78,49.92,67.83,0,9.54,616085,531175,326005,0.729
23-10-2016,2122,249.35,51.69,736.2,100.52,1.07,22.88,1,276.24,53.19,133.85,0,10.82,616085,531175,326005,0.729
24-10-2016,1291,254.55,49.83,736.01,104.13,1.03,22.9,1,258.4,52.71,103.99,0,10.97,616085,531175,326005,0.729
25-10-2016,1955,252.17,51.18,736.1,105.61,1.19,22.77,1,188.3,51.82,63.91,0,11.22,616085,531175,326005,0.729
26-10-2016,2568,242.98,57.1,736.38,100.28,0.73,22.28,1,314.09,65.13,136.71,0,12.66,616085,531175,326005,0.729
27-10-2016,3158,260.76,57.86,736.38,100.97,0.84,21.11,1,375.95,68.05,185.7,0,12.47,616085,531175,326005,0.729
28-10-2016,2930,263.91,56.04,736.35,98.74,0.82,20.06,1,363.62,66.62,188.36,0,14.06,616085,531175,326005,0.729
29-10-2016,2112,229.67,60.93,736.51,85.52,0.45,19.65,1,477.56,123.95,224.53,0,31.71,616085,531175,326005,0.729
30-10-2016,1447,220.74,66.54,736.56,90.01,0.55,19.66,1,374.18,76.48,248.7,0,17.27,616085,531175,326005,0.729
31-10-2016,5411,244.69,67.79,736.59,87.66,0.49,19.22,1,480.86,65.86,318.82,0,30.86,616085,531175,326005,0.729
01-11-2016,5222,255.86,64.91,736.52,93.31,0.57,19.09,1,584.66,64.65,342.29,0,13.51,616085,531175,326005,0.729
02-11-2016,3369,249.99,68.99,736.63,76.89,0.48,19.07,1,689.87,81.69,456.42,0,12.89,616085,531175,326005,0.729
03-11-2016,4029,233.33,66.84,736.55,93.6,0.51,19.7,1,600.35,72.76,218.4,0,11.52,616085,531175,326005,0.729
04-11-2016,3412,250.28,65.63,736.58,87.65,0.6,19.13,1,455.96,75.25,325.25,0,11.48,616085,531175,326005,0.729
05-11-2016,4395,258.57,71.45,736.64,65.84,0.67,17.87,1,916.19,81.92,570.87,0,11.01,616085,531175,326005,0.729
06-11-2016,6184,236.72,74.69,736.69,65.05,0.44,16.83,1,NaN,96.42,189.62,0,12.16,616085,531175,326005,0.729
07-11-2016,8539,238.72,62.75,736.49,103.85,0.99,19.09,1,744.9,66.06,460.72,0,10.16,616085,531175,326005,0.729
08-11-2016,4220,244.9,51.71,736,91.53,1.33,19.37,1,486.28,64.31,361.26,0,11.19,616085,531175,326005,0.729
09-11-2016,3959,255.36,56.35,736.3,90.42,0.74,16.63,1,398.96,76.17,282.01,0,10.69,616085,531175,326005,0.729
10-11-2016,2983,242.81,56.34,736.39,87.7,0.55,16.99,1,408.91,100.61,268.88,0,13.83,616085,531175,326005,0.729
11-11-2016,4238,225.53,63.57,736.54,85.22,0.68,16.69,1,420.35,111.17,269.34,0,15.58,616085,531175,326005,0.729
12-11-2016,2066,211.36,65.96,736.55,82.08,0.66,16.99,1,388.68,93.51,223.76,0,13.82,616085,531175,326005,0.729
13-11-2016,1028,215.25,62.73,736.55,82.82,0.69,17.93,1,256.57,82.61,164.41,0,11.35,616085,531175,326005,0.729
14-11-2016,687,264.41,57.01,736.22,31.12,0.49,17.27,1,219.17,71.5,120.31,0,8.64,616085,531175,326005,0.729
15-11-2016,855,258.19,58.72,736.38,80.63,0.66,16.35,1,307.39,78.96,191.75,0,13.22,616085,531175,326005,0.729
16-11-2016,991,259.32,55.59,736.31,83.19,0.8,15.7,1,353.34,85.58,230.96,0,10.53,616085,531175,326005,0.729
17-11-2016,1049,234.78,51.06,736.09,87.12,1.03,16.69,1,311.8,78.86,183.56,0,9.9,616085,531175,326005,0.729
18-11-2016,694,259.89,55.06,736.2,84.47,0.88,15.89,1,305.17,78.48,191.6,0,11.09,616085,531175,326005,0.729
19-11-2016,349,249.45,59.02,736.46,84.72,0.62,15.54,1,339.65,90.08,174.21,0,11.75,616085,531175,326005,0.729
20-11-2016,360,223.23,63.73,736.53,81.98,0.63,15.58,1,324.98,110.39,191.5,0,11.4,616085,531175,326005,0.729
21-11-2016,210,234.06,72.5,736.59,59.66,0.52,12.74,1,359.87,101.51,215.09,0,11.92,616085,531175,326005,0.729
22-11-2016,214,239.83,50.76,736.07,86.76,0.89,17.96,1,218.09,86.93,106.45,0,10.58,616085,531175,326005,0.729
23-11-2016,126,257.04,58.81,736.39,85.16,0.78,16.47,1,248.49,80.63,140.91,0,9.76,616085,531175,326005,0.729
24-11-2016,61,253.78,55.91,736.34,82.59,1,16.91,1,338.88,89.35,191.07,0,13,616085,531175,326005,0.729
25-11-2016,71,255.53,34.22,735.8,86.27,2.26,20.63,1,291.92,58.23,91.05,0,11.62,616085,531175,326005,0.729
26-11-2016,56,247.59,35.04,735.81,86.36,1.97,21.29,1,205.77,63.65,80.73,0,13.04,616085,531175,326005,0.729
27-11-2016,104,249.8,37.48,735.82,86.09,1.64,20.45,1,204.15,57.05,96.7,0,12.42,616085,531175,326005,0.729
28-11-2016,111,259.97,41.29,735.89,88.49,1.25,17.11,1,193.26,69.75,92.51,0,16.02,616085,531175,326005,0.729
29-11-2016,27,245.09,59.74,736.39,66.91,0.47,14.66,1,343.69,112.99,205.37,0,17.27,616085,531175,326005,0.729
30-11-2016,40,188.25,77.46,736.73,79.73,0.84,15.97,1,333.04,70.61,240.96,0,19.73,616085,531175,326005,0.729
01-12-2016,58,199.8,82.67,736.83,59.43,0.61,15.21,1,362.91,62.11,278.17,0,6.04,616085,531175,326005,0.729
02-12-2016,191,231.39,79.62,736.76,68.62,0.63,14.82,1,396.28,67.39,285.53,0,7.04,616085,531175,326005,0.729
03-12-2016,215,223.74,78.37,736.77,73.26,0.78,13.44,1,275.06,67.95,196.83,0,2.98,616085,531175,326005,0.729
04-12-2016,279,278.1,51.89,736.21,49.15,0.6,15.35,1,254.49,75.7,140.51,0,11.38,616085,531175,326005,0.729
05-12-2016,161,267.48,60.91,736.48,75.73,0.67,13.87,1,299.61,69.78,172.18,0,10.81,616085,531175,326005,0.729
06-12-2016,87,206.22,71.93,736.66,57.2,0.53,13.1,1,464.15,104.99,297.86,0,13.84,616085,531175,326005,0.729
07-12-2016,189,216.93,76.45,736.73,66.17,0.5,13.51,1,458.85,76.84,275.53,0,9.21,616085,531175,326005,0.729
08-12-2016,232,193.16,77.99,736.76,66.69,0.6,11.59,1,323.98,70.29,225.69,0,8.95,616085,531175,326005,0.729
09-12-2016,248,209.76,71.93,736.66,70.94,0.61,13.84,1,348.72,78.74,226.22,0,10.22,616085,531175,326005,0.729
10-12-2016,3,133.55,80.49,736.82,61.88,1.37,13.06,1,278.66,67.99,196.83,0,5.99,616085,531175,326005,0.729
11-12-2016,19,210.85,76.01,736.72,70.39,0.87,14.82,1,256.81,58.91,175.32,0,5.78,616085,531175,326005,0.729
12-12-2016,8,246.03,65.66,736.51,71.88,0.64,15.29,1,260.94,56.02,165.25,0,6.91,616085,531175,326005,0.729
13-12-2016,39,251.72,64.92,736.53,67.62,0.75,14.9,1,298.79,62.09,169.12,0,8.99,616085,531175,326005,0.729
14-12-2016,46,248.74,66.68,736.57,74.74,0.95,13.5,1,220.99,50.03,127.06,0,4.07,616085,531175,326005,0.729
15-12-2016,23,241.49,64.74,736.53,74.26,1.06,12.81,1,225.9,52.55,132.96,0,4.74,616085,531175,326005,0.729
16-12-2016,77,251.59,64.15,736.52,73.06,0.7,11.42,1,285.96,61.95,162.65,0,18.96,616085,531175,326005,0.729
17-12-2016,104,251.17,69.81,736.62,63.53,0.7,10.94,1,316.51,68.7,197.84,0,10.94,616085,531175,326005,0.729
18-12-2016,71,247.95,68.32,736.59,72.23,0.71,10.63,1,294.18,71.67,194,0,6.92,616085,531175,326005,0.729
19-12-2016,157,234.97,65.94,736.42,70.08,1.07,12.36,1,353.99,70.94,229.06,0,11.02,616085,531175,326005,0.729
20-12-2016,103,247.93,56.78,736.22,74.84,1.71,15.26,1,251.92,65.62,144.61,0,10.13,616085,531175,326005,0.729
21-12-2016,274,237.99,56.05,736.18,77.46,1.49,14.25,1,221.27,55.91,120.29,0,7.46,616085,531175,326005,0.729
22-12-2016,91,251.95,61.46,736.49,71.74,0.83,12.48,1,286,75.87,147.54,0,19.48,616085,531175,326005,0.729
23-12-2016,53,229.29,72.19,736.66,62.01,0.54,11.58,1,476.95,97.65,324.48,0,15.78,616085,531175,326005,0.729
24-12-2016,85,163.73,74.51,736.69,61.33,1.05,12.41,1,513.28,100.5,365.39,0,10.6,616085,531175,326005,0.729
25-12-2016,36,218.3,81.16,737,17.68,1.41,11.37,1,317.19,60.88,231.91,0,3.97,616085,531175,326005,0.729
26-12-2016,25,254.94,71.93,736.61,70.68,1.1,12.9,1,251.63,69.58,160.12,0,7.24,616085,531175,326005,0.729
27-12-2016,25,251.89,79.86,736.92,30.13,0.8,8.45,1,311.36,62.17,212.7,0,4.41,616085,531175,326005,0.729
28-12-2016,55,236.64,63.86,736.51,78.97,0.66,11.78,1,327.18,75.91,204.75,0,9.68,616085,531175,326005,0.729
29-12-2016,86,159.09,75.79,736.75,66.76,1.42,10.92,1,392.97,75.01,261.34,3.18,8.98,616085,531175,326005,0.729
30-12-2016,81,133.73,70.31,736.51,149.79,1.79,13.79,1,275.38,77.22,170.88,3.02,3.86,616085,531175,326005,0.729
31-12-2016,38,156.46,75.75,736.66,119.14,1.49,12.54,1,258.24,69.72,172.42,2.66,4.84,616085,531175,326005,0.729
01-09-2017,0,215.94,83.94,736.93,101.6,0.91,25.75,1,26.69,23.78,16,1.25,5.52,677900,586900,351663,0.74
02-09-2017,1,246.9,82.8,737,80.38,0.88,25.05,1,33.77,19.75,16.7,1.18,5.28,677900,586900,351663,0.74
03-09-2017,2,256.35,74.73,736.64,130.63,0.95,27.4,1,46.38,17.73,22.62,1.28,5.23,677900,586900,351663,0.74
04-09-2017,2,257.41,72.14,736.57,123.08,1.21,28.46,1,65.63,19.79,31.54,1.09,6.2,677900,586900,351663,0.74
05-09-2017,1,256.8,67.05,736.45,129.9,1.21,28.37,1,55.69,21.57,22.51,0.94,5.43,677900,586900,351663,0.74
06-09-2017,0,238.25,67.43,736.5,128.83,1.19,28.41,1,60.89,25.4,25.83,0.94,6.19,677900,586900,351663,0.74
07-09-2017,1,234.87,75.82,736.67,106.52,1.03,26.35,1,60.47,27.1,37.57,1.13,6.5,677900,586900,351663,0.74
08-09-2017,2,275.78,70.41,736.55,125.99,0.92,28.23,1,82.11,25.43,55.19,1.26,6.75,677900,586900,351663,0.74
09-09-2017,3,264.86,71.54,736.56,122.57,0.97,28.07,1,102.8,25.18,49.84,1.3,5.9,677900,586900,351663,0.74
10-09-2017,5,257.31,67.52,736.54,122.12,0.75,29.03,1,100.62,24.51,56.21,1.49,6.35,677900,586900,351663,0.74
11-09-2017,2,260.99,67.39,736.48,122.38,0.85,28.63,1,98.1,26.94,53.83,1.31,7.27,677900,586900,351663,0.74
12-09-2017,3,268.94,66.71,736.48,126.5,0.98,28.54,1,75.27,25.37,42.32,0.95,5.18,677900,586900,351663,0.74
13-09-2017,2,262.45,67.84,736.54,124.84,0.78,28.86,1,95.65,27.07,58.23,1.52,7.24,677900,586900,351663,0.74
14-09-2017,1,263.65,70.52,736.56,109.05,0.58,28.73,1,131.49,29.08,77.56,1.37,6.86,677900,586900,351663,0.74
15-09-2017,0,271.34,61.47,736.39,125.85,0.88,29.72,1,113.39,30.08,55.83,1.07,7.89,677900,586900,351663,0.74
16-09-2017,0,270.23,70.17,736.56,59.64,0.71,27.03,1,115.91,38.16,62.55,1.52,8.14,677900,586900,351663,0.74
17-09-2017,10,269.73,64.81,736.42,120.22,1.16,28.19,1,88.39,28.72,48.25,1.18,6.78,677900,586900,351663,0.74
18-09-2017,14,268.06,59.9,736.32,125.3,1.28,29.22,1,100.85,30.8,54.15,1.3,7.97,677900,586900,351663,0.74
19-09-2017,20,264.1,58.61,736.34,117.24,0.69,28.98,1,126.77,46.54,74.57,1.5,9.35,677900,586900,351663,0.74
20-09-2017,20,246.14,62.16,736.48,119.25,0.69,27.53,1,132.24,45.85,86.05,1.92,7.4,677900,586900,351663,0.74
21-09-2017,7,164.67,69.14,736.5,106.94,1.53,27.62,1,82.96,38.28,59.34,1.21,6.01,677900,586900,351663,0.74
22-09-2017,2,186.7,82.57,737,31.49,1.2,23.84,1,31,30.83,16.48,1.1,7.76,677900,586900,351663,0.74
23-09-2017,3,264.51,89.99,737,35.75,0.93,22.34,1,39.59,26.63,16.52,1.08,6.98,677900,586900,351663,0.74
24-09-2017,9,278.96,80.52,736.78,52.35,1.14,24.42,1,76.91,28.26,40.42,1.22,7.49,677900,586900,351663,0.74
25-09-2017,10,255.94,73.94,736.63,46.18,0.87,26.5,1,110.23,27.08,54.65,1.56,5.88,677900,586900,351663,0.74
26-09-2017,19,256.49,72.55,736.62,120.78,0.82,26.68,1,129.56,27.65,65.11,1.96,6.9,677900,586900,351663,0.74
27-09-2017,42,243.51,69.18,736.59,118.57,0.57,26.68,1,154.45,36.38,82.55,2.35,9.29,677900,586900,351663,0.74
28-09-2017,64,262.34,69.06,736.59,118.11,0.57,26.64,1,146.87,35.37,74.03,2.07,6.18,677900,586900,351663,0.74
29-09-2017,36,259.6,68.7,736.59,115.33,0.74,26.62,1,154.87,34.8,81.23,2.23,8.46,677900,586900,351663,0.74
30-09-2017,60,256.56,64.78,736.53,105.35,0.88,26.05,1,146.9,33.17,74.84,1.5,7.71,677900,586900,351663,0.74
01-10-2017,66,259.01,62.14,736.52,118.85,0.81,25.32,1,140.39,33.97,66.07,1.6,7.16,677900,586900,351663,0.74
02-10-2017,70,251.82,56.85,736.41,91.07,1.03,25.93,1,127.98,31.7,58.95,1.81,6.62,677900,586900,351663,0.74
03-10-2017,100,262.48,62.98,736.48,117.28,0.82,25.51,1,148.97,37.47,72.75,1.59,7.98,677900,586900,351663,0.74
04-10-2017,131,260.34,61.97,736.43,115,0.84,26.63,1,161.47,40.89,78.69,1.69,7.28,677900,586900,351663,0.74
05-10-2017,153,274.59,55.68,736.33,117.08,0.92,27.76,1,166.97,41,78.33,1.43,7,677900,586900,351663,0.74
06-10-2017,149,272.64,49.58,736.13,102.18,0.88,27.61,1,154.48,43.64,73.34,1.38,8.19,677900,586900,351663,0.74
07-10-2017,185,270.25,58.8,736.47,9.44,0.7,25.89,1,160.62,43.57,83.78,1.67,8.88,677900,586900,351663,0.74
08-10-2017,347,272.47,66.89,736.6,6.95,0.56,25.1,1,193.21,38.63,117.16,2.03,7.93,677900,586900,351663,0.74
09-10-2017,288,243.03,64.02,736.53,46.42,0.56,25.16,1,184.49,46.77,105.12,2.48,7.42,677900,586900,351663,0.74
10-10-2017,290,251.09,64.96,736.54,106.28,0.56,25.02,1,205.1,49.86,129.79,2.26,7.79,677900,586900,351663,0.74
11-10-2017,171,234.43,66.02,736.53,109.91,0.62,25.14,1,189.25,44.97,114.95,2.39,7.66,677900,586900,351663,0.74
12-10-2017,446,247.89,66.78,736.57,101.39,0.55,24.5,1,213.69,47.46,136.87,2.33,8.1,677900,586900,351663,0.74
13-10-2017,445,269.5,63.24,736.52,106.31,0.79,24.51,1,190.74,45.65,126.98,2.3,6.85,677900,586900,351663,0.74
14-10-2017,865,251.87,61.96,736.52,102.68,0.57,24.35,1,101.16,53.02,120.77,3.09,14.09,677900,586900,351663,0.74
15-10-2017,1095,240.67,60.9,736.4,100.48,0.61,23.6,1,238.35,49.93,134.03,2.88,10.26,677900,586900,351663,0.74
16-10-2017,549,32.33,16.35,NaN,104.43,0.54,23.77,1,253.33,58.46,130.36,3.2,10.76,677900,586900,351663,0.74
17-10-2017,936,0.03,0.6,NaN,9.05,0.77,23.18,1,241.85,51.22,122.1,2.78,8.54,677900,586900,351663,0.74
18-10-2017,956,NaN,NaN,NaN,94.2,0.59,21.05,1,256.01,27.79,145.1,1.56,3.92,677900,586900,351663,0.74
19-10-2017,1957,NaN,NaN,NaN,27.08,0.5,24.09,1,266.09,20.96,178.23,1.41,8.75,677900,586900,351663,0.74
20-10-2017,2349,NaN,NaN,NaN,88.13,0.45,23.15,1,546.25,27.07,326.74,2.37,14.74,677900,586900,351663,0.74
21-10-2017,1305,NaN,NaN,NaN,97.14,0.44,14.93,1,353.81,33.85,254.89,2.03,12.82,677900,586900,351663,0.74
22-10-2017,999,NaN,NaN,NaN,102.53,0.05,3.03,1,252.06,38.21,153.88,3.08,22.38,677900,586900,351663,0.74
23-10-2017,1069,97.24,20.07,NaN,12.78,0.48,22.26,1,248.09,60.8,142.6,3.63,25.05,677900,586900,351663,0.74
24-10-2017,1601,226.65,51.04,NaN,36.51,0.72,19.75,1,261,54.24,160.1,2.62,17.13,677900,586900,351663,0.74
25-10-2017,2044,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,677900,586900,351663,0.74
26-10-2017,1707,40.02,9.38,NaN,86.22,0.39,8.8,1,87.31,24.29,45.62,0.56,2.82,677900,586900,351663,0.74
27-10-2017,1346,51.4,13.46,NaN,4.27,0.36,9.04,1,93.12,22.4,54.1,0.64,5.03,677900,586900,351663,0.74
28-10-2017,2542,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,677900,586900,351663,0.74
29-10-2017,3164,8.71,1.28,NaN,0.53,0.03,1.3,1,11.5,2.39,6.29,0.08,0.82,677900,586900,351663,0.74
30-10-2017,3424,210.72,60.38,NaN,10.72,0.39,16.17,1,258.17,43.7,156.33,3.07,13.97,677900,586900,351663,0.74
31-10-2017,3347,141.03,50.99,NaN,34.03,0.43,14.07,1,229.38,34.03,152.69,2.52,8.56,677900,586900,351663,0.74
01-11-2017,2603,90.13,30.94,NaN,50.25,0.43,13.15,1,148.25,35.88,85.49,1.49,10.13,677900,586900,351663,0.74
02-11-2017,1292,210.84,71.69,736.65,78.48,0.53,20.51,1,238.51,48.66,152.87,3.13,13.98,677900,586900,351663,0.74
03-11-2017,1904,101.48,33.75,NaN,27.3,0.23,10.12,1,139.33,23.24,89.1,1.44,6.78,677900,586900,351663,0.74
04-11-2017,5133,205.35,74.56,734.12,85.86,0.68,19.91,1,248.21,38.22,172.64,2.58,13.86,677900,586900,351663,0.74
05-11-2017,2517,230.54,69.75,736.61,82.73,0.49,19.87,1,293.71,56.11,204.5,4.38,17.4,677900,586900,351663,0.74
06-11-2017,185,262.46,68.55,736.61,5.42,0.58,19.37,1,315.17,53.42,209.46,3.1,15.86,677900,586900,351663,0.74
07-11-2017,439,252.66,70.85,736.65,5.38,0.53,18.78,1,541.67,102.06,532.25,5.47,20.64,677900,586900,351663,0.74
08-11-2017,2380,239.92,77.27,736.72,17.23,0.43,16.5,1,137.12,76.18,496.71,4.67,20.07,677900,586900,351663,0.74
09-11-2017,979,248.82,70.7,736.65,5.28,0.46,17.25,1,680.67,75.16,610.96,3.95,14.29,677900,586900,351663,0.74
10-11-2017,1998,240.72,70.69,736.64,19.07,0.45,17.01,1,448,83.73,460.58,4.16,17.08,677900,586900,351663,0.74
11-11-2017,128,246.24,71.53,736.66,6.09,0.41,16.41,1,521.25,82.87,390,3.56,20.07,677900,586900,351663,0.74
12-11-2017,24,239.17,71.99,736.65,7.12,0.45,16.41,1,568.38,77.13,519.12,3.7,17.01,677900,586900,351663,0.74
13-11-2017,260,209.52,72.41,736.66,38.64,0.56,16.27,1,493.33,79.35,416.38,3.62,15.8,677900,586900,351663,0.74
14-11-2017,1170,170.27,68.78,736.6,67.5,1.11,17.67,1,405.42,80.72,293.42,2.24,13.37,677900,586900,351663,0.74
15-11-2017,47,177.46,65.75,736.54,54.2,0.73,16.83,1,313.5,74.95,210.33,2.45,15.3,677900,586900,351663,0.74
16-11-2017,20,248.66,67.94,736.53,46.79,0.67,16.32,1,301.12,63.52,203.17,1.58,15.21,677900,586900,351663,0.74
17-11-2017,168,266.45,64.3,736.48,6.09,0.94,17.48,1,234.37,62.47,150.8,1.27,12.72,677900,586900,351663,0.74
18-11-2017,2242,269.85,55.73,736,28.93,1.11,20.09,1,219.67,62.56,141.08,1.28,18.42,677900,586900,351663,0.74
19-11-2017,2148,268.87,51,736,6.33,1.27,16.8,1,192.08,51.29,129.5,1.15,14.31,677900,586900,351663,0.74
20-11-2017,2211,257.46,49.8,736.05,25.41,0.98,14.59,1,239.79,57.65,172.08,1.49,12.85,677900,586900,351663,0.74
21-11-2017,1889,250.37,55.26,736.29,99.02,0.98,13.01,1,265.83,64.8,182.38,2.12,17.01,677900,586900,351663,0.74
22-11-2017,839,256.33,52.77,736.2,103.86,0.91,13.3,1,272.33,68.46,184.38,2.09,15.96,677900,586900,351663,0.74
23-11-2017,848,243.31,50.42,736.01,103.3,0.84,13.1,1,282.79,63.51,181.88,1.57,11.1,677900,586900,351663,0.74
24-11-2017,619,166.78,37.43,NaN,98.83,0.63,9.04,1,221.1,84.3,138.4,NaN,6.11,677900,586900,351663,0.74
