DATE,FIRECOUNT,WD,RH,WS,AT,GSDP,GSVA,GSDP_CAP,HDI,PM10,PM25,CO,NO2,SO2
01-09-2012,1,145.88,66.12,0.3,30.49,391388,342588,225117,0.713,NaN,114.62,1.84,96.74,24.74
02-09-2012,1,145.34,76.03,0.3,27.55,391388,342588,225117,0.713,NaN,131.78,1.63,98,11.47
03-09-2012,1,100.51,71.75,0.3,27.73,391388,342588,225117,0.713,NaN,33.57,0.86,51.49,8.96
04-09-2012,1,85.88,71.89,0.3,27.76,391388,342588,225117,0.713,NaN,44.01,1.38,55.36,8.63
05-09-2012,6,87.98,65.94,0.3,28.43,391388,342588,225117,0.713,NaN,28.14,1.11,45.59,8.64
06-09-2012,2,87.61,66.16,0.3,27.97,391388,342588,225117,0.713,NaN,22.71,0.89,37.73,8.6
07-09-2012,2,89.99,71.94,0.3,26.55,391388,342588,225117,0.713,NaN,21.8,2,39.6,8.14
08-09-2012,0,98.99,83.43,0.3,24.15,391388,342588,225117,0.713,NaN,12.12,0.74,27.92,7.2
09-09-2012,6,93.99,58.33,0.3,31.07,391388,342588,225117,0.713,NaN,57.54,1.64,63.53,5.72
10-09-2012,5,101.22,63.67,0.3,30.54,391388,342588,225117,0.713,NaN,77.75,1.4,60.16,18.04
11-09-2012,5,115.87,69.06,0.3,29.19,391388,342588,225117,0.713,NaN,60.46,1.35,63.34,13.95
12-09-2012,3,141.93,69.67,0.3,28.9,391388,342588,225117,0.713,NaN,71.17,1.45,74.16,18.17
13-09-2012,1,187.07,70.12,0.3,29.08,391388,342588,225117,0.713,NaN,82.85,1.6,96.14,16.2
14-09-2012,5,277.8,73.99,0.3,27.34,391388,342588,225117,0.713,NaN,29.76,1.04,45.47,25.69
15-09-2012,3,NaN,NaN,NaN,NaN,391388,342588,225117,0.713,NaN,NaN,NaN,NaN,NaN
16-09-2012,1,NaN,NaN,NaN,NaN,391388,342588,225117,0.713,NaN,NaN,NaN,NaN,NaN
17-09-2012,1,NaN,NaN,NaN,NaN,391388,342588,225117,0.713,NaN,NaN,NaN,NaN,NaN
18-09-2012,2,NaN,NaN,NaN,NaN,391388,342588,225117,0.713,NaN,NaN,NaN,NaN,NaN
19-09-2012,6,NaN,NaN,NaN,NaN,391388,342588,225117,0.713,NaN,NaN,NaN,NaN,NaN
20-09-2012,7,NaN,NaN,NaN,NaN,391388,342588,225117,0.713,NaN,NaN,NaN,NaN,NaN
21-09-2012,4,254.29,59.86,0.3,27.9,391388,342588,225117,0.713,NaN,77.93,1.29,71.35,11.61
22-09-2012,6,244.03,54.8,0.3,28.44,391388,342588,225117,0.713,NaN,103.87,1.43,95.65,12.66
23-09-2012,11,246.36,51.71,0.3,28.33,391388,342588,225117,0.713,NaN,108.29,1.53,95.37,11.8
24-09-2012,9,252.26,50.1,0.3,27.89,391388,342588,225117,0.713,NaN,99.19,1.15,76.68,11.61
25-09-2012,21,255.83,49.79,0.3,27.76,391388,342588,225117,0.713,NaN,76.05,0.95,72.09,11.55
26-09-2012,25,253.18,51.36,0.3,27.99,391388,342588,225117,0.713,NaN,87.47,1.03,81.8,10.45
27-09-2012,29,265.85,53.8,0.3,28.08,391388,342588,225117,0.713,NaN,71.61,0.88,68.58,11.48
28-09-2012,53,254.92,53.05,0.3,27.9,391388,342588,225117,0.713,NaN,86.51,1.04,91.92,9.88
29-09-2012,88,249.54,51.75,0.3,28.54,391388,342588,225117,0.713,NaN,93.91,1.11,105.21,13.03
30-09-2012,162,269.44,42.1,0.3,30.28,391388,342588,225117,0.713,NaN,85.44,1.16,82.46,11.58
01-10-2012,116,251.3,51.32,0.3,27.94,391388,342588,225117,0.713,NaN,105.22,1.14,97.67,12.15
02-10-2012,88,224.7,57.81,0.3,26.85,391388,342588,225117,0.713,NaN,134.18,1.55,114.17,13.99
03-10-2012,117,248.97,38.8,0.3,30.83,391388,342588,225117,0.713,NaN,106.06,1.22,109.42,11.47
04-10-2012,176,246.05,45.44,0.3,28.2,391388,342588,225117,0.713,NaN,117.41,1.63,132.79,14.19
05-10-2012,334,249.45,43.14,0.3,28.11,391388,342588,225117,0.713,NaN,127.76,1.63,130.48,13.92
06-10-2012,320,203.33,52.67,0.3,24.43,391388,342588,225117,0.713,NaN,346,3.5,228.2,20.9
07-10-2012,304,244.26,41.3,0.3,27.47,391388,342588,225117,0.713,NaN,143.29,1.46,125.58,14.47
08-10-2012,294,246.59,39.66,0.3,27.11,391388,342588,225117,0.713,NaN,110.95,1.41,114.81,19.53
09-10-2012,382,247.67,35.24,0.3,29.12,391388,342588,225117,0.713,NaN,131.86,1.25,144.22,28.7
10-10-2012,530,152.41,46.24,0.3,26.6,391388,342588,225117,0.713,NaN,199.74,1.8,139.43,29.97
11-10-2012,906,224.35,48.74,0.3,26.05,391388,342588,225117,0.713,NaN,217.75,2.14,145.69,20.11
12-10-2012,682,212.16,46.51,0.3,26.24,391388,342588,225117,0.713,NaN,222.34,2.19,153.93,17.42
13-10-2012,631,183.3,45.22,0.3,27.06,391388,342588,225117,0.713,NaN,238.64,2.66,155.31,34.72
14-10-2012,1032,191,37.93,0.3,29.3,391388,342588,225117,0.713,NaN,287.76,3.24,129.4,19.2
15-10-2012,219,225.98,45.69,0.3,26.86,391388,342588,225117,0.713,NaN,237.29,2.28,108.84,18.71
16-10-2012,604,231.23,46.69,0.3,24.1,391388,342588,225117,0.713,NaN,134.06,1.22,82.53,16.73
17-10-2012,977,223.37,47.29,0.3,25.38,391388,342588,225117,0.713,NaN,214.73,1.65,115.77,11.61
18-10-2012,847,217.36,44.36,0.3,25.01,391388,342588,225117,0.713,NaN,318.28,2.21,126.07,21.32
19-10-2012,1210,204.5,46.37,0.3,24.01,391388,342588,225117,0.713,NaN,324.29,2.42,134.09,31
20-10-2012,739,143.59,50.24,0.3,23.62,391388,342588,225117,0.713,NaN,405.54,2.43,154.95,39.84
21-10-2012,1625,222.8,43.98,0.3,24.42,391388,342588,225117,0.713,NaN,862.64,2.45,138.79,26.23
22-10-2012,1640,206.79,46.98,0.3,23.87,391388,342588,225117,0.713,NaN,278.21,2.11,134.1,28.25
23-10-2012,651,189.06,52.24,0.3,22.48,391388,342588,225117,0.713,NaN,237.49,1.96,137.53,29.42
24-10-2012,766,224.57,51.59,0.44,20.65,391388,342588,225117,0.713,NaN,168.09,1.42,98,23.5
25-10-2012,1221,224.75,51.08,0.5,20.07,391388,342588,225117,0.713,NaN,186.1,2.22,136.4,20.6
26-10-2012,1624,183.87,46.18,0.42,21.49,391388,342588,225117,0.713,NaN,263.9,2.67,168.42,29.91
27-10-2012,2723,NaN,NaN,NaN,NaN,391388,342588,225117,0.713,NaN,NaN,NaN,NaN,NaN
28-10-2012,2303,NaN,NaN,NaN,NaN,391388,342588,225117,0.713,NaN,NaN,NaN,NaN,NaN
29-10-2012,2259,230.63,49.51,0.48,23.33,391388,342588,225117,0.713,NaN,330.48,3.93,211.36,24.84
30-10-2012,2942,218.18,54.97,0.45,21.42,391388,342588,225117,0.713,NaN,322.46,3.72,225.4,28.19
31-10-2012,3370,202.25,60.55,0.36,20.99,391388,342588,225117,0.713,NaN,435.59,5.75,252.2,27.19
01-11-2012,4411,212.56,61.57,0.39,21,391388,342588,225117,0.713,NaN,NaN,5.36,256.39,22.01
02-11-2012,4028,212.85,65.2,0.41,20.07,391388,342588,225117,0.713,NaN,NaN,7.07,265.53,18.3
03-11-2012,3133,204.88,58.74,0.4,20.49,391388,342588,225117,0.713,NaN,NaN,4.5,259.35,13.64
04-11-2012,4215,211.37,58.79,0.42,20.19,391388,342588,225117,0.713,NaN,542.47,4.61,292.19,20.28
05-11-2012,3408,189.95,58.81,0.37,20.12,391388,342588,225117,0.713,NaN,494.44,4.84,260.7,10.47
06-11-2012,4566,208.67,57.46,0.41,19.8,391388,342588,225117,0.713,NaN,473.84,5.36,245.76,10.04
07-11-2012,4537,203.34,59.61,0.39,19.63,391388,342588,225117,0.713,NaN,630.21,7.08,250.38,11.64
08-11-2012,2936,215.11,61.66,0.48,18.61,391388,342588,225117,0.713,NaN,566.32,5.49,260.51,15.97
09-11-2012,2377,NaN,NaN,NaN,NaN,391388,342588,225117,0.713,NaN,NaN,NaN,NaN,NaN
10-11-2012,2741,NaN,NaN,NaN,NaN,391388,342588,225117,0.713,NaN,NaN,NaN,NaN,NaN
11-11-2012,1846,93.06,42.63,0.42,23.2,391388,342588,225117,0.713,NaN,277.84,3.1,171.8,73.34
12-11-2012,1863,121.38,56.2,0.4,19.83,391388,342588,225117,0.713,NaN,344.39,3.16,176.93,92.52
13-11-2012,913,176.27,56.05,0.38,18.93,391388,342588,225117,0.713,NaN,401.96,3.45,158.45,103.83
14-11-2012,888,220.7,52.22,0.51,18.71,391388,342588,225117,0.713,NaN,392.3,3.08,206.76,67.46
15-11-2012,893,212.76,55.81,0.42,18.31,391388,342588,225117,0.713,NaN,495.65,4.51,232.78,44.17
16-11-2012,732,191.33,55.85,0.37,18.24,391388,342588,225117,0.713,NaN,437.13,4.56,240.09,46.5
17-11-2012,793,219.16,54.72,0.42,18.34,391388,342588,225117,0.713,NaN,480.84,4.92,242.07,49.53
18-11-2012,432,212.37,43.25,0.43,19.96,391388,342588,225117,0.713,NaN,277.7,3.88,233.89,41.54
19-11-2012,265,211.66,45.78,0.5,18.88,391388,342588,225117,0.713,NaN,304.33,3.1,210.13,51.01
20-11-2012,370,228.43,39.32,0.53,18.46,391388,342588,225117,0.713,NaN,181.16,2.63,190.14,38.64
21-11-2012,140,213.38,41.54,0.45,16.86,391388,342588,225117,0.713,NaN,239.88,3.83,231.1,46.91
22-11-2012,260,200.85,42.98,0.45,16.5,391388,342588,225117,0.713,NaN,284.44,4.75,256.82,48.38
23-11-2012,146,184.13,44.17,0.39,16.36,391388,342588,225117,0.713,NaN,351.44,5.15,271.96,58.87
24-11-2012,95,113.81,49.16,0.39,16.28,391388,342588,225117,0.713,NaN,454.66,5.69,236.8,74.4
25-11-2012,79,216.38,45.8,0.47,16.95,391388,342588,225117,0.713,NaN,356.62,3.41,228.61,63.97
26-11-2012,55,220.75,42.85,0.55,16.31,391388,342588,225117,0.713,NaN,168.27,2.43,211.82,38.98
27-11-2012,77,229.64,37.9,0.53,16.76,391388,342588,225117,0.713,NaN,170.86,2.59,233.27,50.78
28-11-2012,55,192.12,42.71,0.46,16.01,391388,342588,225117,0.713,NaN,255.63,4.77,227.31,42.35
29-11-2012,12,131.34,51.64,0.48,16.58,391388,342588,225117,0.713,NaN,353.97,4.97,206.6,32.41
30-11-2012,24,237.62,65.8,0.54,14.58,391388,342588,225117,0.713,NaN,159.53,1.82,172.26,16.78
01-12-2012,20,240.47,47.95,0.58,14.57,391388,342588,225117,0.713,NaN,132.06,1.91,193.07,17.49
02-12-2012,21,213.09,45.89,0.42,13.87,391388,342588,225117,0.713,NaN,249.11,4.52,251.63,20.88
03-12-2012,42,218.79,46.07,0.46,13.99,391388,342588,225117,0.713,NaN,288.78,3.6,208.25,24.3
04-12-2012,28,232.15,44.08,0.59,14.29,391388,342588,225117,0.713,NaN,226.37,2.51,184.63,22.3
05-12-2012,17,230.52,40.49,0.61,14.84,391388,342588,225117,0.713,NaN,191.45,0.87,185.24,33.91
06-12-2012,23,228.29,38.9,0.6,15.73,391388,342588,225117,0.713,NaN,201.97,2.33,195.18,30.45
07-12-2012,14,228.56,41.22,0.61,14.18,391388,342588,225117,0.713,NaN,142.17,1.46,163.21,23.52
08-12-2012,35,NaN,NaN,NaN,NaN,391388,342588,225117,0.713,NaN,NaN,NaN,NaN,NaN
09-12-2012,41,197,40.96,0.37,19.79,391388,342588,225117,0.713,NaN,286.61,4.12,246.38,25.01
10-12-2012,23,117.63,53.9,0.47,16.48,391388,342588,225117,0.713,NaN,493.53,5.12,199.14,33.69
11-12-2012,4,150.34,72.01,0.58,12.54,391388,342588,225117,0.713,NaN,202.9,2.21,143.02,19.95
12-12-2012,3,174.87,65.44,0.37,13.89,391388,342588,225117,0.713,NaN,285.74,3.32,141.18,42.44
13-12-2012,5,102.44,51.34,0.52,16.34,391388,342588,225117,0.713,NaN,183.48,1.43,136.04,39.29
14-12-2012,7,110.4,60.47,0.92,14.65,391388,342588,225117,0.713,NaN,79.71,0.81,107.15,39.63
15-12-2012,0,NaN,NaN,NaN,NaN,391388,342588,225117,0.713,NaN,NaN,NaN,NaN,NaN
16-12-2012,1,250.95,61.96,0.57,16.75,391388,342588,225117,0.713,NaN,196,NaN,164.5,25.64
17-12-2012,3,252.06,55.18,0.78,14.37,391388,342588,225117,0.713,NaN,104.99,1.19,141.8,15.89
18-12-2012,36,246.42,47.76,0.79,14.98,391388,342588,225117,0.713,NaN,104.03,1.14,147.3,14.15
19-12-2012,43,249.89,44.92,0.97,14.15,391388,342588,225117,0.713,NaN,77,0.86,128.78,13.13
20-12-2012,38,239.56,46.2,0.83,12.95,391388,342588,225117,0.713,NaN,130.33,1.65,149.14,16.57
21-12-2012,26,225.15,50.26,0.51,13.06,391388,342588,225117,0.713,NaN,190.96,2.37,179.33,15.75
22-12-2012,24,191.06,57.48,0.44,12.05,391388,342588,225117,0.713,NaN,338.09,3.54,167.26,17.28
23-12-2012,13,70.01,81.87,0.53,7.51,391388,342588,225117,0.713,NaN,429.07,2.78,124.26,8.49
24-12-2012,18,224.06,79.53,0.41,8.97,391388,342588,225117,0.713,NaN,403.38,4.28,161.63,12.59
25-12-2012,4,250.58,78.25,0.46,7.67,391388,342588,225117,0.713,NaN,289.37,5.93,131.16,7.96
26-12-2012,4,171.76,71.59,0.54,8.27,391388,342588,225117,0.713,NaN,262.31,5.25,135.44,11.89
27-12-2012,4,96.86,73.05,0.53,8.12,391388,342588,225117,0.713,NaN,323.23,6.63,122.08,11.01
28-12-2012,10,82.34,70.25,0.68,8.09,391388,342588,225117,0.713,NaN,213.57,3.24,111.22,8.13
29-12-2012,17,122.29,60.05,0.5,11.1,391388,342588,225117,0.713,NaN,264.2,2.17,128.44,19.43
30-12-2012,11,249.97,64.12,0.5,10.04,391388,342588,225117,0.713,NaN,214.62,1.8,143.24,11.62
31-12-2012,1,232.83,81.33,0.45,5.79,391388,342588,225117,0.713,NaN,NaN,0.98,106.42,3.87
01-09-2016,0,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,72.36,40.62,2.31,58.7,18.99
02-09-2016,1,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,216.27,54.84,1.82,50.71,7.81
03-09-2016,1,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,491.52,58.74,1.81,54.79,8.28
04-09-2016,3,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,626.65,81.54,2.23,48.27,9.26
05-09-2016,2,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,547.23,57.52,2.08,47.36,9.81
06-09-2016,7,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,553.49,61.31,1.88,41.8,9.46
07-09-2016,3,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,523.38,67.49,1.84,49.3,8.78
08-09-2016,12,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,523.39,65.64,1.26,53.56,7.7
09-09-2016,8,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,520.76,80.69,0.76,53.41,9.84
10-09-2016,3,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,435.18,56.26,1.1,52.2,8.55
11-09-2016,3,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,353.2,61.08,0.75,53.21,8.72
12-09-2016,1,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,355.72,54.19,1.46,47.1,6.9
13-09-2016,6,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,364.33,70.48,1.77,50.63,7.82
14-09-2016,7,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,210.81,50.06,1.51,49.73,8.1
15-09-2016,10,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,370.93,90.91,1.74,59.79,7.27
16-09-2016,13,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,380.2,88.1,0.53,65.08,9.64
17-09-2016,4,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,413.62,101.88,1.39,69.69,10.66
18-09-2016,18,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,292.51,95.12,2.84,61.65,6.82
19-09-2016,24,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,154.05,49.24,1.05,37.36,4.96
20-09-2016,32,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,NaN,NaN,0,NaN,NaN
21-09-2016,13,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,NaN,NaN,0,NaN,NaN
22-09-2016,10,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,64.12,17.25,0.98,31.69,4.29
23-09-2016,31,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,226.37,69.69,2.04,63.23,20.73
24-09-2016,56,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,169.94,55.99,1.49,53.16,12.41
25-09-2016,72,NaN,NaN,NaN,NaN,616085,531175,326005,0.729,240.01,61.17,1.72,57.06,11.82
26-09-2016,44,236.92,69.54,0.58,27.15,616085,531175,326005,0.729,325.61,107.42,1.48,65.12,9.48
27-09-2016,9,205.53,80.83,0.44,23.95,616085,531175,326005,0.729,190.52,64.54,1.52,51.2,11.32
28-09-2016,24,261.82,59.35,0.54,28.93,616085,531175,326005,0.729,431.46,112.76,1.73,90.92,9.25
29-09-2016,30,187.98,65.88,0.9,28.76,616085,531175,326005,0.729,266.94,108.11,1.68,59.56,7.81
30-09-2016,85,239.77,66.48,0.65,28.48,616085,531175,326005,0.729,348.74,109.29,1.87,71.82,11.38
01-10-2016,138,217.89,67.23,0.75,28.98,616085,531175,326005,0.729,348.24,123.49,2.19,72.29,32.38
02-10-2016,66,205.76,68.99,0.88,29.04,616085,531175,326005,0.729,349.85,89.8,2.06,59.71,11.46
03-10-2016,45,245.64,67.63,0.76,29.64,616085,531175,326005,0.729,343.22,118.66,1.29,65.09,7.26
04-10-2016,43,240.22,77.79,0.66,26.52,616085,531175,326005,0.729,404.55,193.32,2.45,76.7,8.73
05-10-2016,106,247.02,80.25,0.48,25.09,616085,531175,326005,0.729,255.41,113.79,2.67,82.62,12.95
06-10-2016,248,249.19,75.62,0.52,26.5,616085,531175,326005,0.729,374.49,154.74,2.41,85.17,9.88
07-10-2016,271,249.73,69.38,0.93,26.83,616085,531175,326005,0.729,518.01,132.29,2.28,76.28,11.15
08-10-2016,140,250.34,66.08,0.91,26.52,616085,531175,326005,0.729,611,186.89,3.22,79.93,10.69
09-10-2016,363,231.46,68.41,0.6,25.81,616085,531175,326005,0.729,581.51,189.26,2.15,90.28,13.66
10-10-2016,560,257.38,61.28,0.74,25.55,616085,531175,326005,0.729,575.38,172.77,2.63,95.96,19.77
11-10-2016,899,250.21,61.45,0.95,24.57,616085,531175,326005,0.729,602.4,187.45,4.09,98.17,16.67
12-10-2016,825,250.21,54.92,1.01,24.3,616085,531175,326005,0.729,571.81,133.47,3.64,105.13,23.08
13-10-2016,679,245.89,47.72,1.21,24.4,616085,531175,326005,0.729,591.26,106.63,2.9,96.24,19.88
14-10-2016,993,264.77,51.47,0.91,23.74,616085,531175,326005,0.729,603.79,119.65,2.09,106.46,22.74
15-10-2016,1176,256.33,55.43,0.84,22.66,616085,531175,326005,0.729,642.92,165.22,1.62,132.69,25.39
16-10-2016,1732,250.42,51.71,0.9,23.42,616085,531175,326005,0.729,607.79,174.77,1.44,108.73,27.33
17-10-2016,1890,251.47,52.88,0.8,22.77,616085,531175,326005,0.729,625.42,180.65,2.94,104.75,24.97
18-10-2016,1220,253.37,52.59,0.87,22.85,616085,531175,326005,0.729,629.18,206.98,2.91,105.37,23.51
19-10-2016,1367,250.83,51.45,0.79,23.04,616085,531175,326005,0.729,610.96,166.44,2.51,111.37,21.28
20-10-2016,1241,244.57,49.4,0.88,23.17,616085,531175,326005,0.729,675.67,167.49,3.92,108.86,25.66
21-10-2016,1678,253.06,48.66,1.06,23.46,616085,531175,326005,0.729,665.39,205.27,4.54,108.97,25.74
22-10-2016,2802,244.07,50.69,1.14,23.88,616085,531175,326005,0.729,639.06,165.44,2.8,100.45,15.43
23-10-2016,2122,249.35,51.69,1.07,22.88,616085,531175,326005,0.729,686.99,230.38,2.05,113.45,18.03
24-10-2016,1291,254.55,49.83,1.03,22.9,616085,531175,326005,0.729,654.97,209.15,2.48,108.45,20.55
25-10-2016,1955,252.17,51.18,1.19,22.77,616085,531175,326005,0.729,521.73,147.59,2.09,106.15,21.16
26-10-2016,2568,242.98,57.1,0.73,22.28,616085,531175,326005,0.729,653.01,257.92,3.14,127.82,19.37
27-10-2016,3158,260.76,57.86,0.84,21.11,616085,531175,326005,0.729,787.57,333.98,2.76,139.48,28.23
28-10-2016,2930,263.91,56.04,0.82,20.06,616085,531175,326005,0.729,660.76,392.89,2.74,157.58,32.52
29-10-2016,2112,229.67,60.93,0.45,19.65,616085,531175,326005,0.729,714.7,402.73,3.69,153.75,80.95
30-10-2016,1447,220.74,66.54,0.55,19.66,616085,531175,326005,0.729,NaN,357.39,3.67,108.8,47.05
31-10-2016,5411,244.69,67.79,0.49,19.22,616085,531175,326005,0.729,855.71,445.62,4.13,112.41,86.75
01-11-2016,5222,255.86,64.91,0.57,19.09,616085,531175,326005,0.729,991.94,445.27,3.62,138.49,31.06
02-11-2016,3369,249.99,68.99,0.48,19.07,616085,531175,326005,0.729,NaN,446.33,4.45,167.04,27.62
03-11-2016,4029,233.33,66.84,0.51,19.7,616085,531175,326005,0.729,NaN,432.93,4.14,155.22,35.03
04-11-2016,3412,250.28,65.63,0.6,19.13,616085,531175,326005,0.729,NaN,449.53,4.49,169.21,30.35
05-11-2016,4395,258.57,71.45,0.67,17.87,616085,531175,326005,0.729,NaN,391.67,5.73,163.26,23.34
06-11-2016,6184,236.72,74.69,0.44,16.83,616085,531175,326005,0.729,NaN,583.28,6.22,186.77,18.48
07-11-2016,8539,238.72,62.75,0.99,19.09,616085,531175,326005,0.729,NaN,550.79,3.4,150.25,20.01
08-11-2016,4220,244.9,51.71,1.33,19.37,616085,531175,326005,0.729,743.88,423.48,3.85,142.23,24.46
09-11-2016,3959,255.36,56.35,0.74,16.63,616085,531175,326005,0.729,857.4,440.98,3.86,168.5,23.86
10-11-2016,2983,242.81,56.34,0.55,16.99,616085,531175,326005,0.729,625.86,403.92,4.22,192.02,30.27
11-11-2016,4238,225.53,63.57,0.68,16.69,616085,531175,326005,0.729,631.42,399.51,4.34,158.88,42.7
12-11-2016,2066,211.36,65.96,0.66,16.99,616085,531175,326005,0.729,597.09,326.2,4.47,138.33,37.66
13-11-2016,1028,215.25,62.73,0.69,17.93,616085,531175,326005,0.729,612.03,274.66,4.55,127.26,70.01
14-11-2016,687,264.41,57.01,0.49,17.27,616085,531175,326005,0.729,567.1,207.58,3.11,117.21,31.42
15-11-2016,855,258.19,58.72,0.66,16.35,616085,531175,326005,0.729,NaN,312.04,5.01,131.81,29.85
16-11-2016,991,259.32,55.59,0.8,15.7,616085,531175,326005,0.729,974.92,338.38,3.74,129.66,29.67
17-11-2016,1049,234.78,51.06,1.03,16.69,616085,531175,326005,0.729,656.51,237.53,1.88,110.7,26.63
18-11-2016,694,259.89,55.06,0.88,15.89,616085,531175,326005,0.729,885.95,279.31,2.8,129.73,26.31
19-11-2016,349,249.45,59.02,0.62,15.54,616085,531175,326005,0.729,NaN,287.02,3.73,149.66,39.1
20-11-2016,360,223.23,63.73,0.63,15.58,616085,531175,326005,0.729,NaN,375.55,5.27,133.28,31.9
21-11-2016,210,234.06,72.5,0.52,12.74,616085,531175,326005,0.729,NaN,343.28,4.88,165.06,33.95
22-11-2016,214,239.83,50.76,0.89,17.96,616085,531175,326005,0.729,972.15,224.21,5.15,141.28,25.84
23-11-2016,126,257.04,58.81,0.78,16.47,616085,531175,326005,0.729,819.16,240.77,3.61,142.96,45.14
24-11-2016,61,253.78,55.91,1,16.91,616085,531175,326005,0.729,NaN,294.17,2.97,135.46,21.9
25-11-2016,71,255.53,34.22,2.26,20.63,616085,531175,326005,0.729,665,137.2,1.06,76.36,20.47
26-11-2016,56,247.59,35.04,1.97,21.29,616085,531175,326005,0.729,572.97,124.87,1.75,81.06,24.4
27-11-2016,104,249.8,37.48,1.64,20.45,616085,531175,326005,0.729,667.16,157.3,2.33,89.78,25.84
28-11-2016,111,259.97,41.29,1.25,17.11,616085,531175,326005,0.729,625.25,196.04,3,107.18,29.94
29-11-2016,27,245.09,59.74,0.47,14.66,616085,531175,326005,0.729,987.41,375.46,5.35,137.66,30.95
30-11-2016,40,188.25,77.46,0.84,15.97,616085,531175,326005,0.729,598.07,316.83,3.76,83.73,14.74
01-12-2016,58,199.8,82.67,0.61,15.21,616085,531175,326005,0.729,621.42,371.74,3.48,101.52,16.29
02-12-2016,191,231.39,79.62,0.63,14.82,616085,531175,326005,0.729,772.45,344.26,3.32,122.7,19.99
03-12-2016,215,223.74,78.37,0.78,13.44,616085,531175,326005,0.729,954.52,274.56,4.64,135.41,22.41
04-12-2016,279,278.1,51.89,0.6,15.35,616085,531175,326005,0.729,NaN,346.32,6.44,135.45,21.74
05-12-2016,161,267.48,60.91,0.67,13.87,616085,531175,326005,0.729,997.12,311.17,5.17,5.82,24.29
06-12-2016,87,206.22,71.93,0.53,13.1,616085,531175,326005,0.729,788.48,440.14,5.49,48.17,20.87
07-12-2016,189,216.93,76.45,0.5,13.51,616085,531175,326005,0.729,580.37,330.49,3.3,78.7,31.58
08-12-2016,232,193.16,77.99,0.6,11.59,616085,531175,326005,0.729,546.44,309.46,4.39,98.73,27.09
09-12-2016,248,209.76,71.93,0.61,13.84,616085,531175,326005,0.729,700.62,409.22,5.35,33.81,25.35
10-12-2016,3,133.55,80.49,1.37,13.06,616085,531175,326005,0.729,303.6,223.1,3.4,6.09,22.55
11-12-2016,19,210.85,76.01,0.87,14.82,616085,531175,326005,0.729,662.56,276.18,4.51,0.21,25.13
12-12-2016,8,246.03,65.66,0.64,15.29,616085,531175,326005,0.729,827.79,302.75,5.14,81.38,26.24
13-12-2016,39,251.72,64.92,0.75,14.9,616085,531175,326005,0.729,653.47,236.66,3.62,0.31,24.34
14-12-2016,46,248.74,66.68,0.95,13.5,616085,531175,326005,0.729,470.2,184.38,3.25,NaN,23.09
15-12-2016,23,241.49,64.74,1.06,12.81,616085,531175,326005,0.729,624.97,197.22,3.85,NaN,24.28
16-12-2016,77,251.59,64.15,0.7,11.42,616085,531175,326005,0.729,706.13,274.45,4.96,NaN,19.01
17-12-2016,104,251.17,69.81,0.7,10.94,616085,531175,326005,0.729,695.85,274.62,3.86,132.42,22.4
18-12-2016,71,247.95,68.32,0.71,10.63,616085,531175,326005,0.729,648.99,263.85,3.92,128.24,24.06
19-12-2016,157,234.97,65.94,1.07,12.36,616085,531175,326005,0.729,656.42,277.7,3.22,130.86,20.46
20-12-2016,103,247.93,56.78,1.71,15.26,616085,531175,326005,0.729,400.08,174.73,2.01,106.06,21.99
21-12-2016,274,237.99,56.05,1.49,14.25,616085,531175,326005,0.729,513.79,162.98,3.06,109.48,24.9
22-12-2016,91,251.95,61.46,0.83,12.48,616085,531175,326005,0.729,726.27,273.19,3.69,126.06,26.78
23-12-2016,53,229.29,72.19,0.54,11.58,616085,531175,326005,0.729,NaN,534.88,5.97,150.56,26.21
24-12-2016,85,163.73,74.51,1.05,12.41,616085,531175,326005,0.729,809.6,510.89,5.05,116.41,19.39
25-12-2016,36,218.3,81.16,1.41,11.37,616085,531175,326005,0.729,399.76,272.83,2.23,86.98,22.48
26-12-2016,25,254.94,71.93,1.1,12.9,616085,531175,326005,0.729,399.2,138.01,2.35,94.44,22.68
