DATE,FIRECOUNT,WD,RH,WS,AT,CONST,GSDP,GSVA,GSDP_CAP,HDI,PM10,NO2,PM25,SO2,CO
20-12-2017,11,166.57,50.51,0.48,10.51,1,677900,586900,351663,0.74,NaN,57.13,265.39,1.59,12.32
21-12-2017,9,252.94,67.65,0.83,14.86,1,677900,586900,351663,0.74,NaN,50.27,241.39,1.08,10
22-12-2017,42,248.36,56.56,1.36,15.13,1,677900,586900,351663,0.74,NaN,41.96,142.6,NaN,12.35
23-12-2017,54,247.59,52.88,1.29,13.84,1,677900,586900,351663,0.74,NaN,40.34,117.65,1.22,18.03
24-12-2017,19,233.64,65.03,0.61,10.89,1,677900,586900,351663,0.74,NaN,57.55,204.11,1.85,20.59
25-12-2017,33,257.77,69.38,0.81,10.79,1,677900,586900,351663,0.74,NaN,49.36,265.94,1.72,15.3
26-12-2017,10,242.33,66.89,0.7,10.49,1,677900,586900,351663,0.74,NaN,50.63,256.58,1.53,12.88
27-12-2017,8,255.67,65.4,0.66,11.76,1,677900,586900,351663,0.74,NaN,57.46,309.01,2.53,17.48
28-12-2017,53,249.12,64.29,0.74,11.78,1,677900,586900,351663,0.74,NaN,68.22,267.87,1.92,15.57
29-12-2017,29,248.43,66.11,0.64,11.26,1,677900,586900,351663,0.74,NaN,71.47,239.08,1.95,19.87
30-12-2017,9,252.47,71.42,0.59,10.61,1,677900,586900,351663,0.74,NaN,81.58,307.73,2.55,16.87
31-12-2017,6,239.69,71.52,0.57,10.07,1,677900,586900,351663,0.74,NaN,69.72,353.8,1.74,13.91
01-09-2018,0,163.16,92.78,0.74,NaN,1,750962,657470,382052,0.743,NaN,21.41,62.66,0.52,7.81
02-09-2018,0,139.22,97.39,0.85,NaN,1,750962,657470,382052,0.743,NaN,16.84,43.21,0.38,5.25
03-09-2018,0,103.34,97.62,0.58,NaN,1,750962,657470,382052,0.743,NaN,16.95,45.08,0.56,7.3
04-09-2018,1,174.58,95.18,0.58,NaN,1,750962,657470,382052,0.743,NaN,41.97,56.25,0.61,8.55
05-09-2018,0,222.38,87.47,0.8,NaN,1,750962,657470,382052,0.743,NaN,43.91,36.7,0.92,3.03
06-09-2018,0,252.93,81.18,0.99,NaN,1,750962,657470,382052,0.743,NaN,38.41,44.52,0.94,5.25
07-09-2018,2,131.71,86.21,0.69,NaN,1,750962,657470,382052,0.743,NaN,32.72,36.75,0.62,6.71
08-09-2018,2,62.17,84.28,1.25,NaN,1,750962,657470,382052,0.743,NaN,29.66,32.5,0.42,11.37
09-09-2018,3,138.65,81.13,1.42,NaN,1,750962,657470,382052,0.743,NaN,38.95,26.94,0.13,NaN
10-09-2018,1,170.02,82.43,0.79,NaN,1,750962,657470,382052,0.743,NaN,52.38,40.39,0.46,4.22
11-09-2018,1,258.14,77.6,1.22,NaN,1,750962,657470,382052,0.743,NaN,33.27,37.14,0.52,2.77
12-09-2018,4,259.66,72.54,1.89,NaN,1,750962,657470,382052,0.743,NaN,31.45,37.3,0.54,7.64
13-09-2018,3,258.29,64.95,1.81,NaN,1,750962,657470,382052,0.743,NaN,29.3,34.45,0.2,7.13
14-09-2018,3,257.15,64.96,1.08,NaN,1,750962,657470,382052,0.743,NaN,31.93,44.48,0.73,7.66
15-09-2018,11,246.24,61.37,0.98,NaN,1,750962,657470,382052,0.743,NaN,35.96,57.29,0.84,10.94
16-09-2018,6,239.65,64.42,0.92,NaN,1,750962,657470,382052,0.743,NaN,36.38,52.3,0.66,11.71
17-09-2018,4,269.27,67.01,0.66,NaN,1,750962,657470,382052,0.743,NaN,36.24,86.61,0.87,16.12
18-09-2018,4,244.94,61.36,0.83,NaN,1,750962,657470,382052,0.743,NaN,35.18,68.49,0.85,21.2
19-09-2018,7,230.59,60.58,0.69,NaN,1,750962,657470,382052,0.743,NaN,45.71,67.46,0.78,30.01
20-09-2018,23,100.15,61.26,0.79,NaN,1,750962,657470,382052,0.743,NaN,50.75,93.72,0.79,38.92
21-09-2018,41,121.73,66.64,1.5,NaN,1,750962,657470,382052,0.743,NaN,29.55,54.07,0.77,35.93
22-09-2018,0,82.35,91.86,1.67,NaN,1,750962,657470,382052,0.743,NaN,27.66,28.09,0.7,16.63
23-09-2018,0,118.52,91.73,1.91,NaN,1,750962,657470,382052,0.743,NaN,22,37.82,0.77,4.28
24-09-2018,1,177.52,97.6,1.39,NaN,1,750962,657470,382052,0.743,NaN,29.83,23.67,0.75,9.61
25-09-2018,2,265.53,95.91,0.78,NaN,1,750962,657470,382052,0.743,NaN,32.49,28.03,1.17,18.51
26-09-2018,1,249.67,84.1,0.74,NaN,1,750962,657470,382052,0.743,NaN,40.65,47.84,1.25,18.98
27-09-2018,3,176.39,80.68,0.55,NaN,1,750962,657470,382052,0.743,NaN,39.04,109.99,1.65,27.23
28-09-2018,1,189.24,70.66,0.58,NaN,1,750962,657470,382052,0.743,NaN,46.7,107.34,1.45,9.62
29-09-2018,6,232.75,68.77,0.66,NaN,1,750962,657470,382052,0.743,NaN,50.75,96.27,1.08,17.98
30-09-2018,14,253.1,69.51,0.63,NaN,1,750962,657470,382052,0.743,NaN,41.71,52.79,1.11,18.68
01-10-2018,23,206.78,67.19,0.52,NaN,1,750962,657470,382052,0.743,NaN,54.75,74.12,1.09,16.45
02-10-2018,29,198.63,66.12,0.62,NaN,1,750962,657470,382052,0.743,NaN,61.97,92.83,0.97,10.46
03-10-2018,7,172.63,55.92,0.5,NaN,1,750962,657470,382052,0.743,NaN,41.25,77.24,1.09,7.65
04-10-2018,51,132.23,63.6,0.71,NaN,1,750962,657470,382052,0.743,NaN,46.58,111.71,1.11,5.3
05-10-2018,80,112.31,62.08,0.71,NaN,1,750962,657470,382052,0.743,NaN,80.53,116.57,1.03,20.43
06-10-2018,146,215.35,57.99,0.59,NaN,1,750962,657470,382052,0.743,NaN,70.51,32.96,0.78,11.1
07-10-2018,260,163.2,54.92,0.57,NaN,1,750962,657470,382052,0.743,NaN,80.9,85.3,0.86,5
08-10-2018,68,121.28,52.98,0.62,NaN,1,750962,657470,382052,0.743,NaN,97.95,87.12,0.96,10
09-10-2018,91,134.48,52.82,0.98,NaN,1,750962,657470,382052,0.743,NaN,83.64,98.8,0.94,22.73
10-10-2018,52,132.1,63.95,1.24,NaN,1,750962,657470,382052,0.743,NaN,76.72,96.79,0.68,15.54
11-10-2018,103,117.57,62.75,1.38,NaN,1,750962,657470,382052,0.743,NaN,64.46,79.55,0.46,5.66
12-10-2018,194,77.71,53.18,0.83,NaN,1,750962,657470,382052,0.743,NaN,81.61,82.06,0.63,6.51
13-10-2018,198,222.11,54.79,0.57,NaN,1,750962,657470,382052,0.743,NaN,60.96,190.21,0.84,27.9
14-10-2018,203,228.15,53.56,0.78,NaN,1,750962,657470,382052,0.743,NaN,89.86,101.22,1.15,13.88
15-10-2018,197,157.29,52.94,0.69,NaN,1,750962,657470,382052,0.743,NaN,98.76,134.39,1.48,31.24
16-10-2018,269,152.58,56.19,0.57,NaN,1,750962,657470,382052,0.743,NaN,96.07,160.97,2.64,16.28
17-10-2018,527,160.85,48.81,0.62,NaN,1,750962,657470,382052,0.743,NaN,82.36,251,2.19,14.33
18-10-2018,508,142.24,54.59,0.79,NaN,1,750962,657470,382052,0.743,NaN,92.46,176.03,2.75,14.16
19-10-2018,433,152.22,53.45,0.56,NaN,1,750962,657470,382052,0.743,NaN,97.69,182.41,1.81,21.33
20-10-2018,651,146.71,44.38,0.54,NaN,1,750962,657470,382052,0.743,NaN,107.13,196.59,1.62,26.97
21-10-2018,832,166.49,43.1,0.61,NaN,1,750962,657470,382052,0.743,NaN,103.7,131.06,1.57,27.52
22-10-2018,762,234.57,47.14,0.69,NaN,1,750962,657470,382052,0.743,NaN,92.19,118.96,1.86,15.02
23-10-2018,1032,193.03,46.68,0.6,NaN,1,750962,657470,382052,0.743,NaN,93.22,142.07,2.49,11.77
24-10-2018,965,105.21,50.44,0.66,NaN,1,750962,657470,382052,0.743,NaN,127.04,203.51,3.04,9.73
25-10-2018,1076,87.11,54.11,0.7,NaN,1,750962,657470,382052,0.743,NaN,114.66,198.77,2.48,8.31
26-10-2018,1425,111.42,59.14,0.5,NaN,1,750962,657470,382052,0.743,NaN,114.68,219.42,2.96,9.81
27-10-2018,2063,153.07,62.01,0.52,NaN,1,750962,657470,382052,0.743,NaN,115.71,194.61,3.09,10.84
28-10-2018,3174,195.44,62.54,0.59,NaN,1,750962,657470,382052,0.743,NaN,52.85,207.33,3.33,9.74
29-10-2018,1446,192.03,63.99,0.48,NaN,1,750962,657470,382052,0.743,NaN,47.82,228.87,2.61,10.04
30-10-2018,1455,148.32,63.06,0.54,NaN,1,750962,657470,382052,0.743,NaN,77.73,227.88,2.9,20.62
31-10-2018,2924,143.76,66.5,0.53,NaN,1,750962,657470,382052,0.743,NaN,104.77,203.57,2.1,15.33
01-11-2018,3668,121.21,64.73,0.65,NaN,1,750962,657470,382052,0.743,NaN,97.51,226.07,2.93,24.1
02-11-2018,3795,110.6,55.75,0.88,NaN,1,750962,657470,382052,0.743,NaN,86.48,170.39,1.42,9.92
03-11-2018,1188,105.22,58.78,1.42,NaN,1,750962,657470,382052,0.743,NaN,58.46,123.56,0.96,3.01
04-11-2018,998,196.74,56.48,1.07,NaN,1,750962,657470,382052,0.743,NaN,43.97,81.48,0.72,2.89
05-11-2018,3148,267.02,68.1,0.84,NaN,1,750962,657470,382052,0.743,NaN,71.47,295.11,1.52,19.39
06-11-2018,3356,275.68,42.62,0.79,NaN,1,750962,657470,382052,0.743,NaN,68.05,161.34,0.84,10.36
07-11-2018,4518,240.5,39.98,0.75,NaN,1,750962,657470,382052,0.743,NaN,79.12,225.2,1.15,24.33
08-11-2018,4828,143.01,55.28,0.41,NaN,1,750962,657470,382052,0.743,NaN,121.82,461.28,1.45,34.59
09-11-2018,2195,152.62,63.16,0.45,NaN,1,750962,657470,382052,0.743,NaN,125.16,243.74,3.05,12.74
10-11-2018,1833,148.15,69.5,0.53,NaN,1,750962,657470,382052,0.743,NaN,142.68,216.64,3.14,17.82
11-11-2018,1610,153.85,61.84,0.49,NaN,1,750962,657470,382052,0.743,NaN,124.87,206.26,3.12,14.64
12-11-2018,1403,106.49,67.04,0.62,NaN,1,750962,657470,382052,0.743,NaN,126.49,212.43,2.86,18.57
13-11-2018,1713,121.47,67.94,0.78,NaN,1,750962,657470,382052,0.743,NaN,138.11,184.45,2.12,20.85
14-11-2018,969,134.54,71.62,0.93,NaN,1,750962,657470,382052,0.743,NaN,101.4,81.27,1.18,19.99
15-11-2018,1638,197.15,71.24,0.75,NaN,1,750962,657470,382052,0.743,NaN,78.31,60.39,0.94,17.11
16-11-2018,1476,273,56.23,1.06,NaN,1,750962,657470,382052,0.743,NaN,65.14,98.33,0.88,11.31
17-11-2018,1192,247.82,56.24,0.7,NaN,1,750962,657470,382052,0.743,NaN,89.45,118.65,1.59,13.64
18-11-2018,1760,145.28,59.61,0.81,NaN,1,750962,657470,382052,0.743,NaN,98.25,132.12,2.29,13.27
19-11-2018,931,127.29,56.48,1.22,NaN,1,750962,657470,382052,0.743,NaN,75.71,125.77,1.14,10.64
20-11-2018,378,215.54,57.16,0.55,NaN,1,750962,657470,382052,0.743,NaN,119.85,235.77,1.91,13.51
21-11-2018,598,219.91,56.54,0.67,NaN,1,750962,657470,382052,0.743,NaN,95.47,162.45,1.72,13.09
22-11-2018,446,164.65,48.75,0.47,NaN,1,750962,657470,382052,0.743,NaN,117.46,112.51,2.23,17.24
23-11-2018,528,233.69,48.51,0.64,NaN,1,750962,657470,382052,0.743,NaN,96.3,150.96,1.91,14.16
24-11-2018,308,250.55,47.71,1.06,NaN,1,750962,657470,382052,0.743,NaN,73.29,88,1.19,9.91
25-11-2018,168,219.64,51.86,0.61,NaN,1,750962,657470,382052,0.743,NaN,88.93,117.71,1.92,16.19
26-11-2018,99,204.15,66.18,0.58,NaN,1,750962,657470,382052,0.743,NaN,89.99,203.41,2.26,7.25
27-11-2018,1,161.57,54.91,0.72,NaN,1,750962,657470,382052,0.743,NaN,104.34,132.68,3.46,9.7
28-11-2018,93,149.95,66.17,0.52,NaN,1,750962,657470,382052,0.743,NaN,109.43,121.66,2.8,11.13
29-11-2018,57,205.33,70.95,0.57,NaN,1,750962,657470,382052,0.743,NaN,106.2,164.07,2.71,6.21
30-11-2018,59,226.62,63.82,0.61,NaN,1,750962,657470,382052,0.743,NaN,95.91,204.7,2.09,7.92
01-12-2018,21,217.95,59.16,0.78,NaN,1,750962,657470,382052,0.743,NaN,86.79,143.77,2.16,13.73
02-12-2018,44,186.99,55.76,0.52,NaN,1,750962,657470,382052,0.743,NaN,95.83,160.15,3.07,17.21
03-12-2018,26,181.64,60.56,0.57,NaN,1,750962,657470,382052,0.743,NaN,93.45,184.92,3.26,13.02
04-12-2018,19,186.29,65.41,0.54,NaN,1,750962,657470,382052,0.743,NaN,103.61,204.05,3.7,14.58
05-12-2018,27,193.55,66.94,0.72,NaN,1,750962,657470,382052,0.743,NaN,101.23,203.06,3.42,14.88
06-12-2018,19,174.8,66.95,0.46,NaN,1,750962,657470,382052,0.743,NaN,109.96,191.95,3.19,12.77
07-12-2018,15,215.42,66.54,0.54,NaN,1,750962,657470,382052,0.743,NaN,69.82,157.47,1.83,5.03
08-12-2018,16,177.49,79.19,0.59,NaN,1,750962,657470,382052,0.743,NaN,50.24,109.99,1.02,5.37
09-12-2018,28,147.94,54.98,0.54,NaN,1,750962,657470,382052,0.743,NaN,107.63,191.61,3.24,17.9
10-12-2018,12,127.78,65.37,0.81,NaN,1,750962,657470,382052,0.743,NaN,90.72,227.29,2.36,13.14
11-12-2018,10,141.89,69.62,0.66,NaN,1,750962,657470,382052,0.743,NaN,97.13,245.95,1.88,12.09
12-12-2018,0,116.13,68.8,0.97,NaN,1,750962,657470,382052,0.743,NaN,71.9,218.46,1.51,14.35
13-12-2018,10,200.13,71.49,0.93,NaN,1,750962,657470,382052,0.743,NaN,61.99,86.04,0.69,16.06
14-12-2018,19,277.14,72.18,0.77,NaN,1,750962,657470,382052,0.743,NaN,67.65,98.53,0.7,6.58
15-12-2018,32,273.37,67.79,0.91,NaN,1,750962,657470,382052,0.743,NaN,65.36,109.56,0.62,9.66
16-12-2018,25,226.89,63.03,0.71,NaN,1,750962,657470,382052,0.743,NaN,69.42,161.34,0.94,8.86
17-12-2018,23,212.41,60.22,0.63,NaN,1,750962,657470,382052,0.743,NaN,71.43,168.81,1.49,12.64
18-12-2018,22,246.01,57.18,0.7,NaN,1,750962,657470,382052,0.743,NaN,83.56,204.26,1.15,9.83
19-12-2018,27,222.21,60.15,0.66,NaN,1,750962,657470,382052,0.743,NaN,80.68,211.85,1.69,10.27
20-12-2018,43,191.7,64.01,0.52,NaN,1,750962,657470,382052,0.743,NaN,78.12,259.25,2.47,10.61
21-12-2018,26,209.28,67.39,0.64,NaN,1,750962,657470,382052,0.743,NaN,59.88,250.16,2.82,11.8
22-12-2018,26,153.99,68.98,0.54,NaN,1,750962,657470,382052,0.743,NaN,102.69,365.32,3.25,11.07
23-12-2018,21,138.63,72.44,0.67,NaN,1,750962,657470,382052,0.743,NaN,95.25,420.76,3.57,9.58
24-12-2018,21,180.52,72.77,0.53,NaN,1,750962,657470,382052,0.743,NaN,110.81,359.22,3.14,27.71
25-12-2018,27,255.81,72.79,0.74,NaN,1,750962,657470,382052,0.743,NaN,89.35,274.42,1.68,27.51
26-12-2018,52,220.68,66.37,0.66,NaN,1,750962,657470,382052,0.743,NaN,101.96,241.74,2.05,17.24
27-12-2018,36,196.72,59.61,0.66,NaN,1,750962,657470,382052,0.743,NaN,135.94,257.01,2.39,7.41
28-12-2018,15,251.11,67.21,0.83,NaN,1,750962,657470,382052,0.743,NaN,97.29,218.7,1.08,12.28
29-12-2018,23,226.45,63.84,0.72,NaN,1,750962,657470,382052,0.743,NaN,115.54,270.89,2.33,13.92
30-12-2018,20,180.99,63.22,0.58,NaN,1,750962,657470,382052,0.743,NaN,150.32,359.93,4.04,15.22
31-12-2018,56,116.17,74.12,0.46,NaN,1,750962,657470,382052,0.743,NaN,136.6,307.9,2.58,11.2
01-09-2019,1,153.88,76.43,1.12,27.71,1,830872,736717,414710,0.746,NaN,52.26,65.14,1.36,10.39
02-09-2019,4,222.78,68.96,0.79,29.88,1,830872,736717,414710,0.746,NaN,35.75,64.78,1.13,10.25
03-09-2019,3,261.98,71.61,0.61,29.74,1,830872,736717,414710,0.746,NaN,57.95,87.46,1.04,7.61
04-09-2019,0,183.44,72.99,1.06,29.67,1,830872,736717,414710,0.746,NaN,45.57,75.23,0.86,6.16
05-09-2019,2,118.9,69.54,1.33,30.03,1,830872,736717,414710,0.746,NaN,37.86,52.68,0.94,6.94
06-09-2019,3,141.26,67.12,1.33,30.56,1,830872,736717,414710,0.746,NaN,29.88,52.79,1.11,7.28
07-09-2019,1,146.08,72.39,1.43,29.07,1,830872,736717,414710,0.746,NaN,28.25,41.32,0.96,8.1
08-09-2019,2,208.31,68.81,0.93,30.04,1,830872,736717,414710,0.746,NaN,40.16,42.18,0.53,7.88
09-09-2019,5,266.93,66.94,0.79,30.35,1,830872,736717,414710,0.746,NaN,64.53,58.67,0.48,8.07
10-09-2019,5,261.07,64.97,0.7,30.33,1,830872,736717,414710,0.746,NaN,70.52,107.53,0.67,8.91
11-09-2019,7,230.24,64.83,0.7,31,1,830872,736717,414710,0.746,NaN,76.62,159.93,0.87,7.61
12-09-2019,3,130.9,66.93,1.56,30.99,1,830872,736717,414710,0.746,NaN,61.95,48.91,0.85,7.34
13-09-2019,11,121.92,64.42,1.44,30.97,1,830872,736717,414710,0.746,NaN,59.93,27.81,0.69,7.39
14-09-2019,6,132.73,64.89,1.69,30.17,1,830872,736717,414710,0.746,NaN,53.92,28.73,0.8,6.62
15-09-2019,11,179.61,75.99,1.02,27.88,1,830872,736717,414710,0.746,NaN,59.01,82.45,1.38,7.87
16-09-2019,5,260.92,71.25,0.67,29.14,1,830872,736717,414710,0.746,NaN,78.84,50.59,1.37,8.38
17-09-2019,38,233.26,67.98,0.77,29.17,1,830872,736717,414710,0.746,NaN,76.99,66.71,0.97,8.08
18-09-2019,35,133.54,62.49,1.65,29.02,1,830872,736717,414710,0.746,NaN,61.43,30.82,1.21,9.75
19-09-2019,1,120.92,67.53,1.9,27.18,1,830872,736717,414710,0.746,NaN,56.61,26.18,1.21,7.09
20-09-2019,4,182.07,67.81,1.03,27.61,1,830872,736717,414710,0.746,NaN,62.43,32.77,1.75,6.4
21-09-2019,46,207.4,72.91,0.91,26.84,1,830872,736717,414710,0.746,NaN,67.67,33.3,1.57,7.62
22-09-2019,56,163.21,78.13,1.25,24.35,1,830872,736717,414710,0.746,NaN,70.83,29.52,1.81,6.78
23-09-2019,73,159.55,70.76,1.14,26.11,1,830872,736717,414710,0.746,NaN,72.43,40.54,1.75,7.41
24-09-2019,90,188.75,70.18,1.04,26.39,1,830872,736717,414710,0.746,NaN,73.01,29.07,1.38,10.16
25-09-2019,44,151.14,67.89,1.24,27.24,1,830872,736717,414710,0.746,NaN,69.91,38.58,0.88,13.79
26-09-2019,19,127.48,67.01,1.77,27.55,1,830872,736717,414710,0.746,NaN,62.73,22.39,0.8,12.44
27-09-2019,13,139.21,69.97,1.73,26.15,1,830872,736717,414710,0.746,NaN,64.11,29.07,0.37,14.51
28-09-2019,14,140.42,70.41,1.54,25.9,1,830872,736717,414710,0.746,NaN,65.14,28.52,0.7,13.14
29-09-2019,3,128.5,71.95,1.63,25.4,1,830872,736717,414710,0.746,NaN,62.35,25.89,0.7,10.99
30-09-2019,6,129.74,72.23,1.38,25.52,1,830872,736717,414710,0.746,NaN,36.83,28.85,0.59,8.62
01-10-2019,3,137.42,71.17,1.37,26.03,1,830872,736717,414710,0.746,NaN,57.21,42.34,0.74,10.33
02-10-2019,31,292.32,84.6,0.3,21.52,1,830872,736717,414710,0.746,NaN,55.26,53.84,0.81,10.36
03-10-2019,45,212.67,61,1.03,28.22,1,830872,736717,414710,0.746,NaN,55.85,63.36,0.87,10.52
04-10-2019,35,263.43,72.52,1.18,24.24,1,830872,736717,414710,0.746,NaN,48.6,38.1,0.7,10.43
05-10-2019,42,286.68,62.43,1.28,24.36,1,830872,736717,414710,0.746,NaN,45.88,43.19,0.69,10.61
06-10-2019,21,286.24,62.32,1.19,25.06,1,830872,736717,414710,0.746,NaN,47.78,56.46,0.71,9.89
07-10-2019,45,281.74,60.72,1.64,25.41,1,830872,736717,414710,0.746,NaN,46.78,55.2,0.72,8.59
08-10-2019,134,271.64,59.07,1.21,24.28,1,830872,736717,414710,0.746,NaN,60.01,59.45,0.86,10.49
09-10-2019,162,234.36,62.29,0.72,24.14,1,830872,736717,414710,0.746,NaN,84.7,89.13,1.25,12.05
10-10-2019,277,247.1,61.24,0.65,24.4,1,830872,736717,414710,0.746,NaN,94.43,109.36,1.19,10.59
11-10-2019,199,255.47,62.91,0.62,23.91,1,830872,736717,414710,0.746,NaN,89.33,93.76,1.1,10.66
12-10-2019,166,252.91,64.34,0.62,24.35,1,830872,736717,414710,0.746,NaN,90.73,91.5,1.15,10.52
13-10-2019,243,259.9,63.62,0.61,23.82,1,830872,736717,414710,0.746,NaN,97.36,126.12,1.45,12.97
14-10-2019,270,256,64.84,0.64,23.79,1,830872,736717,414710,0.746,NaN,95.03,118.75,1.63,12.18
15-10-2019,474,238.39,64.64,0.53,24.3,1,830872,736717,414710,0.746,NaN,104.62,129.97,2.06,13.82
16-10-2019,289,205.45,66.42,0.6,24.58,1,830872,736717,414710,0.746,NaN,104.78,110.84,1.44,10.53
17-10-2019,223,181.62,63.81,0.71,24.68,1,830872,736717,414710,0.746,NaN,85.64,87.49,0.81,11.22
18-10-2019,133,172.89,57.77,1.23,25.12,1,830872,736717,414710,0.746,NaN,75.36,73.69,0.91,11.01
19-10-2019,536,252.03,57.6,0.64,23.92,1,830872,736717,414710,0.746,NaN,98.63,65.02,1.01,12.66
20-10-2019,875,271.51,56.75,0.96,23.01,1,830872,736717,414710,0.746,NaN,92.02,66.74,1.05,10.44
21-10-2019,970,265.03,55.36,1.06,22.01,1,830872,736717,414710,0.746,NaN,94.24,77.6,1.02,8.87
22-10-2019,692,259.57,56.49,1.1,20.99,1,830872,736717,414710,0.746,NaN,96.99,69.12,1.22,12.98
23-10-2019,892,257.69,59.13,0.89,21.25,1,830872,736717,414710,0.746,NaN,108.6,114.41,1.87,13.83
24-10-2019,1075,235.98,63.39,0.55,21.55,1,830872,736717,414710,0.746,NaN,121.38,155.15,2.34,14.65
25-10-2019,1734,222.82,61.39,0.74,21.19,1,830872,736717,414710,0.746,NaN,73.02,114.49,1.71,10.1
26-10-2019,2452,233.48,65.26,0.59,20.82,1,830872,736717,414710,0.746,NaN,90.12,131.78,1.77,10.08
27-10-2019,2419,270.99,61.59,0.95,21.03,1,830872,736717,414710,0.746,NaN,81.03,160.06,1.76,5.67
28-10-2019,2296,267.28,63.06,0.62,20.88,1,830872,736717,414710,0.746,NaN,79.45,241.79,1.91,15.69
29-10-2019,1499,262.34,68.66,0.53,20.65,1,830872,736717,414710,0.746,NaN,98.68,210.42,2.27,8.39
30-10-2019,3009,254.15,63.77,0.66,21.56,1,830872,736717,414710,0.746,NaN,82.62,181.27,2.36,21.23
31-10-2019,6,270.49,65.29,0.58,20.53,1,830872,736717,414710,0.746,NaN,86.3,242.16,2.6,43.47
01-11-2019,342,241.32,64.12,0.51,22.02,1,830872,736717,414710,0.746,NaN,104.91,269.06,1.88,45.91
02-11-2019,1,246.67,66.7,0.83,21.35,1,830872,736717,414710,0.746,NaN,90.35,217.23,1.54,6.8
03-11-2019,2963,242.83,71.38,0.82,20.31,1,830872,736717,414710,0.746,NaN,80.23,341.06,1.23,9.57
04-11-2019,4889,258.21,62.55,1.1,21.24,1,830872,736717,414710,0.746,NaN,69,175.09,1.15,6.04
05-11-2019,5148,249.78,55.64,1.15,20.83,1,830872,736717,414710,0.746,NaN,62.6,151.09,1.24,8.93
06-11-2019,4309,196.67,56.09,0.74,20.26,1,830872,736717,414710,0.746,NaN,75.58,93.51,1.27,20.62
07-11-2019,154,234.42,71.54,0.63,17.49,1,830872,736717,414710,0.746,NaN,85.98,133.65,1.29,9.79
08-11-2019,438,250.39,67.07,0.55,19.52,1,830872,736717,414710,0.746,NaN,91.92,117.95,1.31,18.98
09-11-2019,1745,269.28,56.73,1.23,20.17,1,830872,736717,414710,0.746,NaN,71.71,100.59,0.94,7.77
10-11-2019,2474,267.54,48.58,0.95,19.11,1,830872,736717,414710,0.746,NaN,90.21,116.35,1.2,1.42
11-11-2019,758,282,51.62,0.75,17.41,1,830872,736717,414710,0.746,NaN,104.49,170.61,1.49,8.23
12-11-2019,600,241.61,57.88,0.72,16.17,1,830872,736717,414710,0.746,NaN,106.98,246.14,2.08,7.34
13-11-2019,11,259.12,61.61,0.53,17.36,1,830872,736717,414710,0.746,NaN,116.76,271.06,2.49,7.61
14-11-2019,1,240.61,68.73,0.45,17.38,1,830872,736717,414710,0.746,NaN,125.93,286.32,2.27,14.62
15-11-2019,103,268.87,63.53,0.84,19.06,1,830872,736717,414710,0.746,NaN,89.97,283.22,1.99,13.42
16-11-2019,74,280.5,56.26,1.95,20.41,1,830872,736717,414710,0.746,NaN,66.37,127.5,0.52,13.09
17-11-2019,416,259.21,52.54,2.14,20.08,1,830872,736717,414710,0.746,NaN,55.42,75.39,0.55,12.48
18-11-2019,541,253.71,61.5,1.24,17.5,1,830872,736717,414710,0.746,NaN,64.91,76.57,1.02,9.2
19-11-2019,1409,277.73,62.79,0.76,16.23,1,830872,736717,414710,0.746,NaN,80.95,97.32,2.1,7.45
20-11-2019,856,261.28,60.55,0.56,15.98,1,830872,736717,414710,0.746,NaN,92.24,152.61,3.19,12.41
21-11-2019,205,255.3,61.93,0.47,16.12,1,830872,736717,414710,0.746,NaN,103.56,195.98,3.1,13.97
22-11-2019,27,276.33,60.35,0.68,16.73,1,830872,736717,414710,0.746,NaN,133.37,150.65,2.25,16.54
23-11-2019,248,256.8,56.1,1.08,18.58,1,830872,736717,414710,0.746,NaN,126.01,89.97,1.36,20.51
24-11-2019,418,272.12,54.89,1.24,19.43,1,830872,736717,414710,0.746,NaN,70.96,77.8,1.3,21.79
25-11-2019,289,254.41,58.59,0.55,18.03,1,830872,736717,414710,0.746,NaN,72.39,109.15,1.75,24.75
26-11-2019,9,209.11,55.86,0.79,21.32,1,830872,736717,414710,0.746,NaN,66.16,101.62,1.04,20.63
27-11-2019,18,223.79,63.63,1.01,20.07,1,830872,736717,414710,0.746,NaN,56.31,55.11,0.81,8.38
28-11-2019,6,184.42,70.13,1.37,17.98,1,830872,736717,414710,0.746,NaN,55.23,31.6,0.68,3.66
29-11-2019,37,272.6,72.05,0.61,17.53,1,830872,736717,414710,0.746,NaN,68.13,45.86,1.33,5.49
30-11-2019,67,264.89,77.02,0.75,16.13,1,830872,736717,414710,0.746,NaN,68.71,86.82,1.2,6.51
01-12-2019,132,267.69,69.96,0.85,14.52,1,830872,736717,414710,0.746,NaN,79.24,110.1,1.13,6.26
02-12-2019,106,266.16,66.49,0.98,13.72,1,830872,736717,414710,0.746,NaN,77.78,118.55,1.62,8.56
03-12-2019,73,263.29,61.75,0.91,13.75,1,830872,736717,414710,0.746,NaN,71.93,133.41,1.75,11.77
04-12-2019,35,265.12,61.19,0.63,13.83,1,830872,736717,414710,0.746,NaN,74.97,135.91,2.55,13.81
05-12-2019,30,257.27,69.37,0.52,13.46,1,830872,736717,414710,0.746,NaN,78.92,214.75,2.94,16.66
06-12-2019,83,263.63,72.28,0.67,15.08,1,830872,736717,414710,0.746,NaN,78.82,187.89,1.78,11.7
