DATE,FIRECOUNT,WD,RH,WS,AT,CONST,GSDP,GSVA,GSDP_CAP,HDI,PM10,NO2,PM25,SO2,CO
07-12-2019,82,253.99,71.5,0.48,14.96,1,830872,736717,414710,0.746,NaN,67.73,191.56,2.48,15.67
08-12-2019,69,273.88,69.97,0.56,14.44,1,830872,736717,414710,0.746,NaN,63.87,218.77,2.5,15.06
09-12-2019,10,273.77,67.01,0.6,13.95,1,830872,736717,414710,0.746,NaN,62.56,185,2.13,13.07
10-12-2019,25,269.83,68.24,0.6,13.31,1,830872,736717,414710,0.746,NaN,63.36,224.74,2.13,12.4
11-12-2019,0,231.5,70.49,0.54,13.82,1,830872,736717,414710,0.746,NaN,68.1,258.98,2.76,13.38
12-12-2019,0,174.46,70.59,1.37,15.65,1,830872,736717,414710,0.746,NaN,62.76,251.35,1.33,11.71
13-12-2019,1,180.61,83.41,1.44,14.53,1,830872,736717,414710,0.746,NaN,50.71,72.86,0.69,10.44
14-12-2019,0,250.01,77.49,0.68,13.92,1,830872,736717,414710,0.746,NaN,56.29,61.91,0.94,12.41
15-12-2019,4,257.26,75.62,1.06,14.34,1,830872,736717,414710,0.746,NaN,54.93,66.66,1.04,13.51
16-12-2019,0,264.38,81.28,1.74,11.36,1,830872,736717,414710,0.746,NaN,57.39,59.02,0.57,9.84
17-12-2019,6,266.84,77.24,1.34,10.57,1,830872,736717,414710,0.746,NaN,51.18,69.23,1.03,9.25
18-12-2019,5,256.91,73.64,1.11,11.52,1,830872,736717,414710,0.746,NaN,59.35,94.35,1.07,9.16
19-12-2019,1,215.76,82.42,0.61,9.4,1,830872,736717,414710,0.746,NaN,58.2,215.29,1.66,11.33
20-12-2019,0,230.49,80.24,0.66,11.85,1,830872,736717,414710,0.746,NaN,67.07,297.33,1.95,13.72
21-12-2019,12,262.7,79.25,0.92,13.16,1,830872,736717,414710,0.746,NaN,57.27,222.91,1.3,10.73
22-12-2019,1,276.24,82.12,1.57,11.06,1,830872,736717,414710,0.746,NaN,55.71,124.25,0.64,5.52
23-12-2019,1,261.09,78.32,1.12,9.66,1,830872,736717,414710,0.746,NaN,53.57,132.51,1.15,6.93
24-12-2019,3,229.13,77.07,0.71,10.1,1,830872,736717,414710,0.746,NaN,64.22,234.54,1.59,10.27
25-12-2019,1,271.6,79.93,1.52,8.52,1,830872,736717,414710,0.746,NaN,63.73,140.6,0.46,8.69
26-12-2019,3,269.12,75.44,1.13,8.36,1,830872,736717,414710,0.746,NaN,67.02,170.36,0.49,7.55
27-12-2019,1,265.91,73.04,0.78,8.16,1,830872,736717,414710,0.746,NaN,67.51,227.12,0.8,9.3
28-12-2019,4,251.65,79.02,0.57,6.15,1,830872,736717,414710,0.746,NaN,55.67,288.22,1.7,17.83
29-12-2019,26,232.08,75.07,0.61,8.56,1,830872,736717,414710,0.746,NaN,75.09,323.66,1.33,13.67
30-12-2019,0,177.68,85.17,0.85,6.01,1,830872,736717,414710,0.746,NaN,68.05,350.65,2.73,19.91
31-12-2019,2,160.82,71.02,1.31,8.32,1,830872,736717,414710,0.746,NaN,80.04,257.26,2.21,13.98
01-09-2020,0,152.95,69.01,1.13,27.99,1,798310,708826,391060,NaN,50.88,33.43,18.34,0.99,10.61
02-09-2020,1,215.92,71.48,0.76,28.52,1,798310,708826,391060,NaN,71.36,38.08,23.31,1,11.21
03-09-2020,4,134.92,69.58,1.59,29.43,1,798310,708826,391060,NaN,90.78,37.95,27.39,1.26,8.95
04-09-2020,1,159.64,71.43,1.22,29.2,1,798310,708826,391060,NaN,88.36,38.71,19.4,0.95,10.41
05-09-2020,1,220.16,74.11,0.95,28.02,1,798310,708826,391060,NaN,94.57,48.08,22.51,0.79,10.04
06-09-2020,4,246.08,77.22,0.64,27.39,1,798310,708826,391060,NaN,67.75,37.57,21.68,1.09,9.75
07-09-2020,5,231.78,79.25,0.7,27.25,1,798310,708826,391060,NaN,126.94,48.33,40.39,1.29,10.69
08-09-2020,1,262.31,70.39,0.97,28.73,1,798310,708826,391060,NaN,79.76,30.61,22.53,0.93,10.67
09-09-2020,6,268.86,71.37,1.01,29,1,798310,708826,391060,NaN,119.3,24.6,33.79,0.66,10.15
10-09-2020,9,258.13,68.78,1.12,29.16,1,798310,708826,391060,NaN,125.68,24.51,36.96,0.66,10.48
11-09-2020,1,235.24,65.68,0.8,29.27,1,798310,708826,391060,NaN,191.1,30.95,41.4,0.77,10.35
12-09-2020,1,265.06,65.63,0.72,29.51,1,798310,708826,391060,NaN,192,31.61,64.07,0.8,10.16
13-09-2020,12,270.09,68.94,0.68,29.53,1,798310,708826,391060,NaN,178.4,30.25,42.05,0.63,10.44
14-09-2020,1,270.99,70.72,0.7,29.36,1,798310,708826,391060,NaN,180.68,28.32,45.69,0.77,10.45
15-09-2020,7,245.54,68.63,0.8,29.31,1,798310,708826,391060,NaN,172.63,30.13,51.75,0.69,10.47
16-09-2020,0,247.17,65.03,1.1,30.5,1,798310,708826,391060,NaN,180.61,29.15,52.28,0.67,9.83
17-09-2020,7,252.05,61.13,1.35,31.09,1,798310,708826,391060,NaN,124.91,23.27,36.08,0.52,9.21
18-09-2020,31,244.31,61.63,1.41,31.25,1,798310,708826,391060,NaN,121.19,21.62,22.91,0.94,9.23
19-09-2020,38,257.35,66.65,0.83,29.96,1,798310,708826,391060,NaN,150.06,30.05,27.31,0.85,10.07
20-09-2020,78,273.75,64.76,1.22,30.13,1,798310,708826,391060,NaN,170.77,38.63,41.22,0.72,6.63
21-09-2020,47,273.74,63.05,0.86,30.57,1,798310,708826,391060,NaN,153.84,34.5,32.63,0.76,7.11
22-09-2020,41,176.7,65.52,0.99,30.27,1,798310,708826,391060,NaN,133.16,34.96,23.91,0.82,8.24
23-09-2020,60,147.92,64.12,1.11,30,1,798310,708826,391060,NaN,94.33,31.5,15.94,0.89,9.85
24-09-2020,77,190.31,66.45,1,28.77,1,798310,708826,391060,NaN,113.06,33.17,17.67,0.78,7.95
25-09-2020,198,246.68,63.99,1.02,28.58,1,798310,708826,391060,NaN,170.48,52.84,40.38,1.05,7.46
26-09-2020,119,242.46,65.99,0.89,26.36,1,798310,708826,391060,NaN,182.05,67.49,48.51,0.9,9.22
27-09-2020,82,249.38,57.37,1.09,27.3,1,798310,708826,391060,NaN,127.08,51.31,31.77,0.9,7.76
28-09-2020,56,265,58.59,1.27,27.55,1,798310,708826,391060,NaN,205.17,65.75,50.88,0.81,7.77
29-09-2020,97,254.46,59.98,1.44,27.76,1,798310,708826,391060,NaN,205.5,61.06,52.95,0.65,7.16
30-09-2020,187,254.44,56.04,1.44,27.24,1,798310,708826,391060,NaN,175.37,57.2,43.94,0.76,7.63
01-10-2020,211,253.64,57.41,1.21,26.81,1,798310,708826,391060,NaN,198.59,63.41,55.96,0.98,8.4
02-10-2020,190,244.48,60.09,1.01,26.31,1,798310,708826,391060,NaN,215.87,65.53,61.07,1,8.49
03-10-2020,114,259.09,56.21,1.05,25.96,1,798310,708826,391060,NaN,192.98,62.13,57.25,0.91,7.3
04-10-2020,242,253.69,56.29,0.93,24.87,1,798310,708826,391060,NaN,213.38,73.36,74.2,1.02,7.41
05-10-2020,188,260.43,53.09,1.42,25.45,1,798310,708826,391060,NaN,196.71,66.54,56.21,0.84,7.64
06-10-2020,270,248.25,56.24,1.26,24.71,1,798310,708826,391060,NaN,209.89,82.18,62.21,1.15,8.34
07-10-2020,262,256.33,54.95,1.05,25.29,1,798310,708826,391060,NaN,252.33,77,86.94,1.06,9.08
08-10-2020,173,259.85,51.45,1.24,26.48,1,798310,708826,391060,NaN,218.15,75.2,73.24,0.97,6.83
09-10-2020,183,245.31,53.73,0.75,25.71,1,798310,708826,391060,NaN,219.51,85.15,74.65,1.03,7.87
10-10-2020,324,248.15,54.92,1,25.94,1,798310,708826,391060,NaN,215.73,81.16,70.59,0.94,9.81
11-10-2020,588,256.73,56.41,0.94,25.4,1,798310,708826,391060,NaN,217.71,76.82,63.69,1.24,11.75
12-10-2020,462,252.77,55.61,0.63,24.85,1,798310,708826,391060,NaN,339.58,107.05,97.23,1.83,14.1
13-10-2020,329,212.03,65,0.56,25.14,1,798310,708826,391060,NaN,313.02,108.62,141.3,1.84,12.68
14-10-2020,604,258.92,64.22,0.43,25.79,1,798310,708826,391060,NaN,448.35,114.71,132.1,1.88,13.33
15-10-2020,731,250.34,49.93,0.79,25.05,1,798310,708826,391060,NaN,369.58,98.59,129.07,1.18,9.48
16-10-2020,809,250.7,46.38,0.63,22.95,1,798310,708826,391060,NaN,355.27,101.93,117.86,1.44,12.14
17-10-2020,1372,245.4,52.55,0.52,22.71,1,798310,708826,391060,NaN,331.39,108.63,112.56,1.54,12.22
18-10-2020,1157,255.96,48.02,0.95,22.91,1,798310,708826,391060,NaN,253.41,91.4,89.61,1.09,9.92
19-10-2020,768,253.32,43.91,1.04,22.75,1,798310,708826,391060,NaN,279.88,87.07,94.83,1.02,11.12
20-10-2020,1160,250.13,44.59,0.82,21.4,1,798310,708826,391060,NaN,310.8,106.85,102.24,1.37,12.01
21-10-2020,1235,232.69,44.92,0.63,22.12,1,798310,708826,391060,NaN,411.77,121.4,142.88,2.23,14.35
22-10-2020,1689,242.2,53.15,0.39,21.27,1,798310,708826,391060,NaN,537.13,143.6,212.07,2.26,14.63
23-10-2020,1235,257.48,53.36,0.56,20.8,1,798310,708826,391060,NaN,558.2,127.33,212.19,2.19,14.62
24-10-2020,910,240.55,54.32,0.79,20.23,1,798310,708826,391060,NaN,419.11,114.79,155.45,2.33,12.09
25-10-2020,1610,235.67,54.56,0.53,20.36,1,798310,708826,391060,NaN,453.44,121.98,199.94,2.52,13.53
26-10-2020,1790,251.51,42.99,0.8,23.42,1,798310,708826,391060,NaN,374.04,115.46,154.22,1.61,12
27-10-2020,2645,256.89,46.64,0.98,20.02,1,798310,708826,391060,NaN,340.78,94.63,130.13,1.18,11.95
28-10-2020,2665,262.67,53.02,0.55,18.22,1,798310,708826,391060,NaN,434.85,125.41,169.78,1.95,16.35
29-10-2020,1677,225.34,56.46,0.35,25.6,1,798310,708826,391060,NaN,551.04,182.21,206.46,2.62,20.94
30-10-2020,3407,250.28,51.55,0.86,26.59,1,798310,708826,391060,NaN,405.16,124.14,148.96,1.5,10.71
31-10-2020,3832,267.38,45.74,1.19,27.16,1,798310,708826,391060,NaN,397.92,96.13,142.47,1.12,11.9
01-11-2020,3520,253.62,45.32,0.99,24.76,1,798310,708826,391060,NaN,426.57,97.4,160.9,1.3,18.19
02-11-2020,3628,240.27,43.94,0.83,24.11,1,798310,708826,391060,NaN,388.17,111.85,134.15,1.8,15.46
03-11-2020,2553,220.14,45.74,0.72,24.07,1,798310,708826,391060,NaN,407.47,128.66,154.51,2.02,14.84
04-11-2020,4012,231.44,55.58,0.62,23.34,1,798310,708826,391060,NaN,542.59,147.02,202.62,2.15,14.33
05-11-2020,5293,255.39,53.33,0.72,24.54,1,798310,708826,391060,NaN,528.33,142.87,193.85,2.31,12.41
06-11-2020,4327,246.14,53.72,0.67,24.44,1,798310,708826,391060,NaN,507.23,137.59,188.65,2.59,13.52
07-11-2020,5405,263.61,52.6,0.84,24.43,1,798310,708826,391060,NaN,547.24,130.13,197.91,2.48,15.56
08-11-2020,3554,261.41,57.89,0.46,23.08,1,798310,708826,391060,NaN,558.71,139.78,207.52,2.76,16.9
09-11-2020,1590,227.68,64.91,0.48,22.99,1,798310,708826,391060,NaN,747.39,159.63,310.95,3.15,13.5
10-11-2020,3582,214.86,65.69,0.44,23.48,1,798310,708826,391060,NaN,748.23,150.01,316.98,3.3,15.88
11-11-2020,2631,217.1,64.02,0.57,23.92,1,798310,708826,391060,NaN,492.26,113.54,167,3.32,19.45
12-11-2020,2038,213.19,63.7,0.44,24.13,1,798310,708826,391060,NaN,449.08,123.62,135.84,2.54,13.64
13-11-2020,1921,238.38,62.01,0.62,23.99,1,798310,708826,391060,NaN,395.85,129.21,113.5,2.04,9.53
14-11-2020,433,226.92,66.08,0.38,22.55,1,798310,708826,391060,NaN,553.28,144.88,182.01,2.31,15.02
15-11-2020,116,166.44,67.36,1.14,24.1,1,798310,708826,391060,NaN,436.43,89.03,106.08,1.15,13.74
16-11-2020,30,177.37,72.57,0.92,24.85,1,798310,708826,391060,NaN,155.83,56.71,47.88,0.98,9.16
17-11-2020,321,261.08,67.4,0.87,23.74,1,798310,708826,391060,NaN,142.64,74.46,50.48,0.8,11.16
18-11-2020,755,261.08,62.4,0.78,22.28,1,798310,708826,391060,NaN,181.95,88.43,66.93,1.01,11.99
19-11-2020,498,256.44,60.6,0.69,20.78,1,798310,708826,391060,NaN,250.67,110.43,90.5,1.16,11.58
20-11-2020,623,265.71,54.19,1.16,21.48,1,798310,708826,391060,NaN,216.64,107.71,78.44,0.84,10.78
21-11-2020,691,264.67,47.54,1.5,21.09,1,798310,708826,391060,NaN,203.39,83.71,62.47,0.9,11.89
22-11-2020,42,250.11,52.34,0.96,18.82,1,798310,708826,391060,NaN,250.87,93.31,71.79,1.31,11.57
23-11-2020,160,215.81,55.22,0.39,19.23,1,798310,708826,391060,NaN,377.85,131.99,130.39,2.55,18.98
24-11-2020,39,217.94,60,0.44,19.24,1,798310,708826,391060,NaN,459.93,141.68,170.36,3.14,17.55
25-11-2020,0,210.63,65.21,0.53,21.11,1,798310,708826,391060,NaN,418.24,139.44,135.75,1.49,19.08
26-11-2020,28,268.4,59.68,1.07,24.03,1,798310,708826,391060,NaN,204.62,84.54,63.17,0.77,14.92
27-11-2020,140,268.69,55.38,1.17,23.35,1,798310,708826,391060,NaN,153.99,87.1,40.05,0.9,11.93
28-11-2020,209,237.97,56.06,1.03,21.4,1,798310,708826,391060,NaN,211.78,107.63,57.88,1.21,17.01
29-11-2020,136,247.04,56.55,0.67,19.87,1,798310,708826,391060,NaN,283.33,127.56,79.49,1.83,15.67
30-11-2020,54,248.38,60.85,0.75,19.81,1,798310,708826,391060,NaN,329.3,150.31,97.18,2.15,14.22
01-12-2020,66,234.07,63.91,0.58,20.5,1,798310,708826,391060,NaN,429.68,173.97,128.24,2.57,17.62
02-12-2020,65,235.3,61.99,0.81,20.97,1,798310,708826,391060,NaN,394.21,154.62,102.1,2.04,16.43
03-12-2020,69,227.1,62.74,0.62,20.96,1,798310,708826,391060,NaN,344.63,148.47,67.04,1.98,13.26
04-12-2020,68,200.18,67.8,0.5,21.42,1,798310,708826,391060,NaN,410.67,166.03,68.29,2.58,16.36
05-12-2020,29,169.04,70.8,0.79,22.23,1,798310,708826,391060,NaN,356.72,122.11,78.14,1.52,11.45
06-12-2020,19,202.61,68.29,0.58,23.4,1,798310,708826,391060,NaN,354.45,121.3,123.48,1.51,10.97
07-12-2020,27,253.65,74.17,0.73,22.35,1,798310,708826,391060,NaN,402.69,109.66,135.75,2.08,11.96
08-12-2020,41,245.33,68.39,0.49,21.89,1,798310,708826,391060,NaN,444.99,132.55,144.71,2.31,13.19
09-12-2020,16,248.35,62.77,0.56,22.64,1,798310,708826,391060,NaN,470.37,149.74,163.55,2.05,12.44
10-12-2020,42,245.76,65.57,0.69,22.98,1,798310,708826,391060,NaN,306.18,99.87,108.06,1.07,11.97
11-12-2020,16,183.61,71.24,0.33,22.24,1,798310,708826,391060,NaN,280.19,138.82,95.54,1.39,10.74
12-12-2020,2,222.74,81.63,0.51,21.15,1,798310,708826,391060,NaN,298.49,85.92,103.3,1.35,8.22
13-12-2020,7,274.06,76.1,1.07,19.59,1,798310,708826,391060,NaN,182.52,60.19,68.66,0.68,6.55
14-12-2020,10,275.16,71.14,1.17,17.1,1,798310,708826,391060,NaN,128.49,49.9,48.43,0.52,7.67
15-12-2020,69,274.09,72.64,0.92,15.74,1,798310,708826,391060,NaN,179.66,68.6,69.74,0.59,13.56
16-12-2020,9,271.91,69.99,1.07,15.76,1,798310,708826,391060,NaN,175.66,67.32,57.06,1.04,6.66
17-12-2020,17,249.54,71.02,1.55,12.69,1,798310,708826,391060,NaN,189.16,61.72,79.47,1.07,5.68
18-12-2020,31,249.78,54.44,1.28,15.47,1,798310,708826,391060,NaN,250.68,95.54,81.08,1.74,8.11
19-12-2020,45,242.06,57.65,1.01,15.15,1,798310,708826,391060,NaN,284.71,109.92,98.23,2.05,9.14
20-12-2020,45,262.62,57.87,0.96,16.66,1,798310,708826,391060,NaN,344.39,116.18,103.7,2.12,9.59
21-12-2020,25,256.42,60.13,0.76,17.14,1,798310,708826,391060,NaN,354.04,122.05,116.23,2.17,17.73
22-12-2020,21,249.61,67.23,0.62,16.79,1,798310,708826,391060,NaN,555.75,137.56,168.58,2.91,16.15
23-12-2020,52,250.08,67.82,0.56,16.8,1,798310,708826,391060,NaN,535.08,140.91,187.47,4.09,15.09
24-12-2020,31,254,69.55,0.69,16.74,1,798310,708826,391060,NaN,528.38,118.48,184.25,3.45,11.63
25-12-2020,59,256.04,64.08,0.99,16.97,1,798310,708826,391060,NaN,357.62,110.6,108.95,2.08,7.06
26-12-2020,46,250.83,67.52,0.74,15.53,1,798310,708826,391060,NaN,379.84,111.01,117.15,2.45,6.97
27-12-2020,21,184.5,64.23,1.33,18.25,1,798310,708826,391060,NaN,360.18,117.75,118.81,1.57,10.22
28-12-2020,6,277.94,43.74,1.21,17.38,1,798310,708826,391060,NaN,265.74,74.27,87.58,0.87,4.74
29-12-2020,6,274.16,58.04,1.18,15.47,1,798310,708826,391060,NaN,270,82.02,40.82,0.92,6.18
30-12-2020,15,268.59,72.9,1.32,14.16,1,798310,708826,391060,NaN,215.03,66.84,27.78,1.04,6.12
31-12-2020,18,244.91,75.14,0.57,13.5,1,798310,708826,391060,NaN,323.63,88.13,101.92,2.05,8.35
01-09-2021,1,214.84,95.94,0.61,24.97,1,923967,NaN,401982,NaN,40.65,22.97,18.68,1.29,4.34
02-09-2021,1,226.5,88.06,0.59,28.1,1,923967,NaN,401982,NaN,65.44,21.58,22.59,1.46,5.33
03-09-2021,0,196.18,84.33,1.12,28.98,1,923967,NaN,401982,NaN,56.93,21.76,22.65,1.07,4.95
04-09-2021,1,205.41,87.64,0.82,27.6,1,923967,NaN,401982,NaN,59.06,26.35,20.84,1.62,5.75
05-09-2021,4,232.72,88.24,0.66,28.39,1,923967,NaN,401982,NaN,86.78,21.4,25.06,2.06,5.58
06-09-2021,6,217.26,82.58,0.8,30.62,1,923967,NaN,401982,NaN,96.28,18.93,32.55,1.77,5.17
07-09-2021,4,156.99,84.76,1.1,29.66,1,923967,NaN,401982,NaN,84.9,23.72,25.56,1.39,5.73
08-09-2021,0,112.98,81.52,1.76,29.34,1,923967,NaN,401982,NaN,94.95,18.97,20.48,0.88,6.36
09-09-2021,1,125.06,79.73,1.45,29.94,1,923967,NaN,401982,NaN,102.43,21.04,24.48,1.11,5.61
10-09-2021,0,129.21,84.44,1.47,27.51,1,923967,NaN,401982,NaN,117.25,23.27,25.03,0.81,5.65
11-09-2021,0,160.84,88.33,0.91,23.26,1,923967,NaN,401982,NaN,63.79,20.55,21.21,1.07,4.82
12-09-2021,0,169.27,82.52,0.8,25.81,1,923967,NaN,401982,NaN,87.72,23.34,17.68,1.65,5.06
13-09-2021,1,206.89,80.96,0.82,26.33,1,923967,NaN,401982,NaN,131.33,15.81,21.79,1.3,4.42
14-09-2021,4,229.34,74.71,0.86,27.48,1,923967,NaN,401982,NaN,139.14,15.09,28.56,1.31,4.56
15-09-2021,0,156.35,68.04,1.37,28.21,1,923967,NaN,401982,NaN,118.91,20.12,22.7,1.15,6.61
16-09-2021,4,202.57,84.69,0.69,23.85,1,923967,NaN,401982,NaN,110.27,26.8,22.07,1.27,7.61
17-09-2021,4,221.16,76.06,0.97,25.78,1,923967,NaN,401982,NaN,98.09,35.2,30.84,1,8.19
18-09-2021,13,147.94,72.51,1.12,27.48,1,923967,NaN,401982,NaN,121.81,25.44,20.31,1.01,6.5
19-09-2021,6,157.04,72.94,1.14,28.14,1,923967,NaN,401982,NaN,96.87,16.77,24.49,0.89,5.18
20-09-2021,9,193.54,74.5,0.89,28.17,1,923967,NaN,401982,NaN,102.46,18.39,22.07,1.13,7.51
21-09-2021,1,156.63,78.2,0.98,27.19,1,923967,NaN,401982,NaN,86.73,20.03,23.22,1.7,7.96
22-09-2021,0,138.29,78.32,1.27,25.79,1,923967,NaN,401982,NaN,72.07,19.79,19.81,1.05,8.1
23-09-2021,1,143.62,75.28,1.63,26.32,1,923967,NaN,401982,NaN,72.63,26.75,23.2,1.09,7.38
24-09-2021,8,208.78,79.94,0.78,25.77,1,923967,NaN,401982,NaN,110.91,23.8,26.25,1.44,9.67
25-09-2021,19,220.16,76.13,0.64,26.89,1,923967,NaN,401982,NaN,134.09,17.08,25.17,1.14,8.52
26-09-2021,21,153.76,74.97,0.81,26.95,1,923967,NaN,401982,NaN,132.21,29.52,21.03,1.08,8.72
27-09-2021,41,238.08,75.49,0.43,27.62,1,923967,NaN,401982,NaN,197.14,24.67,30.42,1.26,8.08
28-09-2021,38,163.22,69.46,0.91,28.87,1,923967,NaN,401982,NaN,182.36,14.32,35.67,1.8,8.44
29-09-2021,73,134.18,67.77,1.15,29.03,1,923967,NaN,401982,NaN,131.37,16.41,26.88,1.12,7.59
30-09-2021,33,165.16,71.53,0.64,28.2,1,923967,NaN,401982,NaN,125.35,15.79,25.35,1.19,8.59
01-10-2021,8,238.63,78.77,0.42,26.9,1,923967,NaN,401982,NaN,190.2,14.42,40.08,1.74,8.61
02-10-2021,6,260.43,73.93,0.61,27.9,1,923967,NaN,401982,NaN,213.59,14.19,42.23,1.27,7.22
03-10-2021,23,232.44,72.5,0.9,27.99,1,923967,NaN,401982,NaN,171.13,12.02,10.19,1.3,8.56
04-10-2021,31,235.29,70.21,0.67,27.96,1,923967,NaN,401982,NaN,181.06,16.16,13.43,0.87,9.69
05-10-2021,32,216.29,71.79,0.5,27.44,1,923967,NaN,401982,NaN,196.03,23.12,10.4,1.18,9.26
06-10-2021,34,269.29,72.84,0.71,27.38,1,923967,NaN,401982,NaN,173.35,18.23,23.85,1.02,8.41
07-10-2021,98,255.51,71.33,0.74,26.03,1,923967,NaN,401982,NaN,211,35.13,36.51,1.2,2.61
08-10-2021,121,245.41,62.71,0.95,27.32,1,923967,NaN,401982,NaN,292.99,42.4,66.4,1.68,4.35
09-10-2021,224,243.23,66.97,0.76,25.57,1,923967,NaN,401982,NaN,232.86,46.93,89.35,2.19,5.24
10-10-2021,296,246.02,67.1,0.69,25.66,1,923967,NaN,401982,NaN,228.47,44.62,76.34,1.98,3.33
11-10-2021,137,251.84,67.36,0.59,25.65,1,923967,NaN,401982,NaN,243.72,43.64,80.92,1.92,3.81
12-10-2021,153,246.78,61.61,0.72,26.24,1,923967,NaN,401982,NaN,178.89,49.25,61.79,1.68,4.37
13-10-2021,253,269.63,53.34,1.16,25.58,1,923967,NaN,401982,NaN,180.64,40.14,61.27,1.26,4.45
14-10-2021,521,260.76,56.96,1.21,22.75,1,923967,NaN,401982,NaN,189.43,45.21,68.78,1.21,2.7
15-10-2021,1159,252.04,60.66,0.68,23.43,1,923967,NaN,401982,NaN,315.25,50.62,69.77,1.84,3.06
16-10-2021,778,248.48,68.35,0.41,24.48,1,923967,NaN,401982,NaN,495.46,63.58,131.58,2.37,6.69
17-10-2021,16,231.43,82.66,0.55,22.66,1,923967,NaN,401982,NaN,231.37,47.08,76.6,1.4,4.52
18-10-2021,79,250.8,87.22,0.79,19.99,1,923967,NaN,401982,NaN,47.47,27.61,9.38,0.97,6.79
19-10-2021,590,257.76,76.06,1.37,22.73,1,923967,NaN,401982,NaN,129.51,35.58,31.83,1.85,6.77
20-10-2021,1269,242.34,73.17,0.76,21.82,1,923967,NaN,401982,NaN,315.59,48.5,71.25,1.94,5.23
21-10-2021,941,237.79,54.32,1.17,22.82,1,923967,NaN,401982,NaN,364.76,40.48,75,2.03,6.56
22-10-2021,1043,235.08,62.93,0.98,22,1,923967,NaN,401982,NaN,301.53,40.77,70,1.7,6.19
23-10-2021,806,221.88,69.61,0.69,21.89,1,923967,NaN,401982,NaN,218.98,37.82,44.48,1.53,5.05
24-10-2021,34,197.52,72.03,1.06,20.92,1,923967,NaN,401982,NaN,196.52,32.08,38.28,1.21,4.71
25-10-2021,213,246.96,73.65,0.93,19.36,1,923967,NaN,401982,NaN,110.52,28.69,26.42,0.98,6.1
26-10-2021,527,259.89,71.6,0.82,18.27,1,923967,NaN,401982,NaN,233.94,30.65,49.3,2.36,4.16
27-10-2021,421,258.4,69.92,0.8,17.91,1,923967,NaN,401982,NaN,387.08,36.79,92.54,1.74,4.28
28-10-2021,1132,262.38,70.48,0.73,17.75,1,923967,NaN,401982,NaN,451.15,35.87,111.1,2.7,8.42
29-10-2021,1384,255.74,72.31,0.45,18.23,1,923967,NaN,401982,NaN,506.51,35.57,133.82,2.64,5.19
30-10-2021,1993,255.83,65.97,0.89,18.59,1,923967,NaN,401982,NaN,432.56,38.95,113.74,2.24,7.26
31-10-2021,3080,234.45,66.57,0.71,18.33,1,923967,NaN,401982,NaN,471.43,36.05,129.13,2.46,7.26
01-11-2021,2458,218.92,69.01,0.59,17.96,1,923967,NaN,401982,NaN,441.93,43.14,112.63,2.2,6.89
02-11-2021,2834,208.93,69.53,0.74,18.66,1,923967,NaN,401982,NaN,398.32,44.54,82.45,1.87,4.25
03-11-2021,2936,222.03,73.27,0.5,22.57,1,923967,NaN,401982,NaN,337.23,46.65,89.79,2.74,5.91
04-11-2021,3537,254.51,76.95,0.38,21.62,1,923967,NaN,401982,NaN,430.7,42.21,165.52,3.21,4.76
05-11-2021,6515,240.06,78.11,0.38,20.7,1,923967,NaN,401982,NaN,554.47,34.95,282.78,3.3,7.4
06-11-2021,4600,242.12,66.44,0.7,21.29,1,923967,NaN,401982,NaN,515.35,44.82,257.94,2.36,6.11
07-11-2021,5020,265.27,68.17,0.59,20.93,1,923967,NaN,401982,NaN,394.05,44.95,212.49,2.52,6.94
08-11-2021,5433,259.37,68.82,0.59,21.15,1,923967,NaN,401982,NaN,335.33,47.3,170.01,2.95,7.26
09-11-2021,4868,275.47,67.08,0.64,21.04,1,923967,NaN,401982,NaN,475.96,47.43,146.76,3.19,7.09
10-11-2021,5833,257.6,68.18,0.48,21.45,1,923967,NaN,401982,NaN,501.09,52.46,207.38,3.49,11.35
11-11-2021,4706,255.51,76.49,0.35,19.23,1,923967,NaN,401982,NaN,519.94,45.67,235,4.07,10.56
12-11-2021,3993,250.24,77,0.39,19.69,1,923967,NaN,401982,NaN,631.85,45.95,221.79,4.82,9.93
13-11-2021,4637,252.92,68.98,0.56,19.33,1,923967,NaN,401982,NaN,451.89,44.53,164.95,3.27,9.22
14-11-2021,2847,244.47,66.38,0.4,18.67,1,923967,NaN,401982,NaN,441.85,44.28,157.25,3.1,8.48
15-11-2021,2579,249.73,69.34,0.41,18.21,1,923967,NaN,401982,NaN,494.92,48.75,175.24,3.28,7.19
16-11-2021,2112,259.42,69.04,0.59,18.15,1,923967,NaN,401982,NaN,531.06,46.02,292.8,3.1,7.37
17-11-2021,889,242.97,70.55,0.42,18.17,1,923967,NaN,401982,NaN,547.02,43.95,353.77,3.75,9.39
18-11-2021,846,238.02,72.1,0.41,19.05,1,923967,NaN,401982,NaN,518.56,56.49,286.27,2.82,9.08
19-11-2021,802,256.22,71.26,0.45,18.69,1,923967,NaN,401982,NaN,526.6,58.98,260.48,3.87,8.94
20-11-2021,592,244.12,69.04,0.42,19.65,1,923967,NaN,401982,NaN,477.63,60.26,209.43,2.93,9.02
21-11-2021,571,259.36,64.22,0.86,18.99,1,923967,NaN,401982,NaN,412.1,47.39,137.09,1.76,8.18
22-11-2021,282,242.78,47.15,1.25,20.86,1,923967,NaN,401982,NaN,316.04,45.63,87.57,1.61,6.04
